RelTime,Delta,CO2
-0.7,-25.19,0.75
-0.433333333,-25.69,1.06
-0.15,-25.14,0.93
0,NA,NA
0.15,-29.28,0.7
0.433333333,-27.08,0.55
0.683333333,-26.08,0.95
0.983333333,-25.71,0.86
1.25,-26.37,0.76
1.533333333,-26.39,0.72
1.783333333,-26.48,0.64
2.066666667,-25.77,0.94
2.333333333,-24.71,1.06
2.633333333,-24.85,0.9
2.916666667,-25.1,0.67
