RelTime,Delta,CO2
-0.8,-20.81,0.82
-0.5,-20.36,0.79
-0.216666667,-20.25,0.86
0,NA,NA
0.2,-24.53,1.17
0.5,-21.54,1.03
0.8,-21.28,0.9
1.1,-21.4,0.86
1.5,-22.28,0.91
1.766666667,-21.9,1.12
2.083333333,-22.26,0.8
2.333333333,-23.06,0.72
2.616666667,-22.09,1.02
2.933333333,-22.4,0.69
