,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;NA;,11.594203,6.818182,9.677419,8.196721,9.302325,8.823529,4.000000,14.285715,0,13.888889,18.918919,25.531916,18.085106,9.090909,0,0,7.407407,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;,10.144927,6.818182,12.903225,4.918033,4.651163,8.823529,4.000000,7.142858,11.111112,8.333334,8.108108,8.510638,8.510638,3.030303,15.384616,0,14.814815,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;NA;NA;,8.695652,13.636364,9.677419,8.196721,4.651163,20.588236,8.000000,14.285715,14.814815,16.666668,8.108108,6.382979,3.191489,12.121212,12.820514,0,7.407407,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;NA;NA;,7.246377,9.090909,3.225806,6.557377,4.651163,0,0,0,0,2.777778,0,6.382979,7.446808,9.090909,2.564103,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA;,7.246377,4.545455,6.451612,9.836065,11.627908,0,8.000000,0,11.111112,8.333334,5.405406,2.127660,3.191489,0,10.256411,0,22.222223,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;NA;,5.797101,9.090909,19.354837,8.196721,9.302325,14.705883,20.000000,14.285715,11.111112,16.666668,10.810811,4.255319,9.574469,6.060606,20.512821,41.666664,14.814815,18.181818
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA;,4.347826,0,0,1.639344,2.325581,0,0,0,0,2.777778,2.702703,2.127660,3.191489,3.030303,0,8.333334,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;NA;NA;,1.449275,0,0,1.639344,0,0,0,0,0,0,0,2.127660,2.127660,6.060606,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;NA;NA;,1.449275,0,3.225806,1.639344,4.651163,0,4.000000,7.142858,3.703704,2.777778,2.702703,0,0,0,5.128205,8.333334,0,9.090909
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;NA;NA;,1.449275,0,0,1.639344,0,0,0,0,0,2.777778,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;NA;NA;,1.449275,0,0,1.639344,0,0,0,0,0,0,2.702703,2.127660,1.063830,0,0,0,0,0
Bacteria;Balneolaeota;Balneolia;Balneolales;Balneolaceae;NA;NA;,1.449275,2.272727,0,1.639344,2.325581,0,0,0,0,0,2.702703,0,0,0,0,0,3.703704,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) family,10.144927,9.090909,16.129032,9.836065,16.279070,20.588236,28.000000,14.285715,22.222223,13.888889,8.108108,14.893617,11.702127,24.242424,7.692308,8.333334,7.407407,36.363636
unclassified,27.536231,34.090909,9.677419,18.032786,16.279070,20.588236,20.000000,28.571430,11.111111,11.111111,21.621622,14.893617,21.276596,15.151516,23.076923,16.666667,18.518518,18.181819
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;NA;NA;,0,2.272727,0,0,0,0,0,0,0,0,0,0,1.063830,0,2.564103,0,0,9.090909
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;NA;NA;,0,2.272727,6.451612,3.278688,0,0,4.000000,0,3.703704,0,2.702703,0,2.127660,6.060606,0,0,0,9.090909
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;NA;NA;,0,0,3.225806,0,0,0,0,0,3.703704,0,2.702703,0,1.063830,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;NA;NA;,0,0,0,11.475410,11.627908,5.882353,0,0,7.407407,0,2.702703,8.510638,6.382979,6.060606,0,16.666668,3.703704,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;NA;NA;,0,0,0,1.639344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;NA;NA;,0,0,0,0,2.325581,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,2.127660,0,0,0,0,0,0
