,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA;,36.231884,22.727274,35.483871,24.590164,27.906979,23.529411,20.000000,35.714287,14.814815,33.333336,29.729731,48.936169,39.361702,36.363636,17.948719,16.666668,22.222223,9.090909
Bacteria;Bacteroidetes;Bacteroidia;NA;NA;NA;NA;,24.637682,36.363636,51.612900,42.622952,41.860466,50.000000,52.000000,28.571430,62.962959,47.222221,35.135136,21.276596,28.723404,36.363636,48.717949,58.333332,51.851852,45.454548
Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA;,1.449275,0,0,1.639344,0,0,0,0,0,0,2.702703,2.127660,1.063830,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA;,1.449275,0,0,1.639344,0,0,0,0,0,0,0,4.255319,3.191489,6.060606,0,0,0,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;NA;NA;NA;NA;,1.449275,0,0,1.639344,0,0,0,0,0,2.777778,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;NA;NA;NA;NA;,1.449275,0,3.225806,1.639344,6.976745,0,4.000000,7.142858,3.703704,2.777778,2.702703,0,0,0,5.128205,8.333334,0,9.090909
Bacteria;Balneolaeota;Balneolia;NA;NA;NA;NA;,1.449275,2.272727,0,1.639344,2.325581,0,0,0,0,0,2.702703,0,0,0,0,0,3.703704,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) class,4.347826,2.272727,0.000000,6.557377,4.651163,5.882353,4.000000,0.000000,7.407407,2.777778,5.405406,8.510638,5.319149,6.060606,2.564103,0.000000,3.703704,9.090909
unclassified,27.536231,34.090909,9.677419,18.032786,16.279070,20.588236,20.000000,28.571430,11.111111,11.111111,21.621622,14.893617,21.276596,15.151516,23.076923,16.666667,18.518518,18.181819
Bacteria;Bacteroidetes;Chitinophagia;NA;NA;NA;NA;,0,2.272727,0,0,0,0,0,0,0,0,0,0,1.063830,0,2.564103,0,0,9.090909
