,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Eukaryota;Ascomycota;Sordariomycetes;Microascales;NA;NA;NA;,0.000021,0.000029,0.000035,0.000010,0.000007,0.000005,0.000007,0,0,0,0.000010,0.000018,0.000003,0.000050,0.000008,0.000003,0.000010,0.000010
Eukaryota;Rhodophyta;Bangiophyceae;Bangiales;NA;NA;NA;,0.000021,0.000065,0.000013,0.000005,0.000083,0.000021,0.000018,0.000009,0.000006,0.000005,0.000028,0.000147,0.000045,0.000084,0.000021,0.000003,0.000010,0.000049
Eukaryota;Imbricatea;NA;Euglyphida;NA;NA;NA;,0.000021,0.000018,0.000018,0.000019,0.000044,0.000035,0.000007,0.000055,0.000020,0.000007,0.000010,0.000024,0.000016,0.000017,0.000035,0,0.000026,0.000014
Bacteria;Actinobacteria;Actinobacteria;Actinopolysporales;NA;NA;NA;,0.000021,0.000008,0.000039,0.000067,0.000015,0.000049,0.000004,0.000003,0.000009,0.000007,0.000021,0.000021,0.000030,0.000008,0.000008,0.000006,0.000051,0.000080
Bacteria;Chloroflexi;Ktedonobacteria;Thermogemmatisporales;NA;NA;NA;,0.000021,0.000037,0.000018,0.000086,0.000024,0.000063,0.000088,0.000074,0.000083,0.000037,0.000042,0.000081,0.000093,0.000080,0.000054,0.000031,0.000039,0.000042
Eukaryota;Basidiomycota;Tremellomycetes;Trichosporonales;NA;NA;NA;,0.000021,0.000013,0.000013,0,0.000019,0.000007,0.000011,0.000003,0.000029,0.000007,0.000017,0.000018,0.000014,0.000034,0.000003,0.000006,0.000006,0.000007
Bacteria;Actinobacteria;Actinobacteria;Cryptosporangiales;NA;NA;NA;,0.000021,0.000037,0.000035,0.000107,0.000096,0.000042,0.000011,0.000111,0.000288,0.000014,0.000066,0.000021,0.000026,0.000034,0.000051,0.000003,0.000010,0.000220
Eukaryota;Zoopagomycota;Entomophthoromycetes;Entomophthorales;NA;NA;NA;,0.000019,0.000065,0.000048,0.000007,0.000041,0.000009,0.000015,0.000012,0.000023,0,0.000014,0.000033,0.000002,0.000084,0.000021,0.000006,0,0
Archaea;Thaumarchaeota;NA;Nitrosopumilales;NA;NA;NA;,0.000019,0.000005,0.000022,0.000014,0.000007,0.000028,0.000007,0.000015,0.000020,0.000014,0.000017,0.000039,0.000059,0,0.000008,0.000003,0.000006,0.000010
Eukaryota;Ascomycota;Pneumocystidomycetes;Pneumocystidales;NA;NA;NA;,0.000019,0.000071,0.000048,0.000012,0.000025,0.000012,0.000040,0.000003,0.000003,0.000007,0.000007,0.000045,0.000003,0.000050,0.000030,0.000003,0.000016,0
Eukaryota;Basidiomycota;Malasseziomycetes;Malasseziales;NA;NA;NA;,0.000019,0.000089,0.000140,0.000017,0.000029,0.000030,0.000048,0.000012,0.000009,0.000011,0.000014,0.000099,0.000027,0.000117,0.000070,0.000016,0.000003,0.000007
Eukaryota;Basidiomycota;Wallemiomycetes;Wallemiales;NA;NA;NA;,0.000019,0.000010,0.000013,0.000048,0.000041,0.000009,0.000011,0.000006,0.000011,0,0.000031,0.000048,0.000010,0.000042,0.000003,0.000013,0.000003,0.000003
Eukaryota;Ascomycota;Sordariomycetes;Magnaporthales;NA;NA;NA;,0.000019,0.000031,0.000004,0.000007,0.000083,0.000007,0,0.000012,0.000031,0.000002,0,0.000015,0.000010,0.000029,0.000003,0.000006,0.000016,0.000003
Eukaryota;Ascomycota;Dothideomycetes;Trypetheliales;NA;NA;NA;,0.000019,0,0,0,0.000002,0.000019,0.000004,0.000009,0.000003,0.000034,0.000003,0.000039,0.000081,0,0.000005,0.000084,0.000003,0.000003
Bacteria;Proteobacteria;Betaproteobacteria;Ferrovales;NA;NA;NA;,0.000019,0.000060,0.000105,0.000074,0.000027,0.000028,0.000070,0.000185,0.000100,0.000075,0.000035,0.000018,0.000035,0.000025,0.000030,0.000100,0.000193,0.000136
Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;NA;NA;NA;,0.000016,0.000013,0.000044,0.000021,0.000024,0.000009,0.000037,0,0.000037,0.000014,0.000017,0.000024,0.000013,0.000013,0.000008,0.000009,0.000016,0.000003
Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;NA;NA;NA;,0.000016,0.000013,0.000048,0.000019,0.000005,0.000047,0.000011,0,0.000011,0.000009,0,0.000003,0.000067,0.000008,0.000016,0.000003,0,0.000003
Eukaryota;Ascomycota;Taphrinomycetes;Taphrinales;NA;NA;NA;,0.000016,0.000029,0.000013,0.000010,0.000017,0.000014,0.000007,0.000247,0,0.000021,0.000028,0.000015,0.000005,0.000025,0.000016,0.000025,0.000006,0.000031
Eukaryota;Basidiomycota;Exobasidiomycetes;Exobasidiales;NA;NA;NA;,0.000016,0.000060,0.000070,0.000019,0.000032,0.000023,0.000070,0.000018,0.000014,0,0.000010,0.000069,0.000010,0.000126,0.000040,0.000009,0.000003,0.000003
Eukaryota;Basidiomycota;Exobasidiomycetes;Entylomatales;NA;NA;NA;,0.000016,0.000047,0.000026,0.000038,0.000002,0.000007,0.000018,0,0.000003,0,0.000007,0.000015,0.000005,0.000029,0.000003,0,0.000010,0.000003
Eukaryota;Basidiomycota;Mixiomycetes;Mixiales;NA;NA;NA;,0.000016,0.000016,0.000031,0.000002,0.000019,0.000007,0.000007,0,0.000003,0.000002,0.000014,0.000027,0.000006,0.000013,0.000003,0.000003,0,0.000003
Eukaryota;Ciliophora;Spirotrichea;Urostylida;NA;NA;NA;,0.000016,0.000050,0.000018,0.000007,0.000047,0.000002,0.000007,0.000003,0,0.000005,0.000007,0.000057,0,0.000029,0.000008,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Eremomycetales;NA;NA;NA;,0.000016,0.000010,0.000031,0.000005,0.000012,0.000007,0.000004,0.000003,0,0,0.000007,0.000009,0.000002,0.000025,0.000005,0.000003,0,0.000007
Eukaryota;Ascomycota;Dothideomycetes;Dothideales;NA;NA;NA;,0.000014,0.000045,0.000004,0.000007,0.000007,0.000012,0.000007,0,0,0.000030,0.000017,0.000021,0.000016,0.000017,0.000019,0.000003,0.000003,0.000014
Eukaryota;Ciliophora;Spirotrichea;Euplotida;NA;NA;NA;,0.000014,0.000016,0.000035,0.000007,0.000008,0.000009,0.000026,0.000003,0.000003,0,0,0.000012,0.000002,0.000017,0.000008,0,0.000016,0
Eukaryota;Parabasalia;NA;Spirotrichonymphida;NA;NA;NA;,0.000014,0.000008,0.000118,0.000024,0,0,0,0,0,0.000007,0.000045,0.000006,0.000002,0.000008,0,0,0,0
Eukaryota;Ascomycota;Sordariomycetes;Coniochaetales;NA;NA;NA;,0.000014,0.000013,0,0,0.000012,0,0.000007,0.000012,0,0.000009,0.000010,0.000009,0.000080,0.000004,0,0,0.000003,0.000003
Eukaryota;Basidiomycota;Agaricomycetes;Gloeophyllales;NA;NA;NA;,0.000014,0.000016,0.000013,0.000010,0.000024,0.000005,0.000007,0.000006,0,0.000050,0.000003,0.000030,0.000003,0.000013,0.000011,0.000006,0.000003,0.000021
Eukaryota;Basidiomycota;Agaricomycetes;Trechisporales;NA;NA;NA;,0.000014,0.000018,0.000035,0.000002,0.000014,0.000005,0.000011,0.000006,0,0.000005,0.000003,0.000012,0.000002,0.000013,0.000005,0.000003,0,0.000003
Eukaryota;NA;Cryptophyceae;Cryptomonadales;NA;NA;NA;,0.000014,0.000034,0.000039,0.000019,0.000036,0.000007,0.000029,0.000256,0.000046,0.000005,0.000017,0.000039,0.000010,0.000025,0.000019,0,0.000029,0.000080
Eukaryota;Basidiomycota;Agaricomycetes;Amylocorticiales;NA;NA;NA;,0.000014,0.000013,0.000022,0,0.000017,0,0.000015,0,0.000011,0,0.000003,0.000012,0,0.000025,0.000005,0,0,0.000003
Eukaryota;Chlorophyta;Pedinophyceae;Marsupiomonadales;NA;NA;NA;,0.000014,0,0,0.000033,0,0.000005,0,0,0,0,0.000010,0.000009,0.000013,0,0,0,0,0
Eukaryota;Ascomycota;Leotiomycetes;Erysiphales;NA;NA;NA;,0.000012,0.000079,0.000109,0.000005,0.000010,0.000007,0.000026,0.000012,0.000003,0.000014,0.000010,0.000039,0.000011,0.000008,0.000011,0.000003,0.000013,0
Eukaryota;Ciliophora;Litostomatea;Entodiniomorphida;NA;NA;NA;,0.000012,0.000021,0.000031,0.000005,0.000005,0.000007,0.000015,0.000043,0.000031,0.000009,0.000024,0,0.000016,0.000013,0.000032,0.000028,0.000016,0.000003
Eukaryota;Basidiomycota;Exobasidiomycetes;Tilletiales;NA;NA;NA;,0.000012,0.000029,0.000004,0.000014,0.000012,0.000002,0,0.000006,0.000003,0.000002,0.000007,0.000009,0.000005,0.000038,0.000005,0.000009,0.000003,0
Eukaryota;Euglenozoa;Euglenida;Euglenales;NA;NA;NA;,0.000012,0.000031,0.000009,0.000017,0.000010,0.000016,0.000004,0.000031,0.000020,0.000005,0.000007,0.000003,0.000016,0.000008,0.000086,0,0.000058,0.000171
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Coscinodiscales;NA;NA;NA;,0.000012,0,0,0,0,0,0.000004,0,0.000017,0,0,0.000009,0.000002,0.000004,0,0.000003,0,0.000003
Eukaryota;NA;Oomycota;Albuginales;NA;NA;NA;,0.000012,0.000047,0.000053,0.000036,0.000039,0.000019,0.000040,0.000018,0.000029,0.000014,0.000028,0.000036,0.000019,0.000109,0.000019,0.000047,0.000013,0.000014
Eukaryota;Basidiomycota;Agaricomycetes;Corticiales;NA;NA;NA;,0.000012,0.000042,0.000018,0.000002,0.000010,0,0,0,0.000003,0,0,0.000006,0.000003,0.000034,0.000003,0,0,0
Eukaryota;Basidiomycota;Exobasidiomycetes;Ceraceosorales;NA;NA;NA;,0.000012,0.000042,0.000035,0.000002,0.000010,0.000012,0.000004,0,0.000003,0,0.000003,0.000021,0,0.000042,0.000005,0,0,0
Bacteria;Chloroflexi;Thermoflexia;Thermoflexales;NA;NA;NA;,0.000012,0.000010,0.000026,0.000014,0.000022,0.000016,0.000044,0.000043,0.000023,0.000002,0,0.000024,0.000016,0.000008,0.000003,0,0.000035,0.000031
Bacteria;Candidatus Sumerlaeota;Candidatus Sumerlaeia;Candidatus Sumerlaeales;NA;NA;NA;,0.000012,0,0.000009,0.000014,0.000008,0.000005,0.000055,0.000031,0.000034,0.000002,0.000007,0,0.000013,0.000013,0.000003,0.000050,0.000039,0.000031
Eukaryota;NA;Dinophyceae;Prorocentrales;NA;NA;NA;,0.000009,0.000024,0.000022,0,0,0.000005,0.000007,0,0.000003,0,0,0.000012,0,0.000017,0.000013,0.000006,0.000003,0
Eukaryota;NA;Phaeophyceae;Fucales;NA;NA;NA;,0.000009,0,0,0.000005,0.000005,0.000005,0,0,0,0,0.000014,0.000009,0.000005,0,0.000008,0.000003,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Auriculariales;NA;NA;NA;,0.000009,0.000024,0.000053,0.000019,0.000076,0.000014,0.000033,0,0.000040,0.000002,0,0.000024,0.000005,0.000017,0.000005,0.000003,0.000003,0
Eukaryota;Ascomycota;Neolectomycetes;Neolectales;NA;NA;NA;,0.000009,0.000024,0.000022,0.000002,0.000017,0.000005,0.000011,0.000006,0.000006,0.000007,0.000003,0.000015,0.000006,0.000092,0.000011,0.000009,0,0.000007
Eukaryota;Bacillariophyta;Mediophyceae;Triceratiales;NA;NA;NA;,0.000009,0.000010,0.000088,0.000002,0,0,0.000044,0,0,0,0,0,0,0,0,0.000003,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Atheliales;NA;NA;NA;,0.000009,0.000050,0.000061,0.000007,0.000022,0.000009,0.000007,0.000006,0.000006,0.000002,0,0.000027,0,0.000025,0.000011,0,0.000010,0.000003
Bacteria;Actinobacteria;Thermoleophilia;Thermoleophilales;NA;NA;NA;,0.000009,0.000005,0.000022,0.000017,0.000005,0,0.000055,0.000102,0.000006,0.000027,0.000010,0,0.000006,0.000013,0.000005,0.000019,0.000019,0.000003
Archaea;Euryarchaeota;Methanomicrobia;Methanophagales;NA;NA;NA;,0.000009,0.000029,0.000201,0.000017,0.000019,0.000023,0.000004,0.000037,0.000020,0.000025,0.000007,0.000021,0.000027,0,0.000005,0,0.000019,0.000003
Eukaryota;Ascomycota;Dothideomycetes;Mytilinidiales;NA;NA;NA;,0.000009,0.000026,0.000035,0.000002,0.000005,0.000002,0.000004,0.000043,0.000006,0.000007,0.000003,0.000006,0.000003,0.000034,0.000005,0.000003,0,0.000014
Eukaryota;Parabasalia;NA;Cristamonadida;NA;NA;NA;,0.000009,0.000005,0.000109,0.000031,0,0,0,0.000003,0,0.000025,0.000038,0.000006,0.000003,0.000021,0,0,0.000010,0
Eukaryota;Basidiomycota;Ustilaginomycetes;Violaceomycetales;NA;NA;NA;,0.000009,0.000013,0.000031,0,0.000012,0.000002,0.000007,0.000003,0,0,0,0.000012,0,0.000038,0.000003,0.000003,0.000003,0
Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;NA;NA;NA;,0.000009,0,0.000004,0,0.000002,0,0.000004,0,0.000020,0,0,0,0.000005,0.000004,0,0,0,0.000007
Eukaryota;Euglenozoa;Kinetoplastea;Neobodonida;NA;NA;NA;,0.000009,0,0,0,0.000005,0.000002,0,0,0.000003,0,0,0,0,0,0,0,0,0
Eukaryota;NA;Dinophyceae;Peridiniales;NA;NA;NA;,0.000007,0.000005,0,0,0.000003,0,0.000004,0,0,0,0,0,0,0,0,0.000003,0.000003,0
Eukaryota;NA;Dinophyceae;Gymnodiniales;NA;NA;NA;,0.000007,0.000016,0.000026,0.000005,0.000008,0.000005,0.000011,0,0.000003,0,0,0.000006,0.000002,0.000017,0.000008,0,0.000006,0.000003
Eukaryota;Ciliophora;Litostomatea;Haptorida;NA;NA;NA;,0.000007,0.000021,0.000026,0,0.000019,0.000005,0,0,0,0.000002,0.000003,0.000015,0,0.000004,0.000005,0,0.000003,0
Eukaryota;Rhodophyta;Florideophyceae;Hildenbrandiales;NA;NA;NA;,0.000007,0.000003,0.000004,0.000014,0.000005,0.000007,0.000029,0.000040,0,0.000005,0.000007,0.000003,0.000003,0.000004,0.000003,0.000022,0.000039,0.000045
Archaea;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;NA;NA;NA;,0.000007,0.000013,0.000039,0.000007,0.000010,0,0.000018,0.000022,0.000014,0.000018,0.000003,0.000012,0.000006,0.000008,0.000008,0.000006,0.000026,0.000007
Eukaryota;Ascomycota;Archaeorhizomycetes;Archaeorhizomycetales;NA;NA;NA;,0.000007,0.000003,0,0,0.000002,0,0,0,0,0.000005,0.000003,0.000006,0,0.000008,0,0,0.000003,0
Eukaryota;Ascomycota;Eurotiomycetes;Phaeomoniellales;NA;NA;NA;,0.000007,0.000003,0.000009,0.000010,0.000025,0.000002,0.000004,0,0.000006,0.000034,0,0,0,0,0.000003,0,0,0
Bacteria;Cyanobacteria;NA;Chroococcidiopsidales;NA;NA;NA;,0.000007,0.000076,0.000004,0.000017,0.000007,0.000023,0.000018,0.000028,0.000006,0.000007,0.000021,0.000135,0.000013,0.000004,0.000062,0.000003,0.000071,0.000045
Eukaryota;NA;Cryptophyceae;Cyathomonadacea;NA;NA;NA;,0.000007,0.000010,0,0.000005,0.000037,0,0,0,0,0,0,0.000003,0,0.000017,0,0,0,0
Bacteria;Candidatus Mcinerneyibacteriota;Candidatus Mcinerneyibacteria;Candidatus Mcinerneyibacteriales;NA;NA;NA;,0.000007,0.000016,0.000004,0.000043,0.000012,0.000023,0.000011,0.000009,0.000011,0.000018,0.000014,0.000021,0.000032,0.000034,0.000013,0,0.000022,0.000059
Eukaryota;Ascomycota;Dothideomycetes;Aulographales;NA;NA;NA;,0.000007,0.000013,0,0.000002,0.000005,0.000005,0.000004,0,0.000009,0,0.000007,0.000003,0.000005,0.000038,0.000005,0,0.000006,0.000007
Eukaryota;Evosea;Eumycetozoa;Physariida;NA;NA;NA;,0.000005,0.000018,0.000009,0,0.000003,0.000002,0.000004,0,0.000003,0.000002,0,0.000018,0,0.000008,0.000003,0,0,0
Eukaryota;Chlorophyta;Chlorodendrophyceae;Chlorodendrales;NA;NA;NA;,0.000005,0.000003,0.000009,0.000017,0.000005,0,0,0.000043,0.000009,0,0.000010,0.000012,0,0.000017,0.000008,0,0.000006,0.000007
Eukaryota;NA;Dinophyceae;Gonyaulacales;NA;NA;NA;,0.000005,0.000018,0.000031,0.000002,0.000020,0.000009,0.000092,0.000133,0.000043,0.000011,0.000007,0.000021,0.000008,0.000025,0.000008,0.000059,0.000145,0.000175
Eukaryota;Basidiomycota;Microbotryomycetes;Microbotryales;NA;NA;NA;,0.000005,0.000029,0.000013,0.000002,0.000007,0.000005,0.000004,0.000003,0.000009,0,0.000003,0,0.000008,0.000038,0,0.000003,0.000006,0
Eukaryota;Euglenozoa;Euglenida;Eutreptiales;NA;NA;NA;,0.000005,0,0,0.000017,0.000003,0.000002,0,0,0,0,0.000003,0,0.000008,0.000008,0,0,0,0
Eukaryota;Cercozoa;NA;Cercomonadida;NA;NA;NA;,0.000005,0.000005,0.000031,0,0.000014,0,0,0,0,0.000002,0.000003,0.000003,0.000002,0.000004,0,0,0.000003,0
Eukaryota;Rhodophyta;Florideophyceae;Thoreales;NA;NA;NA;,0.000005,0,0,0.000002,0,0.000002,0,0,0,0,0,0.000006,0.000005,0,0.000016,0,0,0
Bacteria;Actinobacteria;Nitriliruptoria;Egicoccales;NA;NA;NA;,0.000005,0,0.000004,0.000021,0.000002,0.000012,0.000015,0,0.000006,0.000005,0.000007,0.000015,0.000003,0,0.000003,0.000034,0.000006,0.000010
Eukaryota;Ciliophora;Armophorea;Metopida;NA;NA;NA;,0.000005,0,0,0,0,0,0,0,0,0,0,0.000003,0,0,0,0,0.000003,0
Eukaryota;Haptista;Centroplasthelida;Pterocystida;NA;NA;NA;,0.000005,0.000005,0.000013,0,0.000002,0,0,0,0.000003,0,0,0,0,0.000004,0,0,0.000006,0
Eukaryota;Rhodophyta;Florideophyceae;Nemaliales;NA;NA;NA;,0.000002,0.000010,0,0.000007,0.000003,0.000005,0.000004,0,0,0.000014,0,0.000015,0.000006,0.000013,0.000008,0,0.000006,0
Eukaryota;Rhodophyta;Florideophyceae;Palmariales;NA;NA;NA;,0.000002,0,0,0,0,0.000002,0,0,0,0,0,0.000003,0,0,0,0,0,0
Eukaryota;NA;Phaeophyceae;Dictyotales;NA;NA;NA;,0.000002,0.000005,0,0.000007,0,0,0,0,0,0,0,0,0.000002,0,0,0,0,0
Eukaryota;NA;Xanthophyceae;Vaucheriales;NA;NA;NA;,0.000002,0.000010,0.000009,0.000002,0.000003,0,0,0.000003,0,0,0.000028,0.000009,0.000010,0.000008,0,0,0,0
Eukaryota;Chlorophyta;Ulvophyceae;Cladophorales;NA;NA;NA;,0.000002,0,0.000004,0,0.000002,0,0,0.000015,0,0,0,0,0,0,0,0,0,0.000003
Eukaryota;Foraminifera;NA;Rotaliida;NA;NA;NA;,0.000002,0,0,0,0,0.000002,0.000007,0,0.000003,0,0,0.000009,0,0,0.000008,0,0.000006,0
Eukaryota;Rhodophyta;Florideophyceae;Rhodogorgonales;NA;NA;NA;,0.000002,0,0,0.000002,0,0.000005,0,0.000009,0,0.000005,0,0,0.000005,0,0,0,0,0
Eukaryota;Chlorophyta;Chlorophyceae;Oedogoniales;NA;NA;NA;,0.000002,0,0.000004,0,0.000002,0.000005,0.000007,0.000006,0.000006,0,0,0.000006,0.000003,0.000008,0.000005,0,0.000010,0.000021
Eukaryota;Ascomycota;Dothideomycetes;Patellariales;NA;NA;NA;,0.000002,0.000010,0,0,0.000002,0.000002,0,0,0,0,0.000014,0.000003,0,0,0.000003,0,0,0
Eukaryota;NA;Glaucocystophyceae;Glaucocystales;NA;NA;NA;,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Basidiomycota;Exobasidiomycetes;Georgefischeriales;NA;NA;NA;,0.000002,0,0,0.000002,0,0,0.000011,0,0,0.000002,0,0.000003,0.000002,0.000004,0,0,0.000013,0
Eukaryota;Tubulinea;Elardia;Leptomyxida;NA;NA;NA;,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000003,0,0
Eukaryota;Haptista;Haptophyta;Pavlovales;NA;NA;NA;,0.000002,0,0,0.000014,0.000010,0,0.000026,0.000003,0,0,0,0.000003,0.000002,0.000025,0,0,0.000019,0.000014
Eukaryota;NA;Dinophyceae;Syndiniales;NA;NA;NA;,0.000002,0.000003,0,0,0.000010,0,0,0,0,0,0,0.000003,0,0,0,0,0,0
Eukaryota;Euglenozoa;NA;Diplonemea;NA;NA;NA;,0.000002,0.000013,0.000009,0,0.000012,0.000007,0,0.000003,0,0,0,0.000009,0,0.000004,0.000011,0,0,0
Eukaryota;Rhodophyta;Florideophyceae;Nemastomatales;NA;NA;NA;,0.000002,0,0,0,0.000005,0,0.000004,0.000012,0.000003,0,0,0,0.000005,0,0,0.000003,0.000013,0.000003
Archaea;Thaumarchaeota;NA;Cenarchaeales;NA;NA;NA;,0.000002,0.000018,0.000039,0.000005,0.000003,0,0.000011,0.000003,0.000003,0,0.000010,0.000003,0.000002,0,0.000003,0.000009,0.000006,0.000017
Eukaryota;Evosea;Eumycetozoa;Liceales;NA;NA;NA;,0.000002,0.000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;NA;Polycystinea;Nassellaria;NA;NA;NA;,0.000002,0.000063,0.000026,0.000012,0.000002,0.000002,0.000007,0,0.000006,0,0,0.000027,0,0.000034,0.000016,0,0,0
Eukaryota;Ciliophora;Nassophorea;Synhymeniida;NA;NA;NA;,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;NA;Dinophyceae;Dinophysiales;NA;NA;NA;,0.000002,0.000008,0,0,0.000002,0.000002,0.000022,0.000003,0,0,0,0.000003,0,0.000004,0,0,0.000006,0
Eukaryota;NA;Raphidophyceae;Chattonellales;NA;NA;NA;,0.000002,0,0,0,0.000020,0,0,0.000003,0,0.000011,0.000003,0,0,0.000004,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Acrospermales;NA;NA;NA;,0.000002,0.000003,0,0.000007,0,0.000002,0.000015,0.000003,0,0.000002,0,0.000003,0.000008,0,0,0,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Jaapiales;NA;NA;NA;,0.000002,0.000003,0.000009,0.000007,0.000007,0.000005,0,0,0.000003,0,0.000010,0,0,0.000004,0.000013,0,0.000003,0
Eukaryota;NA;Bolidophyceae;Parmales;NA;NA;NA;,0.000002,0,0.000004,0,0.000002,0,0,0.000003,0,0,0,0.000006,0.000002,0,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Venturiales;NA;NA;NA;,0.000002,0.000016,0,0,0.000005,0.000005,0.000007,0.000003,0.000014,0.000002,0.000007,0.000009,0.000006,0.000004,0,0,0,0.000003
Eukaryota;Ascomycota;Xylonomycetes;Xylonales;NA;NA;NA;,0.000002,0.000008,0.000026,0.000005,0.000010,0,0.000004,0,0,0,0.000003,0.000018,0,0.000021,0.000005,0,0,0
Eukaryota;Chlorophyta;Palmophyllophyceae;Palmophyllales;NA;NA;NA;,0.000002,0,0,0.000007,0,0,0,0,0.000003,0.000014,0,0.000003,0,0,0,0,0.000003,0
Bacteria;Candidatus Peregrinibacteria;Candidatus Peribacteria;Candidatus Peribacterales;NA;NA;NA;,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Phaeotrichales;NA;NA;NA;,0.000002,0.000055,0.000026,0,0.000005,0,0.000015,0,0,0,0,0.000012,0,0.000021,0.000003,0,0.000006,0.000003
Archaea;Nanoarchaeota;NA;Nanoarchaeales;NA;NA;NA;,0.000002,0,0,0,0.000002,0,0.000007,0,0,0,0,0,0.000003,0,0.000003,0,0,0.000003
Archaea;Candidatus Verstraetearchaeota;Candidatus Methanomethylia;Candidatus Methanomethyliales;NA;NA;NA;,0.000002,0.000003,0,0,0.000003,0,0,0,0,0,0.000003,0,0.000002,0,0,0,0,0
Eukaryota;Chlorophyta;Chlorophyceae;Protosiphonales;NA;NA;NA;,0.000002,0,0,0,0,0,0,0,0,0,0,0.000003,0,0,0,0,0,0
Eukaryota;Euglenozoa;Euglenida;Petalomonadida;NA;NA;NA;,0.000002,0.000003,0,0,0,0,0,0,0,0,0,0.000003,0,0.000004,0.000003,0,0,0
Eukaryota;Haptista;Centroplasthelida;Panacanthocystida;NA;NA;NA;,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Chloroflexi;Tepidiformia;Tepidiformales;NA;NA;NA;,0.000002,0.000003,0.000031,0.000029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000007
Eukaryota;Evosea;NA;Pelobiontida;NA;NA;NA;,0.000002,0,0,0,0.000002,0,0,0,0.000003,0,0,0,0,0,0,0,0,0
Eukaryota;Chlorophyta;Picocystophyceae;Picocystales;NA;NA;NA;,0.000002,0.000003,0,0,0.000002,0,0,0,0,0.000002,0.000003,0.000003,0.000002,0,0,0,0,0
Viruses,0.006613,0.006370,0.008223,0.003626,0.003303,0.004372,0.004974,0.009609,0.002192,0.008031,0.006220,0.007709,0.009947,0.008578,0.002580,0.001738,0.007538,0.002074
cannot be assigned to a (non-viral) order,10.974297,11.534201,8.940291,8.970383,5.876079,9.500784,6.770882,10.036787,7.143936,10.127079,13.192148,9.334536,14.990939,8.089802,12.632773,4.342344,5.895894,5.116804
unclassified,54.357028,57.117367,56.040913,54.022402,54.899275,49.045599,38.799930,47.420332,45.246091,49.997294,52.919471,56.537789,52.625847,54.996049,45.601222,19.114633,48.520052,41.967410
Eukaryota;Basidiomycota;Exobasidiomycetes;Microstromatales;NA;NA;NA;,0,0.000026,0.000022,0.000005,0.000007,0.000002,0.000015,0,0,0,0.000007,0.000027,0.000002,0.000038,0.000005,0.000003,0.000016,0
Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniales;NA;NA;NA;,0,0.000018,0.000013,0.000002,0.000008,0.000002,0.000004,0.000003,0,0,0.000014,0.000024,0,0.000025,0,0,0,0.000003
Eukaryota;Mucoromycota;Umbelopsidomycetes;Umbelopsidales;NA;NA;NA;,0,0.000016,0,0,0.000005,0,0,0,0,0,0,0.000006,0,0,0,0,0.000003,0
Eukaryota;Basidiomycota;Microbotryomycetes;Leucosporidiales;NA;NA;NA;,0,0.000013,0.000009,0.000014,0.000015,0.000005,0.000055,0.000003,0.000040,0,0,0.000006,0.000002,0,0,0,0.000006,0
Eukaryota;Imbricatea;NA;Thaumatomonadida;NA;NA;NA;,0,0.000010,0,0,0.000007,0,0,0.000003,0,0,0,0,0.000002,0,0,0,0,0
Eukaryota;Endomyxa;Ascetosporea;Haplosporida;NA;NA;NA;,0,0.000008,0.000004,0,0.000003,0,0,0,0,0,0,0.000006,0,0,0,0,0,0
Eukaryota;NA;Synurophyceae;Synurales;NA;NA;NA;,0,0.000008,0,0.000005,0,0,0,0,0,0,0.000003,0,0.000002,0.000004,0,0,0,0.000007
Archaea;Crenarchaeota;Thermoprotei;Fervidicoccales;NA;NA;NA;,0,0.000008,0.000018,0.000017,0.000007,0.000005,0,0,0.000006,0,0.000031,0.000009,0.000006,0.000004,0,0,0,0.000003
Bacteria;NA;Candidatus Babeliae;Candidatus Babeliales;NA;NA;NA;,0,0.000008,0,0.000002,0.000002,0,0,0,0,0.000002,0.000003,0.000003,0,0,0,0,0.000006,0.000003
Eukaryota;Chlorophyta;Chlorophyceae;Chaetophorales;NA;NA;NA;,0,0.000005,0,0,0.000002,0,0,0,0,0,0,0.000003,0,0,0,0,0,0
