,P01,P07,P11,S07,S29,S34,W31,W32,W33
endo,0,1,0,1,0,1,0,0,1
exo,21,26,17,26,28,15,20,12,13
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
