RelTime,Delta,CO2
-0.916666667,-22.66,0.95
-0.6,-23.12,0.74
-0.3,-22.13,0.78
0,NA,NA
0.25,94.93,0.97
0.566666667,606.38,0.9
0.883333333,533.45,0.85
1.2,553.61,1.11
1.533333333,510.57,1.07
1.883333333,448.77,0.73
