KO	P01	P07	P11	S07	S29	S34	W31	W32	W33	P03	P09	P12	S05	S08	S32	W20	W36	W37
K00036	0.03871310059101019	0.1499176739759718	0.07183736743531324	0.0444877535653481	0.046620349376369295	0.06123294217813731	0.05007823557795679	0.1293423180056642	0.0480064164656982	0.10259494317319844	0.06483792600997217	0.04768501190534887	0.03736809839679238	0.06165306269424227	0.03682675229276392	0.3110484499451812	0.07663764887861933	0.09423602596223425
K00037	0.0	0.0	0.0	0.0029790853301507408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005298227711968666	0.0	0.0	0.0
K00038	0.009035062095234072	0.06869770208203148	0.005069748860917546	0.005958160678176547	0.0	0.0	0.005588514067817077	0.0	0.0	0.004884574152905619	0.0	0.003435693991920258	0.002031089549442639	0.004498894796674952	0.0	0.0	0.0	0.012734067390308773
K00040	0.3398095258540046	0.06628740479735055	0.34440561413756804	0.3014135132205845	0.28295860711734244	0.3156911935220168	0.3511414799955328	0.3707034902443909	0.22458408462500545	0.2861854333151319	0.2912613855034814	0.343681649265649	0.28078616449613514	0.28555046097302494	0.234657433741459	0.35596734644120165	0.29932905289228706	0.23433113695223345
K00041	0.34963141859066504	0.2413030441520975	0.40946725018452534	0.3290908075007532	0.3398531472068442	0.40640679674939606	0.33404828735529973	0.3231781718606265	0.2613054946558629	0.3825165329891009	0.30380664189729584	0.35820191923024564	0.3120450049500227	0.30093857236563054	0.35626767264312625	0.4408169939647596	0.22393785815563802	0.32113800624676087
K00042	0.26499377065864127	0.11582739307126948	0.1835086047196224	0.23607580321434296	0.21793823919313263	0.28286720950157407	0.24320981132161354	0.2891013217001855	0.1998548815144375	0.2882009846232304	0.21079288600639948	0.21954327591124853	0.14853237767559427	0.22741480053849789	0.29177904986567293	0.4872950124089714	0.17635555722075758	0.18805841136854393
K00044	0.0	0.0	0.0	0.0	0.007284545189345599	0.0	0.0	0.0	0.0	0.0	0.0	0.003435693991920258	0.002031089549442639	0.0	0.0	0.0	0.0	0.0
K00045	0.006023374730156048	0.022899234027343833	0.005069748860917546	0.0	0.0036422725946727995	0.0040582065917450045	0.011177028135634154	0.0	0.004893636680024593	0.009769137616319033	0.004071160042409772	0.003435693991920258	0.004062179098885278	0.004498894796674952	0.010596475495300548	0.01311784176406697	0.005225796616426869	0.0
K00046	0.5113333388603138	0.5703205855832064	0.5004512079146153	0.42416204927077616	0.48447154502106543	0.517226555931034	0.4818004714641831	0.4512881945327406	0.4859590789627286	0.4987172879967738	0.4250714494200617	0.5257074119715812	0.46751264850074387	0.5079590087013566	0.4665633388889247	0.5983562641186475	0.3831699205073066	0.3529760745867351
K00048	0.30022402359825434	0.2632396845295609	0.32108624862846585	0.2515092721267743	0.2799994144442357	0.27355202788101923	0.2552583141251008	0.29828086407775734	0.24844773582075982	0.28942536134700825	0.23951758671596066	0.33073481527981835	0.3350917137795426	0.36467556694211734	0.25334037208010035	0.3736747656726841	0.19967600124921958	0.26587470200686997
K00049	0.006023374730156048	0.022899234027343833	0.01520928820698999	0.0029790853301507408	0.0036422725946727995	0.0	0.011177028135634154	0.0	0.004893636680024593	0.004884574152905619	0.004071160042409772	0.003435693991920258	0.0	0.004498894796674952	0.005298227711968666	0.01311784176406697	0.005225796616426869	0.0
K00051	0.003011687365078024	0.0	0.005069748860917546	0.0029790853301507408	0.0	0.008116402778258966	0.0	0.01312775984834697	0.0	0.004884574152905619	0.004071160042409772	0.003435693991920258	0.0	0.0	0.0	0.0	0.005225796616426869	0.0
K00052	0.7653933739011621	0.7244971514031253	0.7234211208599143	0.7275611551784512	0.7285018403880806	0.8510783790294083	0.7655490059942319	0.941818658627825	0.7762140013945957	0.7869577048491065	0.7135080871776277	0.7678693444384628	0.701774604937401	0.7235111030637779	0.6903630614729378	1.126843366289028	0.711279168857746	0.6671533846320059
K00053	0.6998352700037953	0.6585143830563261	0.7063312052947941	0.6671786701507373	0.632644444629777	0.716757193141248	0.6677558958403699	0.6547717538621884	0.6116573757471775	0.6487934323844909	0.6857520822200833	0.7186103628198005	0.6008007436215365	0.6254129087539807	0.6514354879196799	0.873163436712575	0.6242151966324152	0.6827853692221189
K00054	0.01072873659309309	0.021936640377463415	0.008954085546222686	0.016174640851584675	0.01004399699592846	0.014288126990860794	0.020375766857247745	0.018063330873835583	0.013439074528384633	0.008904197385361011	0.01840443185132773	0.021486831043417694	0.008920725237916581	0.011996327253145348	0.004739974564099289	0.060322521455278055	0.03279265898325367	0.011728800328381254
K00057	0.7713622705380718	0.5103531101690317	0.7377994892773251	0.8777926449446505	0.7522419474533211	0.7362321105018699	0.7370119507238588	0.8579654834262523	0.7882648032178271	0.8473221885657454	0.7684679308559181	0.7680698184599721	0.7282797660420146	0.6706308386742682	0.7677663095347443	0.8787157622794655	0.8316550572129486	0.8503810285012453
K00058	1.4224530668675666	0.5653749608510027	1.442829650474171	1.4458070208197094	1.7089415383626732	1.6144955666388203	1.7453887323774944	2.030190366271432	1.4805444936787193	1.5437858817741539	1.237700094601006	1.459121732755401	1.22074014358995	1.205080697655839	1.5367408647384475	2.08365104984695	1.6773497112111377	1.4907561717187463
K00059	2.4786181172165698	1.2823571055312544	2.2712462825881774	2.445825242882033	2.680710903902564	2.747403448597766	2.6321928102223264	2.9274902212831377	2.6132026839579425	2.8183968597118114	2.2757780723058185	2.288170419361968	2.498240145814446	2.334924297271467	2.4424811788305476	3.3319420055984326	2.5763169540572237	2.565922102617488
K00060	0.3150404488699671	0.08858383555391104	0.17721719012815954	0.26392797451848826	0.23577506694428474	0.3244548843884664	0.315890131882386	0.38313180542844594	0.22646305095724936	0.25754141493835564	0.18452192686392674	0.24607960739835563	0.22687154592783576	0.272906176332015	0.24040926720719613	0.37435302464289527	0.25663413380931316	0.2259540122200396
K00063	0.0	0.0	0.005069748860917546	0.0029790853301507408	0.0036422725946727995	0.0	0.0	0.0	0.004893636680024593	0.004884574152905619	0.004071160042409772	0.003435693991920258	0.002031089549442639	0.0	0.0	0.0	0.0	0.006367053493760362
K00065	0.17681811103572356	0.13254508510515814	0.17816494885331305	0.16767762873140635	0.20819215602894547	0.2869595794370058	0.18602454592257436	0.1923507194421895	0.1325725545260125	0.1280519284679689	0.12321927964692247	0.23045359526133447	0.20088809377614206	0.15222950764865523	0.12447753067107431	0.22589293602808916	0.22355364496588884	0.15372250225279757
K00066	0.009035062095234072	0.06869770208203148	0.010139487315775755	0.020853557382555444	0.036422725946728	0.008116402778258966	0.022354056271268307	0.0	0.019574526225251028	0.009769137616319033	0.02035580021204886	0.010307112652604289	0.006093268648327916	0.02249442642222468	0.02119285063378502	0.0	0.005225796616426869	0.02546823377364742
K00067	0.8076947190628959	0.7473335935960059	0.9235129153142649	0.8702834160369558	0.9363738951230842	0.7536588222723538	0.761364008775656	0.861343019278325	0.9307448231770983	0.820042899189705	0.8527892669957273	0.8306721201509738	0.7414698308741213	0.9358869496179767	0.8661109946030588	1.096362888430207	0.9364934372807888	0.861112857024715
K00068	0.013353556003026163	0.021936640377463415	0.011331038705449851	0.013007525460948686	0.01952193085119384	0.02262288304936082	0.0	0.014140882518658207	0.015849033248244816	0.0	0.004428357176126698	0.018973790924870795	0.011163541240092138	0.019601077524511346	0.0	0.056257598140856076	0.028430212346610775	0.0
K00069	0.0	0.0	0.005069748860917546	0.0	0.007284545189345599	0.008116402778258966	0.005588514067817077	0.006563879924173485	0.0	0.009769137616319033	0.0	0.0	0.004062179098885278	0.0	0.0	0.0	0.0	0.006367053493760362
K00071	0.0	0.022899234027343833	0.005069748860917546	0.0029790853301507408	0.0	0.0	0.0	0.0	0.0	0.004884574152905619	0.0	0.0	0.002031089549442639	0.0	0.0	0.0	0.0	0.0
K00072	0.0	0.0	0.0	0.0	0.0	0.0040582065917450045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00073	0.03614020664931888	0.022899234027343833	0.020279016255788863	0.014895426650753704	0.0218535934759242	0.01623278474605584	0.044708112542536614	0.03938327954504091	0.04893636680024593	0.01953825385365365	0.016284640169639087	0.027485531484133047	0.016248716395541114	0.017995522113319708	0.010596475495300548	0.0655894637584704	0.015677337993199075	0.02546823377364742
K00074	0.39489121988984344	0.2743164149449128	0.2900141359301179	0.3832544866137976	0.3681558624033208	0.4835354790224281	0.5780756284358273	0.5372739112055454	0.3385138228973768	0.3727638496042284	0.33060891415302307	0.4367455329204827	0.386873027521568	0.4048649360824663	0.41279379951799255	0.5706436554628529	0.5412684941255073	0.4641816372581807
K00075	0.8132815593647913	0.7932039337291845	0.8611193863102089	0.9031189117223136	0.8527119225111492	0.8822826962197075	0.8595381338767936	0.9624432124501516	0.8738060793117984	0.94455738712683	0.8757106160074818	0.848183191043994	0.8592066318425956	0.8202660011985492	0.7950817026747299	0.9785747834227405	0.8620151889865147	0.8789082846335022
K00076	0.04703414030398381	0.021936640377463415	0.028531642215708374	0.01960813259263726	0.03924572935153558	0.041201135294490814	0.024313531862516145	0.06390842734065955	0.05836518204221183	0.02126026613454121	0.03569376553825108	0.030538098081003207	0.027341931459847497	0.020074583838239138	0.041143640331504014	0.02836772693890443	0.028878819344361963	0.04104207921134789
K00077	0.09644560707477809	0.18039086741972557	0.1260191704169173	0.13708481012787255	0.1582677140379141	0.08464093980868743	0.19795354134422183	0.22066497590869757	0.1590952591381488	0.1403985378775871	0.0903360188651506	0.09210950903056876	0.10657626158749527	0.1189211135442082	0.12404634772362945	0.21602342739624347	0.19235414854268587	0.19400556676872235
K00078	0.13853749359873685	0.045798468054687666	0.11660405730415416	0.14597460221414002	0.1311221922372341	0.09333866836828676	0.12294741475787702	0.1378412535094069	0.09297907642561991	0.14165287491359926	0.10992112544444171	0.12712074928035105	0.08936794017547611	0.1169709412977282	0.07947336550112195	0.2098854682250715	0.14109624936311782	0.09550580240640542
K00079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002031089549442639	0.0	0.0	0.0	0.0	0.0
K00083	0.0	0.0	0.0	0.0	0.0	0.0040582065917450045	0.0	0.0	0.0	0.0	0.0	0.003435693991920258	0.0	0.0	0.0	0.0	0.0	0.0
K00084	0.0	0.022899234027343833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00086	0.12046770326120798	0.022899234027343833	0.1318135536323309	0.1757662540856423	0.1529753647920324	0.11362928511776993	0.12853598145864473	0.14440490853534407	0.137021376154047	0.1465369039024024	0.09770784101783454	0.10307112652604287	0.11780358442426368	0.13496712926714907	0.11126259127339146	0.23612242644388318	0.15154836115678688	0.14644236894673013
K00087	0.23808204293034502	0.10968320188731706	0.17484183451964155	0.128706642506358	0.24184398232314652	0.23987826796130873	0.32843352587582036	0.31394126549840484	0.2527309431555199	0.26528821168432665	0.14084697254732473	0.23777332241190366	0.1615690362848426	0.16117895354466996	0.17415444733226645	0.5940852878805486	0.23533951783685464	0.2979671941915965
K00088	0.9803098312696038	1.3873796483005199	0.9850259446009455	0.8205350398857152	1.0554899530902027	0.9307007116379582	1.039022809116382	0.9965478271969956	1.0153760650903079	1.0410992314666931	0.9785134299320596	0.9890322460034607	0.9523392984277134	0.9479090699660988	1.0036373364571638	1.0776242079777487	0.963488023410222	1.0440304482050136
K00090	0.02149777151313749	0.022746686064240195	0.03103112446580331	0.012116566968789705	0.014771159497784065	0.0165895891357773	0.005674702585098561	0.019974446079052192	0.01986304610972784	0.00989692329419828	0.01241985702324124	0.014005082727052382	0.022765822793435753	0.00916086700416668	0.010796112973938368	0.0	0.016393131949290672	0.019358084745491427
K00091	0.029605998609546748	0.02203374431382284	0.03511770957548884	0.03222648746401815	0.02487134406906163	0.01997169957063537	0.016412109148862722	0.05816801348361063	0.05303394070130588	0.03841121541532177	0.00796632534198933	0.026912744128713837	0.03178577749318453	0.03507044058554872	0.025945533025059187	0.07605330748628236	0.0313406243908427	0.02473368497615264
K00094	0.08971896329409201	0.021936640377463415	0.0257567499072389	0.04952318760162552	0.04546295657399508	0.13513671181842218	0.0719756543321481	0.04762856767711287	0.03172938405177369	0.01605071970049862	0.0612454002260367	0.12692048845057663	0.07297162725631222	0.04326882587838914	0.07212754156789737	0.07152381993895934	0.07153705606749064	0.01793471198106129
K00096	0.09917254570487705	0.1288506195855183	0.06310290840737098	0.08714900059833179	0.1477931277575449	0.07407237246343311	0.07688145566767941	0.14789831887415392	0.11489151732386474	0.10448914488094029	0.07572679160554764	0.09368559938060077	0.09949295826398938	0.07408042451207131	0.07225350309614416	0.10299771351631935	0.12141418565588863	0.06968932867782761
K00097	0.29215381677372104	0.2731051792645971	0.3354683338476118	0.35112593349689547	0.4336138653816238	0.31855907346337586	0.32105779268870677	0.3369042232896191	0.43006427702832745	0.3385221463839533	0.372476715240956	0.28555434917783784	0.29121835379326766	0.37538893458818934	0.3834615181379535	0.5034127800370083	0.44037237943811874	0.46280888101300877
K00098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003296312303369823	0.0	0.0	0.0	0.012542230756913639	0.0	0.0
K00099	0.907208637511178	0.9899674148081078	0.820931434404277	0.8397031958763447	1.021817335848272	0.9203282094000629	0.9029390580840628	0.8930661451558491	0.9551195652154483	0.8358668245010175	0.8786245516961718	0.8694467681605829	0.8020786828962182	0.9701217569967471	0.9410993967657119	1.082080929226165	0.8823251929428251	0.9300299654789093
K00100	0.43906758053755485	0.025193457091625387	0.4973574140485749	0.43617168027076525	0.49567284452216875	0.5729034270032427	0.5036213409933538	0.6294640188201847	0.493951289869797	0.4133461068176752	0.4481326414350955	0.5384045778864209	0.47606567647706016	0.591691854210081	0.6228863281684237	0.6305336016427797	0.49193576229717445	0.5394641780050026
K00101	0.08724372495309353	0.13329336600075284	0.07687282080492362	0.07834109800448012	0.10516581253157217	0.09689455145987073	0.13214733808802975	0.1542799747457229	0.09565349453329357	0.09410280268474207	0.05190197175497969	0.09368507526541882	0.08317077533498375	0.06943123281542354	0.06708990154359692	0.15588132556936804	0.12063862351415076	0.08312429471097234
K00102	0.0	0.0	0.0	0.0024095592820258644	0.0029884779818279347	0.00633137607044161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00104	0.10852214502574645	0.09507134281693153	0.1618458446292308	0.1922500586579298	0.18878633306421946	0.09883629745960681	0.1526867521764943	0.19137152846957106	0.15994346207572754	0.1951531767474506	0.16196225941551856	0.08527264350280503	0.10231038386104992	0.14506822506063569	0.10351530774450379	0.27902073239039354	0.15022481595827622	0.21408427978473737
K00105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004077162920650573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00106	0.10842082860604367	0.045798468054687666	0.11153422519476193	0.04170711476511089	0.08377224863141809	0.08116402778258965	0.08941633035097454	0.05251103939338788	0.044042709625373995	0.04396117806564278	0.04071160042409772	0.12712074928035105	0.028435253692196946	0.08547889650229391	0.0953679783872567	0.07870730552253737	0.036580524458906555	0.01910120007849303
K00109	0.015058436825390115	0.045798468054687666	0.01520928820698999	0.020853557382555444	0.0109267967379621	0.0040582065917450045	0.016765594836401887	0.006563879924173485	0.014680869050379089	0.01953825385365365	0.008142320084819544	0.003435693991920258	0.010155447747213194	0.01349671292671491	0.0	0.01311784176406697	0.015677337993199075	0.006367053493760362
K00111	0.43766613916422953	0.34790491250307254	0.4357820457128664	0.3403016122444724	0.43525444122364587	0.46742071160122195	0.5251989813074165	0.46702126406097016	0.44485298822898045	0.4327645229030837	0.4410179102151137	0.4942460422063597	0.38292457090966714	0.5141557590201896	0.3863629860455764	0.7741196459241049	0.4635033150424478	0.5158165359382039
K00112	0.01309397452728056	0.021936640377463415	0.05309593721888834	0.026308127883081886	0.05150126648933574	0.031492266498699135	0.029579844877328107	0.04118295086340567	0.05258473983119401	0.04784943356008662	0.042743531635476284	0.03274041635418498	0.022532494607092106	0.03859040966610979	0.022988676433779946	0.03498439380945627	0.041331517388112825	0.061536777870357454
K00113	0.021039543665261843	0.04387328075492683	0.0760001584685027	0.036923566939585546	0.06725830820545245	0.049245629064176136	0.04430193260757995	0.04713400055911691	0.057087103574888505	0.06105657831345835	0.05691545626576848	0.03278718061418012	0.03819028805230527	0.050020955859434404	0.05524549233030205	0.046947858620345735	0.050659675622494245	0.061036204813102485
K00116	0.012507264873453069	0.02427500663683488	0.01649579158654783	0.005081074054217725	0.01284886229768617	0.0033049789857910895	0.014530772303534566	0.005722694300208759	0.008498875870714885	0.004181759925237127	0.010448876186076336	0.014388699829680988	0.008257508680701815	0.003734223334767356	0.008894467189481517	0.023156383291192198	0.004393785483392178	0.011313152561919873
K00119	0.003011687365078024	0.0	0.0	0.0	0.0036422725946727995	0.0	0.0	0.0	0.0	0.004884574152905619	0.004071160042409772	0.003435693991920258	0.0	0.0	0.0	0.0	0.010451593232853738	0.006367053493760362
K00121	0.07733723101473974	0.06586857533571151	0.13823997939935342	0.12118987582622781	0.09917326744753915	0.0797356395748383	0.0727116949216592	0.13712690473584213	0.12153163049624308	0.09614576149081311	0.08541329400628969	0.054642841751079925	0.07395236352553898	0.08028681300647673	0.052671406097455756	0.07920809411010431	0.10310043147496806	0.12931408749155252
K00122	0.02108176982392876	0.06869770208203148	0.005069748860917546	0.0029790853301507408	0.007284545189345599	0.020291032958725027	0.022354056271268307	0.04594715946921439	0.0	0.0	0.008142320084819544	0.020614123049063526	0.008124358197770557	0.004498894796674952	0.010596475495300548	0.0	0.020903186465707477	0.006367053493760362
