KO	P01	P07	P11	S07	S29	S34	W31	W32	W33	P03	P09	P12	S05	S08	S32	W20	W36	W37
K01612	0.003011687365078024	0.0	0.005069748860917546	0.011916361284852834	0.007284545189345599	0.0	0.02794262297203604	0.019691639772520454	0.009787273360049186	0.014653690390240238	0.008142320084819544	0.0	0.006093268648327916	0.0	0.010596475495300548	0.026235810997201712	0.005225796616426869	0.012734067390308773
K01613	0.3864169733762233	0.3341368030672002	0.5109142538810288	0.41691327663928957	0.429252042329747	0.33900966981361064	0.39694458676010747	0.4694752017761863	0.47798926328785457	0.4742788265518525	0.4151975053151729	0.347436288249566	0.3302518258310124	0.4247844583582317	0.4273619371407656	0.563086423556126	0.4554289588343921	0.4287496032513076
K01616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006367053493760362
K01619	0.8025820111358509	0.36600855115483333	0.8455898516941064	0.9029186620262795	0.943286699118188	0.8505725263985398	1.092536645941407	1.1626775503767448	1.0346949571888588	0.8489939823125017	0.7894425745743048	0.7871872680502521	0.7174875294488215	0.9732317036340526	0.8019363338709895	1.1778944103517408	1.0295888380307352	1.0240263763665431
K01620	0.623956487495809	0.16383347050701128	0.5570085893665844	0.5522481322076246	0.6097418400204506	0.5754835615757331	0.7536157998462746	0.7321044546178216	0.6360610723870839	0.5862208296691507	0.4633740428704055	0.5817200918960379	0.5397006238775487	0.5715843665153689	0.54218795981446	0.9484258207381646	0.6150551617932389	0.6428797233352974
K01621	0.12046770326120798	0.06869770208203148	0.08111596096256206	0.1340589396780327	0.06920311616061431	0.1055132049016734	0.14530168156094794	0.13127759848346968	0.10276628830112708	0.11234549413311877	0.08142320084819545	0.07558518601732962	0.16654895249770577	0.1169709412977282	0.0953679783872567	0.19676762646100457	0.099290083856029	0.23558064269283183
K01623	0.0062598197200897324	0.0	0.005248268729432283	0.006168089844309942	0.0	0.0	0.0057869211478458514	0.0	0.0	0.0	0.0	0.003577551780031382	0.006245622309557958	0.0	0.005512000687726129	0.040451519441208325	0.010732963387467114	0.03300233216601267
K01624	1.432092897606613	0.5173286806087828	1.4127865411835414	1.3995199908233906	1.3704971116127356	1.4609732623745386	1.4567775091510546	1.5966118945474554	1.486577762274832	1.505961173182668	1.2799466534507513	1.3548221795372422	1.320264895046712	1.4557905221599026	1.4678121933255004	1.9899172365712845	1.4997866374540467	1.4871309382471496
K01625	0.7567839102721025	0.4058390313645889	0.7099567056345467	0.7134234864006856	0.7829258620772862	0.8445424336331662	0.6489010845038966	0.7223177249827212	0.5574457022240656	0.6977372344986047	0.6286985406700288	0.7994558105194323	0.6739793856295476	0.6724655329669509	0.6994063536143886	0.9034888500314235	0.6998224792473843	0.5360769078005404
K01626	0.3346738546803121	0.2834095976471625	0.2704408471750211	0.3034776664233102	0.3062478014745318	0.29827066455442625	0.3226749602743859	0.3418499933492379	0.29830511349506317	0.36056858110879014	0.2957288687595983	0.3241138937099999	0.3303866294570978	0.26791125164663704	0.3508355227223392	0.3198083085899843	0.2159826784855519	0.24447074729754448
K01627	0.32803883889712854	0.28517511817547786	0.3775643668873991	0.3602386901493125	0.3687623009046735	0.343428124136187	0.25394093742482116	0.37978781825610874	0.4085506731067116	0.4073033359463967	0.4460431870698175	0.2861366847066314	0.25752587586809583	0.37400478648808155	0.3545320246197179	0.3426374765877224	0.4272214013177247	0.4754836986281112
K01628	0.17096015770632458	0.36078173483945114	0.15173458922280794	0.21174572605668404	0.24490058163815348	0.16454573819321897	0.15775347281300753	0.24243978323821727	0.18692264540280634	0.27765415249991465	0.11618908177677037	0.19240441637589928	0.1459531858938131	0.1977036890486835	0.08057659166716216	0.3497130866822807	0.20930268613172737	0.16523635171299722
K01629	0.31399165929129685	0.21936640377463412	0.2955386162428147	0.23512617205590491	0.29249356392658915	0.29020869845156405	0.20934505117632937	0.2670320170629212	0.24046582727367435	0.27526087742977007	0.2165732353593647	0.3958445458087055	0.27116671032351003	0.29483445706424016	0.22933760018389326	0.24571242702768017	0.17000432903136553	0.12368183156384707
K01630	0.016363852310147815	0.021936640377463415	0.028105810183558295	0.01593401088243206	0.030294165639781292	0.017888277309035513	0.023564439925031246	0.06940284793267325	0.020758481847023405	0.031211847360266793	0.021609474573163794	0.02957966143837015	0.011098916794643296	0.014509847793493928	0.017088391904369022	0.02773699276554988	0.028131881271857898	0.026241654173877672
K01631	0.011124862697337607	0.021936640377463415	0.006282318295677397	0.007121094054311526	0.025547214131798994	0.015158871275349893	0.019845685243926235	0.030561556560085912	0.03429000159909758	0.005671731195405486	0.014622049928394934	0.012676534078354404	0.007487708810912649	0.010910754315576176	0.0	0.0	0.012488980437924855	0.014889696016836873
K01633	0.05994052479759151	0.33501161092234755	0.0621297417453298	0.08132622473230697	0.10712658408911274	0.08305625494869483	0.039806809379957266	0.0624293181423323	0.11362283103275825	0.10758935519900191	0.089415604898235	0.08473157888642116	0.06120284321761575	0.0972329379461618	0.09724188234996606	0.09122070876189468	0.09764882730522091	0.08115797542268322
K01634	0.0	0.022899234027343833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01635	0.0030247321809697063	0.021936640377463415	0.01532679109968155	0.0029885364989351566	0.0036275173815905164	0.004059990577490483	0.0	0.0	0.0	0.009693562037714114	0.004061006333902314	0.0034435539096861504	0.0020020080317187687	0.004426328835254168	0.005308069289902287	0.013085797256627198	0.0	0.006321897523724752
K01637	0.0	0.021936640377463415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01639	0.4141150951365852	0.23287447158377475	0.4700440846630553	0.3547002833449543	0.40956741732947743	0.36505842058275795	0.6654162225247263	0.5650543853605678	0.4059421081800975	0.44906396251605174	0.354912132144398	0.38412074362566934	0.3260502078128941	0.42150047275040897	0.3790461240452129	0.6442124889967298	0.4349932129550908	0.4377543824317048
K01640	0.06275870561424718	0.08889821008143119	0.0932624673239211	0.06474018869651904	0.12785716846167716	0.09822708568878523	0.10998595248902199	0.12005919755065177	0.08422994568850374	0.08347303899886256	0.06264967750115971	0.03415496043643995	0.05614553701610079	0.04482946529867929	0.07013467820171308	0.17143558051061275	0.12475003995955704	0.08456676722039641
K01641	0.011529866417832138	0.04509611287223555	0.019181757962577876	0.014374077401745152	0.003565587125297814	0.01922478956652752	0.005432439255357331	0.01911424964375246	0.0	0.014068167676498548	0.011813195340885945	0.009915945498281476	0.0038278088659798983	0.008568839654101466	0.005098636018546681	0.0	0.0049913600337533615	0.006261879370829276
K01643	0.23309503033366763	0.06580992113239023	0.15475669715912754	0.17952322941355245	0.2332647012314137	0.27184976405093114	0.22954675017955456	0.25438095152804874	0.24155630907854667	0.23532100581621326	0.15842446213744127	0.22757449559211024	0.19344547104354565	0.1802698177013655	0.21531474701445896	0.20430671497573125	0.2299594020157925	0.235922648932252
K01644	0.2544030006837068	0.20380829237825196	0.13467476997304428	0.1724387267682424	0.2133763162776775	0.21031697807530506	0.25707716340502346	0.24523912924236269	0.220439548611637	0.174820139451634	0.12399292384534685	0.25787918345683986	0.19718094655365354	0.1678705638565903	0.2585799824070339	0.27636544600384755	0.3130487278945551	0.22494234061005994
K01646	0.12389308530319645	0.1535564826422439	0.08072878288646505	0.10533157785641045	0.14397298258688607	0.1450023670467547	0.12943943346940087	0.16361466913474296	0.12964256348431813	0.11412918014816364	0.0787204126212411	0.08712520011260545	0.11539291190661351	0.08998807427711548	0.10818890321608056	0.20099719215435455	0.13034047392174136	0.09938468425083945
K01647	0.7511746116682989	0.4374987301215351	0.6746311964337665	0.6225254642666366	0.5680187499900653	0.7045831098083138	0.7927789416027097	0.7092755150947413	0.5896855528548596	0.6793945478768565	0.6789853159039776	0.7326911023881985	0.749528777365569	0.6940187928357763	0.6324121462041135	0.785664233941503	0.6742950455230464	0.6226783816613166
K01649	0.8947396408623391	0.7870524022595902	0.902200184301884	0.8306004289136821	0.829925478400517	0.9332154600409038	1.0280927574345151	0.8837003636276745	0.7884099333634093	0.8514512893417632	0.7884892960352594	0.9674311887196752	0.8550569007181186	0.7733881074087268	0.8104786076401298	1.1192576146826592	0.8220841826525037	0.7728844571874309
K01652	1.534723303802022	0.7533585857855732	1.1374110472423078	1.2878503457804145	1.1961168696138627	1.4431754790644171	1.4296414352957754	1.355724303967787	1.0997213608189642	1.1270607985550065	1.3023356268887682	1.3898412051438325	1.2518417784877482	1.137431616479209	1.2438587432897954	1.677126868719516	1.1960097111005166	1.2864945426536103
K01653	0.7517931758896097	0.4748837195484709	0.7476890358625413	0.6832928917677873	0.611953514117656	0.8801980975223133	0.7620905331759927	0.7234655780666118	0.5287993788708685	0.7383090975104181	0.6779777737057232	0.8151319472040495	0.7329361961905112	0.691806798845158	0.7037422892696075	0.9511824864582499	0.6394450923766609	0.5406184172822682
K01654	0.039326293520758976	0.02362057591555265	0.035153120233901	0.015012891157515683	0.014938950319677525	0.0525008241053755	0.017057033498476745	0.01324130953024335	0.029574314353862364	0.01468865628340933	0.024783403202753917	0.027831376326430752	0.04661833484203516	0.018085885071910068	0.021450280353678474	0.0	0.020805737449308196	0.01974810312993477
K01656	0.0	0.022899234027343833	0.0	0.0	0.0	0.0	0.011177028135634154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005225796616426869	0.0
K01657	0.18347456356613434	0.25662296566977905	0.2837415621972741	0.2749878878241495	0.21005168378297773	0.19825628720671865	0.21054437185617086	0.2588737589342645	0.17032270608541908	0.28441512488852805	0.17696239332833302	0.1730244334838928	0.2028590448233682	0.20655178784345074	0.23504936726682454	0.4811704062744213	0.17217148319321676	0.15336265565698698
K01658	0.22047347069392684	0.27264931152305766	0.3952251545224429	0.3316093278551019	0.26794560135526524	0.21010942844554542	0.28565173913175235	0.2675198616552238	0.22423573308001232	0.3100111133558599	0.28669138917720827	0.2117209852077453	0.2355344658709418	0.26369456485348064	0.2685469061992872	0.5490991382850371	0.20748334407344002	0.16325980368546206
K01659	0.011189369464974282	0.0	0.009436127463840687	0.0	0.0	0.003771153602646125	0.010464585798779104	0.0	0.004616469218396506	0.004615524834715569	0.0	0.0	0.0018914323965686342	0.0	0.0	0.0	0.00497134390396589	0.0
K01661	0.2064481592454458	0.4732144524750275	0.2530135464246016	0.20506248466615154	0.296631488578738	0.14991689087027196	0.19934179210954217	0.28046823518228864	0.30573065184103426	0.28508793572198343	0.26860416711053836	0.1594737685033166	0.17085935742513056	0.21517910613063843	0.24535992013392657	0.29236486320614535	0.3039197689113444	0.2721057058021301
K01662	1.0793494291693744	0.7582690284360698	1.1348760353840033	1.1117671717955744	1.143592315569718	1.087789025814595	1.1549415423472225	1.115057116473414	1.1766523747135764	1.153924884469533	1.1551180718067553	1.1211747850868603	1.077754430337244	1.1370162987047843	1.1217663557211444	1.3245839745695385	1.0514574829788321	1.2811937936199225
K01663	0.0	0.045798468054687666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01664	0.0	0.09364542364183569	0.00659051926284846	0.0037067590116579706	0.0	0.005431323648965802	0.00690834683993227	0.007910365060414521	0.0	0.0	0.015444806185681764	0.0	0.008386983781738914	0.006060023943410914	0.006826732021042028	0.0	0.02011637364870062	0.0
K01665	0.027834608028276128	0.051537766263108534	0.0687785455990589	0.047497046534917584	0.052862668569336274	0.029661167927648776	0.042605169215433475	0.08091292251208687	0.05550994014996851	0.0643813283097619	0.06170178610741575	0.02887285344463607	0.022466394889152287	0.029518563985128404	0.039617866271860716	0.1400576054755881	0.05816542513852445	0.04982487914215721
K01666	0.13581753797724772	0.021936640377463415	0.13611019341063005	0.12861927545704446	0.1400449063998002	0.16556091706270684	0.07325387789107733	0.11206913977777848	0.07367605250650168	0.18921846548954754	0.13104155399773387	0.13828534190931396	0.12864093804914514	0.084864298569716	0.13323084147845735	0.11862861432907253	0.06753629883993333	0.0775957973929298
K01667	0.11767411325397553	0.13161984226478046	0.1599162848114227	0.10443588477932511	0.1740311064244556	0.15736297267462754	0.14040905442497556	0.2025548080398882	0.17535719934603194	0.1587144058924094	0.12728012136929664	0.13026281336476783	0.10815537781563775	0.13055891840488906	0.15528829728528698	0.2698828679445665	0.2040559338712151	0.285152982115464
K01669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037490012554497474	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006563879924173485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01673	0.1829331314820297	0.6123571754396206	0.28653252686295244	0.2555998508524796	0.3312175293044224	0.20678849393247217	0.2577620301520871	0.23970360285748735	0.25973804763589936	0.3650373153500802	0.2445223080200143	0.18508505697818253	0.22544373570199425	0.3082422774890303	0.35703380731587797	0.42267736351512825	0.23745982554143094	0.3283470517920628
K01676	0.24224131563570936	0.5703526498140488	0.38277521482551013	0.2666295982382918	0.3853804116801585	0.25480628664884886	0.24733145246489638	0.32070066059287283	0.42599392895016963	0.3571623277768666	0.37904306341699584	0.25911153367567774	0.25607998309919	0.3318802848101521	0.37003183109214616	0.4215357438042329	0.3957470447730958	0.528607818916627
K01677	0.5588574202781453	0.15932170702299783	0.48045670056996215	0.45159153386744344	0.4741748762085884	0.5135303994231974	0.5475817218424106	0.5305582311003981	0.40655209802577025	0.4823632454011736	0.4813119406417225	0.608061023524537	0.5629635652875176	0.43604158256946723	0.5324879600134338	0.4543651016820566	0.43795771378932113	0.36005903506100095
K01678	0.48865344695398405	0.4002375552614874	0.46318721531384677	0.4038740294779014	0.4155278502023987	0.5149002848090792	0.44936993165791883	0.5138937384077222	0.37254248722651595	0.439399826485708	0.38051429587787244	0.48988515094263196	0.530153007115029	0.36474709825457047	0.4039524295263283	0.3730507659829203	0.3647633421334647	0.3885121665163705
K01679	0.251356605385248	0.1004180305067849	0.14507698957559176	0.14296597935828514	0.18764572062250923	0.2163149460820773	0.20073660371276073	0.16899733534450473	0.21969555129282167	0.17256974364576544	0.1449002304996315	0.21576158449162972	0.18144017019072503	0.16886951163941663	0.18087456548027345	0.3085693111992883	0.2288047593877111	0.18681418591580268
K01681	0.7561344353691768	0.23556051824348978	0.6661354390361253	0.5630177550621832	0.6877786667755215	0.6512233653631596	0.8518646263416095	0.8507459777353593	0.7198904282183219	0.7760791203856158	0.6210983487380336	0.7136337837389269	0.5951083152136372	0.6566792281287247	0.6761916239795016	0.7456190278305381	0.7188035565649157	0.7683982207797694
K01682	0.0034484955898366142	0.0	0.008529750293481188	0.0	0.002330435621718497	0.00224762498372564	0.010422449562387989	0.0	0.0	0.0030750532830844408	0.0	0.0	0.0022497254603572516	0.0	0.006137681069435012	0.0	0.0	0.012245248892011574
K01684	0.18356791260784444	0.022308878787720452	0.15135606406453347	0.1324814079457539	0.20116269634362705	0.1432684369701895	0.2704258431790896	0.2064795540683977	0.1864140889758461	0.2664116024842787	0.09601364751483335	0.12903269106033563	0.1604890839503385	0.16638681489343898	0.13936585659101994	0.36276998480841727	0.32334525902636646	0.27284007579218467
K01685	0.5878067489538238	0.3949276405491847	0.5248876765452417	0.519039986919923	0.5795129081301092	0.6659100823422784	0.5433483473012112	0.646842636214809	0.5727502648790501	0.5710768935236054	0.46585482871310085	0.6244920116201105	0.5085838382464714	0.4940371808029917	0.5566372604553924	0.8336569810173757	0.5243875394953393	0.6268450867043647
K01686	0.7250482804779057	0.29367168133611216	0.7369572340876888	0.6367131827947746	0.6636151732021492	0.6925282033821197	0.6130917545784481	0.6784309778148188	0.553160656006346	0.7061090339122503	0.622257700141196	0.7913327477269231	0.6041225228318218	0.5905148244944135	0.5662048010798517	0.860865869403914	0.6118502304814837	0.5356564313460869
K01687	1.2227267178590966	1.0576377858002461	1.1551876406800652	1.1307812279000033	1.2955483537688086	1.2796202950672142	1.2548769725057278	1.166197351077504	1.1027974841459918	1.2735358149056573	1.126679859599745	1.2369309419090484	1.0631160922618321	1.1168936874558653	1.2180892069695133	1.5152002075188247	1.154109227618641	1.2717670587374639
K01689	1.01898692818752	0.9064331599310252	1.0070081846892633	1.0143827031219455	1.0599406514402643	0.8576972549614272	1.1410355305469926	0.9883735654759531	1.0600484060648696	1.0100195438112702	1.15799216268819	0.9591408906936181	0.9328994702496293	1.0889526923374528	1.05148033128657	1.2530466238085278	1.0311297511388728	1.1907632514911832
K01690	0.0	0.045818897082026216	0.0036264745510592167	0.0	0.0	0.0	0.008581650243950566	0.0	0.0	0.003754328611662595	0.0	0.0	0.001435981305729919	0.003255399600449159	0.0038873187012602194	0.0	0.0038940197865146805	0.004995399524342346
K01692	0.03184586686719621	0.06580992113239023	0.02934330693685119	0.08935136295742964	0.050875454598746775	0.03363195298023752	0.09735970096062639	0.11896708288020169	0.08318235439193085	0.0643482541087346	0.04297788928486854	0.0570480623381369	0.0389727670167448	0.04740680129769596	0.006268875577677239	0.1546434680844681	0.144540318276288	0.07502840398987219
K01693	0.5513770766801234	0.642295320434394	0.4760601567734037	0.4728955533499948	0.4170271594465889	0.6043034518404636	0.5101212027153369	0.5074670819242558	0.43958477720797634	0.5358079674525458	0.43984242732568657	0.5654586914989465	0.5398661518238836	0.43581795404785406	0.4408220833524494	0.5926813649946655	0.42731597317105874	0.39647852129513994
K01694	0.0	0.0	0.0	0.0	0.0	0.0040582065917450045	0.0	0.0	0.0	0.0	0.004071160042409772	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01695	0.2638960550708758	0.4123219826736585	0.3482106800228812	0.3149818718983981	0.2515219535696084	0.25052780787122003	0.22862727066847313	0.27676289858274544	0.200875969338028	0.36439285099824353	0.27344728217070774	0.2547400679822589	0.29367829921901883	0.2515687644857698	0.25902686237865064	0.4602388768419793	0.2169424795210553	0.22625802501143183
K01696	0.33132875548627383	0.48957431438721777	0.459758955010707	0.3831880836099496	0.32293024176945134	0.3913362479419731	0.3183759644623157	0.3772180039051984	0.2804553529901154	0.43267251081735963	0.3461694329680537	0.3489531331450638	0.32985665040585915	0.40387566350090565	0.3178796666189759	0.6292996826522356	0.28943349315515055	0.3465697742093038
K01697	0.008262759392305802	0.02298891782082965	0.00920102841717146	0.005517496202870475	0.006853088660960548	0.0036915265466971087	0.0	0.02458121371851514	0.00914564059793915	0.0	0.022688979515991546	0.0	0.013049523087776698	0.0	0.004867774313898123	0.012313495207555421	0.0	0.0060090475356131
K01698	0.23704179426305882	0.2577012391710366	0.24825744730978722	0.2274229136592047	0.2161306999954819	0.2612242882986414	0.25738917094471436	0.3113736997757201	0.23705802850677946	0.22294024388867975	0.21803531347080582	0.19200122182672144	0.19589847246537667	0.17185882514120565	0.26156828955385464	0.32531325350905793	0.18593806142369784	0.20839666915828015
K01699	0.024093540652241598	0.022899234027343833	0.020279016255788863	0.050644410684062856	0.04370729218212989	0.03246556949211168	0.0391196511076702	0.06563879924173484	0.04893636680024593	0.04396117806564278	0.04478276046650749	0.020614123049063526	0.044683970087738056	0.04948775715335432	0.04238580162438612	0.0655894637584704	0.020903186465707477	0.01910120007849303
K01702	0.0	0.0	0.0	0.0	0.0	0.0	0.005588514067817077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005225796616426869	0.0
K01703	0.9144895135230754	1.1082523269166304	0.8612413878868458	0.9136869005063706	0.8780897101850694	0.9750045914457023	1.135969128908284	1.042437530838804	0.8422227862221918	0.9368930241363465	0.9291609004049561	0.9244016317852899	0.8420735952411024	0.796987399981123	0.9353946420394533	1.3322436545417937	1.060941116790342	0.9785259756090243
K01704	0.7127639876722436	0.8962674427525263	0.7236003675301559	0.6977481030215447	0.7438879619457429	0.9245582237647537	0.7042056694892597	0.7902515348269799	0.6943233464126367	0.744065652175476	0.7702684273221625	0.7046690320002343	0.6771076907595804	0.6554712885451347	0.703949994960903	0.8947200740578543	0.7253900498470816	0.6329906504548715
K01705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004893636680024593	0.004884574152905619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01706	0.1268167949372112	0.06736155152649405	0.06986868824863766	0.09630353988838108	0.12495212885031229	0.07668596402966328	0.12232239180071497	0.09913199627730314	0.0954967838615792	0.14384242305506292	0.11348417244987162	0.10008157103799652	0.05987458890492084	0.12501096622315583	0.10466316398994234	0.3049037225948668	0.12421039629165706	0.1116089924817224
K01708	0.09539190193022982	0.04387328075492683	0.06177769731118592	0.05318106758932045	0.08200483054360787	0.06345358994132984	0.09950156545533669	0.07338761389214409	0.08972973368792035	0.06979012097894796	0.06523372314684771	0.08226304502434875	0.04930457591502923	0.05990955670800284	0.07159930718403267	0.13531286611023996	0.09913591413784656	0.08795286440905353
K01709	0.5322273978368496	0.11869889116961588	0.30400188971857617	0.31852351707268906	0.32202369763602867	0.6407651662826065	0.24385787527087013	0.34496117819183136	0.22313233502564478	0.35041734023960647	0.3783831820914849	0.5300769203584088	0.37491761493217457	0.2590450402749769	0.3405446096414268	0.4541817810134069	0.3588817220167817	0.3608942912714739
K01710	1.441955596647434	0.718852380164042	1.1491645115454638	1.1612262853233986	1.274095239611256	1.319754141535169	0.9864426273935889	1.229261988828471	1.3651037925478635	1.1401328407737426	1.2733150305716896	1.3159708448987237	1.167006786460193	1.1949369192095924	1.1938751307947741	1.3420370196495583	1.136262917258095	1.2727116601024047
K01711	0.6153949708867005	0.6522016382342486	0.574886948464631	0.5000180896879668	0.6750978336920592	0.6728084618317031	0.4273345378996299	0.48981194411899237	0.5795283013661204	0.6088658141106446	0.5748232927445509	0.6375392747680707	0.5321929520612629	0.4884978190843452	0.5894162596536173	0.6393852705387029	0.6014528195944732	0.6556927739184094
K01712	0.21977994106184678	0.18650456385953101	0.2671244462797891	0.246312536728256	0.39399183984682473	0.21341389317917128	0.2984847617676277	0.31187489961345266	0.4667699118209749	0.29151482870974876	0.2657685573466847	0.2686290757772412	0.22001262714976913	0.3012417093237153	0.35382204316728955	0.3277619864344368	0.3607156159766923	0.5078385840647152
K01713	0.0	0.022594410845367736	0.022439512171846743	0.006409904202892621	0.0038313331448435075	0.013382725030195225	0.005944689917812416	0.020936720609429988	0.010432013401741463	0.015607875249255129	0.013055356303695876	0.0	0.008816463904496261	0.009657833418161052	0.011477909049107607	0.0276726774756971	0.016876783622989958	0.013314294565513701
K01714	1.2418763520106904	0.8097154197524777	1.0678704206414298	1.1255954417899563	1.1376041748414485	1.3210297298726985	1.3521497561733729	1.422953314768717	1.1949817206386444	1.3047148290403403	1.0119098436249938	1.3391431510549627	1.0973056410920605	1.2022199275852012	1.2291034008715678	1.7861071914137383	1.2498891343962153	1.1388136560415933
K01715	0.31454758594222426	0.18039086741972557	0.32734453649014095	0.3416870398364299	0.30429066274545535	0.45373014209574997	0.4946748038351729	0.4719275342809359	0.3036443545880026	0.41309828628926315	0.33328315549026477	0.31896629193992393	0.3261042574729895	0.3529836297691923	0.39429400810451937	0.5571270094068058	0.4534594950305225	0.3909738968348337
K01719	0.0036151957674782314	0.025770123917103656	0.005994122087057246	0.007003965889581579	0.012942490866717593	0.00979124927108856	0.006610900629372883	0.00755542153236363	0.022546121915016704	0.005618786447041168	0.0	0.012500812095682786	0.007410470914672325	0.016396770359343563	0.012812874946035531	0.015463472929312567	0.012212347944405422	0.007638727269237853
K01720	0.007531977065982937	0.0	0.008354855591076907	0.010173148975596786	0.012708014987107207	0.006653484789442766	0.043358973818019605	0.05149031843445004	0.017010780306402188	0.016783997316831247	0.00693439909000438	0.008624472941281193	0.009929772864332291	0.0	0.022212519616709128	0.022968764862760855	0.02646551990683147	0.038948980389339735
K01725	0.004231704632989169	0.022721957422687757	0.007169198701527516	0.003979381703097087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004831020022380482	0.0028846473927798774	0.0	0.007405238031836352	0.0	0.0	0.0
K01726	0.09336228745161003	0.1602946381914068	0.1318135536323309	0.07447703343251916	0.10562594733762377	0.08522227599525883	0.11735884805710925	0.09189431893842878	0.1272350865466704	0.13188374798677244	0.09770784101783454	0.07214948179979486	0.08530576107659084	0.06748337438897421	0.12185926748232415	0.19676762646100457	0.14109624936311782	0.16554307406007382
K01727	0.008209733463711141	0.022692510168889887	0.02125343608607914	0.017392795828280436	0.02072945567990141	0.008491245892287568	0.023701381232783626	0.05300311796845743	0.018052237226755738	0.03537174005563332	0.014323444276942236	0.00951091025064296	0.016049914485995173	0.02231710604043447	0.020662375946363346	0.09204113069002533	0.041705763531233446	0.024490434322340934
K01728	0.02134305732482922	0.1759825201232058	0.0446921763222207	0.05897886850972107	0.03990986197287778	0.04638964734101501	0.025312301997309952	0.01797282702716751	0.044575044563865435	0.0756138946792126	0.04396653822446327	0.030494195172964624	0.052216991732572875	0.060025876021814195	0.04239466258865307	0.03525208888386286	0.0422588150473435	0.029105546901513506
K01732	0.006023374730156048	0.022899234027343833	0.005069748860917546	0.0029790853301507408	0.0036422725946727995	0.012174640585697108	0.0	0.0	0.0	0.004884574152905619	0.008142320084819544	0.003435693991920258	0.008124358197770557	0.0	0.010596475495300548	0.0	0.0	0.0
K01733	1.0771661961003522	1.122002076193226	0.8696816970701009	0.8811470505954695	1.0247281243252393	1.1179014310451547	1.1071860448960986	1.0366109649756627	0.9582285706986619	1.0328252284525161	0.9034192817227606	1.073985325532895	0.9045716168558097	0.9853098223912167	0.9952798141207752	1.211162484509295	1.0576354291528145	0.9552523904769245
K01734	0.541773046216924	0.16266807980203524	0.5629065470490189	0.531728873908711	0.5264798699081267	0.5943407267594402	0.5291249494427676	0.5273051556545733	0.45326075434981644	0.6132078466238698	0.4287046025198099	0.5659779022886366	0.6039398744364975	0.5641946533176305	0.5958986529164704	0.7570029425899206	0.4900809825659275	0.47741681215016474
K01735	0.8380824120584865	0.3806563019739122	0.792866503624284	0.7126830108673494	0.7863823200424737	0.8281220130632474	0.7877109211965573	0.8117415951043951	0.8186690187655739	0.8276840710588862	0.7961267225071941	0.8183441812939997	0.7500257846835271	0.812317807323864	0.7698681586518553	0.9342305179132794	0.8341877366296561	0.8852426973450466
K01736	0.9666542864369699	0.8472069650339003	0.9848295275643928	0.8646174923953246	1.1170293645688223	0.9880322756043208	0.9701421469188445	0.9605651636781423	1.0005885642540624	0.9099178472899685	0.8460145070314271	0.9508913993767067	1.007625165526133	0.9214568896299211	0.9933999583611052	1.0041681465730865	0.9224679111580567	1.0309101787716923
K01737	0.24772200457924395	0.467197149867244	0.2672823569653096	0.24845474375413498	0.33262662652432035	0.22490004310369918	0.2934667601864279	0.28648405036067504	0.3380394323039227	0.27950541004934704	0.2647356266479184	0.19330961771940589	0.2713266385785952	0.27091788250163557	0.28040856616834725	0.28282309512638554	0.3112263862578872	0.3511540475009939
K01738	1.1250388095736885	0.7092696475328337	1.1275668388154152	1.0426915138373736	1.0712825393483834	1.0766606102007892	1.0734921966969666	1.1122857468392	0.9117973986239828	1.0993368194876005	1.033007878864624	1.1656031625473695	1.077604288330292	1.0081147546290505	0.9756199575630325	1.2526421420037832	0.9426201540176798	0.9302987398413228
K01739	0.07262442228934061	0.048560712195623454	0.0870874076827568	0.08384559344104738	0.07916460928725746	0.0668399425595279	0.07663634475024136	0.10889512614241859	0.04290593292953378	0.048005353115607996	0.039934807432458565	0.04994151449469933	0.04426876606195045	0.07610077518121806	0.06168344983158281	0.06502038555184839	0.05153840624890354	0.06331372613603009
