KOID	P01	P07	P11	S07	S29	S34	W31	W32	W33	P03	P09	P12	S05	S08	S32	W20	W36	W37
K00001	4.90742E-05	0.00027468	5.8463E-05	6.86416E-05	7.2686E-05	8.19033E-05	7.43254E-05	5.8372E-05	6.20813E-05	7.31121E-05	4.99272E-05	6.0478E-05	3.74436E-05	7.09438E-05	9.50289E-05	8.23282E-05	5.54262E-05	5.14546E-05
K00002	8.08281E-05	5.4936E-05	0.000116926	9.25169E-05	9.69147E-05	0.000101404	5.83985E-05	7.58836E-05	4.29793E-05	9.59596E-05	5.82484E-05	0.000124316	8.3208E-05	0.00011824	6.33526E-05	6.17462E-05	6.0465E-05	2.57273E-05
K00003	0.000695699	0.000576828	0.000662581	0.00071626	0.000609178	0.000705928	0.000759181	0.000671278	0.000663792	0.000653439	0.00062409	0.000708936	0.00073015	0.000657412	0.00077079	0.000627753	0.000680231	0.000720364
K00004	0.000109695	8.2404E-05	7.79507E-05	0.000113408	0.000114221	0.000167707	0.000111488	8.17208E-05	8.59587E-05	0.000105099	5.82484E-05	0.000114236	0.000126892	9.45917E-05	8.44702E-05	0.00019553	0.000115891	9.00455E-05
K00005	8.94883E-05	2.7468E-05	5.35911E-05	9.25169E-05	8.65309E-05	0.000136505	0.000122106	0.00010507	8.11832E-05	9.13901E-05	6.2409E-05	7.72774E-05	9.3609E-05	0.000132428	7.39114E-05	0.00019553	0.000136046	0.000102909
K00006	1.44336E-05	8.2404E-05	4.87192E-06	2.98442E-06	0	3.90016E-06	0	0	4.77548E-06	0	8.3212E-06	6.71978E-06	4.1604E-06	1.89183E-05	5.27939E-06	0	0	0
K00008	0.000467649	0.000219744	0.000423857	0.000504366	0.000515724	0.000588924	0.000552131	0.000461139	0.000458446	0.000434103	0.000357812	0.000487184	0.00041396	0.000373637	0.000438189	0.000843864	0.000493797	0.0004245
K00009	0.000118355	0.000109872	7.30788E-05	5.96883E-05	7.61472E-05	0.000187207	7.96343E-05	5.8372E-05	4.77548E-05	4.11256E-05	4.57666E-05	0.000127676	9.3609E-05	3.78367E-05	7.39114E-05	4.11641E-05	9.06975E-05	2.57273E-05
K00010	0.000225164	0.000109872	0.000267955	0.000232784	0.000173062	0.000276911	0.000244212	0.00029186	0.000224448	0.000333574	0.000216351	0.000265431	0.000228822	0.000198643	0.000295646	0.000257276	0.000221705	0.000154364
K00011	8.94883E-05	2.7468E-05	4.87192E-05	6.56571E-05	8.30697E-05	5.85023E-05	0.00010087	4.66976E-05	0.000105061	4.56951E-05	4.57666E-05	6.0478E-05	6.03258E-05	9.45917E-05	6.33526E-05	6.17462E-05	3.02325E-05	7.075E-05
K00012	0.00146068	0.00096138	0.001437216	0.001340003	0.001443336	0.001392356	0.00116797	0.001225812	0.001356237	0.001425686	0.001622634	0.001364114	0.001383333	0.001324284	0.001451831	0.00129667	0.001365501	0.001530773
K00013	0.000689926	0.000906444	0.000647965	0.00061479	0.000581488	0.00074103	0.000583985	0.00068879	0.000482324	0.000621453	0.000653214	0.000698857	0.000680225	0.00069052	0.000596571	0.000730663	0.000660076	0.000611023
K00014	0.000658172	0.000384552	0.000652837	0.000626727	0.000713015	0.000655226	0.000615839	0.000653766	0.000654241	0.000676287	0.000619929	0.00059134	0.000657343	0.00068579	0.000638806	0.000792409	0.000750773	0.000630318
K00015	4.33008E-05	5.4936E-05	9.74383E-05	6.26727E-05	7.2686E-05	4.68019E-05	6.37075E-05	7.00464E-05	7.16322E-05	5.94036E-05	7.48908E-05	3.0239E-05	4.57644E-05	8.0403E-05	3.69557E-05	0.000113201	8.062E-05	7.075E-05
K00016	0.000484969	0.000329616	0.000375138	0.000495413	0.000353046	0.000475819	0.000414098	0.000501999	0.000377263	0.000388408	0.000449345	0.000406546	0.000451403	0.000529714	0.000348439	0.000432223	0.000357751	0.000321591
K00018	0.000424348	0.00027468	0.000428729	0.000492429	0.000477651	0.000471919	0.000541513	0.000449464	0.000491875	0.000534632	0.000461827	0.000423346	0.000426441	0.000539173	0.000385395	0.000483678	0.000473642	0.000456659
K00019	2.88672E-05	0.00013734	4.87192E-05	3.5813E-05	3.46124E-05	3.51014E-05	1.06179E-05	5.8372E-05	3.82038E-05	4.56951E-05	2.91242E-05	5.71181E-05	2.49624E-05	2.36479E-05	1.58382E-05	5.14552E-05	2.51937E-05	5.78864E-05
K00020	6.63945E-05	8.2404E-05	0.00010231	8.35636E-05	7.2686E-05	7.4103E-05	0.000143342	0.000122581	0.000119387	0.000105099	7.90514E-05	5.37582E-05	3.95238E-05	0.000165536	0.000137264	0.000236694	0.000115891	0.0001415
K00021	5.77344E-06	2.7468E-05	9.74383E-06	0	1.3845E-05	7.80031E-06	5.30895E-06	0	0	4.56951E-06	4.1606E-06	1.00797E-05	0	9.45917E-06	5.27939E-06	0	0	0
K00022	2.88672E-06	2.7468E-05	0	2.98442E-06	3.46124E-06	0	0	5.8372E-06	0	0	0	0	6.2406E-06	9.45917E-06	5.27939E-06	0	1.00775E-05	0
K00023	5.77344E-06	2.7468E-05	0	1.19377E-05	6.92248E-06	3.90016E-06	5.30895E-06	5.8372E-06	9.55096E-06	4.56951E-06	1.24818E-05	3.35989E-06	4.1604E-06	0	5.27939E-06	0	0	6.43182E-06
K00024	0.000135676	0.000384552	0.000214364	0.000140268	0.000207674	0.000159906	0.000180504	0.000169279	0.000257876	0.000219336	0.000187227	0.000151195	0.000143534	0.000189183	0.000232293	0.000236694	0.000272092	0.000270136
K00025	1.73203E-05	0	3.89753E-05	1.79065E-05	3.11511E-05	1.56006E-05	5.30895E-06	5.8372E-06	4.77548E-06	2.7417E-05	2.91242E-05	2.01593E-05	6.2406E-06	2.83775E-05	2.63969E-05	1.0291E-05	1.51162E-05	1.92955E-05
K00026	6.06211E-05	0	7.79507E-05	6.56571E-05	7.2686E-05	7.02028E-05	5.83985E-05	5.25348E-05	9.07341E-05	7.76816E-05	7.90514E-05	4.03187E-05	4.57644E-05	7.09438E-05	9.50289E-05	0.000113201	7.55812E-05	6.43182E-05
K00027	0.000799621	0.000494424	0.000696684	0.000620758	0.000688786	0.000698128	0.000769798	0.000694627	0.000687669	0.000626022	0.000678178	0.000796293	0.000807118	0.000624305	0.000828863	0.000689499	0.000796122	0.000739659
K00028	0	0	0	0	0	0	0	0	0	0	0	0	0	4.72959E-06	0	0	0	0
K00029	0.000204957	0.000466956	0.000311803	0.000235769	0.000332279	0.00026131	0.000191122	0.000274348	0.00029608	0.000329004	0.000307884	0.000245272	0.000185138	0.000297964	0.00034316	0.000257276	0.000287209	0.000366614
K00030	7.50547E-05	2.7468E-05	3.89753E-05	9.55013E-05	0.000100376	7.4103E-05	6.90164E-05	8.7558E-05	0.000128938	6.39731E-05	5.82484E-05	4.03187E-05	8.52882E-05	0.00010878	8.44702E-05	0.00010291	9.57362E-05	0.000160795
K00031	0.000496516	0.000714168	0.00045796	0.000456616	0.000460345	0.000534321	0.000546822	0.000513674	0.00040114	0.000475229	0.000474308	0.00058462	0.000542932	0.000548632	0.000454027	0.000473387	0.000473642	0.000533841
K00032	5.77344E-06	0	0	2.98442E-06	3.46124E-06	0	1.06179E-05	0	0	0	0	3.35989E-06	0	0	0	0	0	0
K00033	0.000103922	0.000109872	0.00012667	0.000104455	7.61472E-05	0.000124805	0.000116797	0.000215976	0.000124163	0.000118807	9.15332E-05	9.74367E-05	8.94486E-05	0.000146617	7.91908E-05	0.000308731	0.000176356	0.0001415
K00034	2.30938E-05	0	4.87192E-06	1.49221E-05	2.42287E-05	1.95008E-05	3.18537E-05	2.33488E-05	1.91019E-05	4.56951E-06	4.1606E-06	2.01593E-05	1.87218E-05	1.89183E-05	2.11175E-05	2.05821E-05	1.51162E-05	2.57273E-05
K00036	4.33008E-05	0.000164808	8.28226E-05	5.07351E-05	4.84573E-05	7.02028E-05	5.30895E-05	0.000128418	5.25303E-05	0.000109668	7.48908E-05	5.37582E-05	4.57644E-05	7.56734E-05	4.22351E-05	0.000267567	8.56587E-05	0.000102909
K00037	0	0	0	2.98442E-06	0	0	0	0	0	0	0	0	0	0	5.27939E-06	0	0	0
K00038	8.66016E-06	8.2404E-05	4.87192E-06	5.96883E-06	0	0	5.30895E-06	0	0	4.56951E-06	0	3.35989E-06	2.0802E-06	4.72959E-06	0	0	0	1.28636E-05
K00040	0.000392594	8.2404E-05	0.000404369	0.000355145	0.00030805	0.000370515	0.000387554	0.000379418	0.0002531	0.000310726	0.00034949	0.000403187	0.000349474	0.000359449	0.000279807	0.000319022	0.000342635	0.000270136
K00041	0.000412801	0.000302148	0.00048232	0.000396927	0.000387659	0.00048752	0.000382245	0.000338558	0.000300855	0.000424964	0.000378615	0.000433426	0.000403559	0.000397285	0.000438189	0.000411641	0.000262015	0.000392341
K00042	0.000230938	0.00013734	0.000160773	0.000217862	0.000190368	0.00024181	0.000212358	0.000239325	0.000181468	0.000246753	0.000195548	0.000194873	0.000131053	0.000208102	0.000263969	0.000349895	0.000151162	0.000173659
K00044	0	0	0	0	6.92248E-06	0	0	0	0	0	0	3.35989E-06	2.0802E-06	0	0	0	0	0
K00045	5.77344E-06	2.7468E-05	4.87192E-06	0	3.46124E-06	3.90016E-06	1.06179E-05	0	4.77548E-06	9.13901E-06	4.1606E-06	3.35989E-06	4.1604E-06	4.72959E-06	1.05588E-05	1.0291E-05	5.03875E-06	0
K00046	0.000418574	0.000631764	0.000414113	0.000370068	0.000401504	0.000421217	0.000398172	0.000356069	0.000420242	0.000415825	0.000374454	0.000436785	0.000405639	0.00045404	0.000395954	0.000411641	0.00032248	0.000308727
K00048	0.000337746	0.000329616	0.000350778	0.000292473	0.000318434	0.000308112	0.000286684	0.000303534	0.000276978	0.000292448	0.000291242	0.000386387	0.000409799	0.000420933	0.000300925	0.000339604	0.000221705	0.000328023
K00049	5.77344E-06	2.7468E-05	1.46158E-05	2.98442E-06	3.46124E-06	0	1.06179E-05	0	4.77548E-06	4.56951E-06	4.1606E-06	3.35989E-06	0	4.72959E-06	5.27939E-06	1.0291E-05	5.03875E-06	0
K00051	2.88672E-06	0	4.87192E-06	2.98442E-06	0	7.80031E-06	0	1.16744E-05	0	4.56951E-06	4.1606E-06	3.35989E-06	0	0	0	0	5.03875E-06	0
K00052	0.000715906	0.00082404	0.000691812	0.000710291	0.000661096	0.000803432	0.000700782	0.000817208	0.0007402	0.000726552	0.000703141	0.000725736	0.000705188	0.000737815	0.000665203	0.000843864	0.000675192	0.00063675
K00053	0.000661059	0.000741636	0.000682068	0.000656571	0.000578027	0.000686427	0.000615839	0.000572046	0.000587384	0.000603175	0.000682338	0.000685417	0.000613659	0.000647953	0.000633526	0.000658626	0.000599611	0.000656046
K00054	1.15469E-05	2.7468E-05	9.74383E-06	1.79065E-05	1.03837E-05	1.56006E-05	2.12358E-05	1.75116E-05	1.43264E-05	9.13901E-06	2.0803E-05	2.35192E-05	1.0401E-05	1.41888E-05	5.27939E-06	5.14552E-05	3.52712E-05	1.28636E-05
K00057	0.000695699	0.00054936	0.000682068	0.000829667	0.000661096	0.000670827	0.000653001	0.000723813	0.000730649	0.000763108	0.000732265	0.000698857	0.000709348	0.000662142	0.000712717	0.000638044	0.00076589	0.000784682
K00058	0.001423153	0.000604296	0.001481063	0.001495192	0.00162332	0.001638066	0.001682939	0.001850393	0.001485175	0.001494229	0.001289786	0.001471631	0.001304285	0.001305366	0.001578536	0.001646565	0.001687981	0.00148575
K00059	0.00237577	0.001538208	0.002182619	0.002450205	0.002547471	0.002640406	0.002500518	0.002603391	0.002550107	0.002636605	0.002325775	0.002237685	0.002558646	0.002454655	0.002433797	0.002613922	0.002484103	0.002592023
K00060	0.000300219	0.000109872	0.000170517	0.000262629	0.000221519	0.000312012	0.000297301	0.000338558	0.000219672	0.000242184	0.000187227	0.000238552	0.000235063	0.000288505	0.000237572	0.000288149	0.000246899	0.000225114
K00063	0	0	4.87192E-06	2.98442E-06	3.46124E-06	0	0	0	4.77548E-06	4.56951E-06	4.1606E-06	3.35989E-06	2.0802E-06	0	0	0	0	6.43182E-06
K00065	0.000144336	0.000164808	0.000146158	0.000146236	0.000173062	0.000230109	0.00015396	0.000151767	0.000114612	0.000105099	0.000108176	0.000191514	0.000168496	0.000132428	0.000105588	0.000154365	0.000181395	0.000135068
K00066	8.66016E-06	8.2404E-05	9.74383E-06	2.08909E-05	3.46124E-05	7.80031E-06	2.12358E-05	0	1.91019E-05	9.13901E-06	2.0803E-05	1.00797E-05	6.2406E-06	2.36479E-05	2.11175E-05	0	5.03875E-06	2.57273E-05
K00067	0.000692813	0.000796572	0.000808738	0.000787886	0.000792623	0.000651326	0.000647692	0.000700464	0.000830934	0.000708274	0.000778032	0.000719016	0.000682306	0.000879703	0.000765511	0.000771827	0.000826355	0.000765387
K00068	1.15469E-05	2.7468E-05	9.74383E-06	1.19377E-05	1.73062E-05	1.95008E-05	0	1.16744E-05	1.43264E-05	0	4.1606E-06	1.67994E-05	1.0401E-05	1.89183E-05	0	4.11641E-05	2.51937E-05	0
K00069	0	0	4.87192E-06	0	6.92248E-06	7.80031E-06	5.30895E-06	5.8372E-06	0	9.13901E-06	0	0	4.1604E-06	0	0	0	0	6.43182E-06
K00071	0	2.7468E-05	4.87192E-06	2.98442E-06	0	0	0	0	0	4.56951E-06	0	0	2.0802E-06	0	0	0	0	0
K00072	0	0	0	0	0	3.90016E-06	0	0	0	0	0	0	0	0	0	0	0	0
K00073	3.46406E-05	2.7468E-05	1.94877E-05	1.49221E-05	2.07674E-05	1.56006E-05	4.24716E-05	3.50232E-05	4.77548E-05	1.8278E-05	1.66424E-05	2.68791E-05	1.66416E-05	1.89183E-05	1.05588E-05	5.14552E-05	1.51162E-05	2.57273E-05
K00074	0.000357953	0.000329616	0.000267955	0.000364099	0.000325356	0.000440718	0.000514969	0.000455302	0.000315182	0.000333574	0.000316206	0.000399827	0.000370276	0.000397285	0.000385395	0.000421932	0.000498836	0.000430932
K00075	0.000718793	0.000878976	0.000779507	0.000838621	0.000737244	0.000787832	0.000748563	0.000799696	0.000797505	0.00083622	0.000819638	0.000755975	0.000819599	0.00079457	0.000723276	0.00069979	0.000781006	0.000797546
K00076	4.04141E-05	2.7468E-05	2.43596E-05	1.79065E-05	3.46124E-05	3.51014E-05	2.12358E-05	5.25348E-05	5.25303E-05	1.8278E-05	3.32848E-05	2.68791E-05	2.49624E-05	1.89183E-05	3.69557E-05	2.05821E-05	2.51937E-05	3.85909E-05
K00077	8.37149E-05	0.000192276	0.000112054	0.000125345	0.000134988	7.4103E-05	0.000169887	0.000180953	0.000143264	0.000123377	8.3212E-05	8.06373E-05	9.98496E-05	0.00011351	0.000110867	0.000154365	0.000171317	0.000173659
K00078	0.000132789	5.4936E-05	0.000112054	0.000146236	0.000124605	8.97036E-05	0.000116797	0.000122581	9.07341E-05	0.000132516	0.000112336	0.000124316	9.15288E-05	0.000122969	7.91908E-05	0.000164656	0.000136046	9.64773E-05
K00079	0	0	0	0	0	0	0	0	0	0	0	0	2.0802E-06	0	0	0	0	0
K00083	0	0	0	0	0	3.90016E-06	0	0	0	0	0	3.35989E-06	0	0	0	0	0	0
K00084	0	2.7468E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00086	0.000115469	2.7468E-05	0.00012667	0.000176081	0.000145372	0.000109204	0.000122106	0.000128418	0.000133713	0.000137085	9.98544E-05	0.000100797	0.000120652	0.000141888	0.000110867	0.000185239	0.000146124	0.000147932
K00087	0.000418574	0.00013734	0.000316675	0.000220847	0.00036343	0.000440718	0.000514969	0.000449464	0.00040114	0.000411256	0.000245475	0.000419986	0.00031411	0.000307423	0.000311484	0.000730663	0.000398061	0.000469523
K00088	0.001050766	0.00151074	0.001086438	0.000901293	0.001059139	0.001017941	0.001061791	0.000957301	0.001074483	0.001069265	0.001085916	0.001068444	0.001104586	0.001106723	0.001103391	0.00089532	0.001032943	0.001099841
K00090	2.0207E-05	2.7468E-05	2.92315E-05	1.19377E-05	1.3845E-05	1.56006E-05	5.30895E-06	1.75116E-05	1.91019E-05	9.13901E-06	1.24818E-05	1.34396E-05	2.28822E-05	9.45917E-06	1.05588E-05	0	1.51162E-05	1.92955E-05
K00091	2.88672E-05	2.7468E-05	3.41034E-05	3.28286E-05	2.42287E-05	1.95008E-05	1.59269E-05	5.25348E-05	5.25303E-05	3.65561E-05	8.3212E-06	2.68791E-05	3.32832E-05	3.78367E-05	2.63969E-05	6.17462E-05	3.02325E-05	2.57273E-05
K00094	0.000109695	2.7468E-05	2.92315E-05	6.26727E-05	5.8841E-05	0.000163807	9.02522E-05	5.25348E-05	3.82038E-05	1.8278E-05	8.3212E-05	0.000164634	9.77694E-05	6.14846E-05	9.50289E-05	7.20372E-05	8.56587E-05	2.57273E-05
K00096	9.81485E-05	0.00013734	6.33349E-05	8.95325E-05	0.000141911	7.4103E-05	7.43254E-05	0.000134256	0.000114612	0.000100529	7.90514E-05	9.40769E-05	0.00010609	8.0403E-05	7.39114E-05	8.23282E-05	0.00012093	7.075E-05
K00097	0.000265578	0.000302148	0.000311803	0.000334255	0.000384197	0.000292512	0.000286684	0.000286023	0.00040114	0.000306157	0.000357812	0.000262071	0.000284987	0.000373637	0.000358998	0.000370477	0.000408139	0.000430932
K00098	0	0	0	0	0	0	0	0	0	0	0	3.35989E-06	0	0	0	1.0291E-05	0	0
K00099	0.000886223	0.001071252	0.000823354	0.000850558	0.000955302	0.000912637	0.000854742	0.000799696	0.00094077	0.000799664	0.000898689	0.000856771	0.000848722	0.001035779	0.00094501	0.000833573	0.000871703	0.000913318
K00100	0.000401254	2.7468E-05	0.000462832	0.000417818	0.000439577	0.000518721	0.000451261	0.000537022	0.000463222	0.00037013	0.000428542	0.000497263	0.000438922	0.00056755	0.000586012	0.000483678	0.00044341	0.000501682
K00101	8.66016E-05	0.000164808	7.79507E-05	8.05792E-05	0.000100376	9.75039E-05	0.000127415	0.000140093	9.55096E-05	9.13901E-05	5.40878E-05	9.40769E-05	8.94486E-05	7.56734E-05	6.8632E-05	0.000123492	0.00012093	8.36137E-05
K00102	0	0	0	2.98442E-06	3.46124E-06	7.80031E-06	0	0	0	0	0	0	0	0	0	0	0	0
K00104	0.000118355	0.000109872	0.000180261	0.000214878	0.000193829	0.000109204	0.000159269	0.00018679	0.000171917	0.000201058	0.000183066	9.40769E-05	0.000118571	0.000170265	0.000116146	0.000236694	0.00016124	0.000231546
K00105	0	0	0	0	0	0	0	5.8372E-06	0	0	0	0	0	0	0	0	0	0
K00106	0.000103922	5.4936E-05	0.000107182	4.17818E-05	7.96085E-05	7.80031E-05	8.49433E-05	4.66976E-05	4.29793E-05	4.11256E-05	4.1606E-05	0.000124316	2.91228E-05	8.98621E-05	9.50289E-05	6.17462E-05	3.52712E-05	1.92955E-05
K00109	1.44336E-05	5.4936E-05	1.46158E-05	2.08909E-05	1.03837E-05	3.90016E-06	1.59269E-05	5.8372E-06	1.43264E-05	1.8278E-05	8.3212E-06	3.35989E-06	1.0401E-05	1.41888E-05	0	1.0291E-05	1.51162E-05	6.43182E-06
K00111	0.000502289	0.000384552	0.000516423	0.000396927	0.000460345	0.000549922	0.000568058	0.000472813	0.00049665	0.000470659	0.000520075	0.000571181	0.000478446	0.000643224	0.000454027	0.000679208	0.000529069	0.000572432
K00112	1.44336E-05	2.7468E-05	5.8463E-05	2.98442E-05	5.53798E-05	3.51014E-05	3.18537E-05	4.08604E-05	5.73058E-05	5.02646E-05	4.99272E-05	3.69588E-05	2.70426E-05	4.72959E-05	2.63969E-05	3.08731E-05	4.53487E-05	7.075E-05
K00113	2.30938E-05	5.4936E-05	8.28226E-05	4.17818E-05	7.2686E-05	5.46022E-05	4.77806E-05	4.66976E-05	6.20813E-05	6.39731E-05	6.65696E-05	3.69588E-05	4.57644E-05	6.14846E-05	6.33526E-05	4.11641E-05	5.54262E-05	7.075E-05
K00116	1.44336E-05	2.7468E-05	1.94877E-05	5.96883E-06	1.3845E-05	3.90016E-06	1.59269E-05	5.8372E-06	9.55096E-06	4.56951E-06	1.24818E-05	1.67994E-05	1.0401E-05	4.72959E-06	1.05588E-05	2.05821E-05	5.03875E-06	1.28636E-05
K00119	2.88672E-06	0	0	0	3.46124E-06	0	0	0	0	4.56951E-06	4.1606E-06	3.35989E-06	0	0	0	0	1.00775E-05	6.43182E-06
K00121	7.50547E-05	8.2404E-05	0.000136414	0.000122361	9.34534E-05	7.80031E-05	6.90164E-05	0.000122581	0.000119387	9.13901E-05	8.73726E-05	5.37582E-05	7.69674E-05	8.51325E-05	5.27939E-05	6.17462E-05	0.000100775	0.000128636
K00122	2.0207E-05	8.2404E-05	4.87192E-06	2.98442E-06	6.92248E-06	1.95008E-05	2.12358E-05	4.08604E-05	0	0	8.3212E-06	2.01593E-05	8.3208E-06	4.72959E-06	1.05588E-05	0	2.0155E-05	6.43182E-06
K00123	6.92813E-05	2.7468E-05	9.25664E-05	6.26727E-05	7.96085E-05	0.000101404	0.00015396	9.33952E-05	0.000100285	0.000109668	7.48908E-05	4.70384E-05	0.00010193	0.00010878	0.000100308	0.000144074	0.000136046	0.000109341
K00124	1.44336E-05	8.2404E-05	3.89753E-05	2.68597E-05	2.42287E-05	2.34009E-05	4.77806E-05	4.08604E-05	3.82038E-05	3.19865E-05	2.0803E-05	6.71978E-06	1.87218E-05	1.89183E-05	2.63969E-05	6.17462E-05	3.02325E-05	3.85909E-05
K00125	5.77344E-06	0	0	2.98442E-06	3.46124E-06	3.90016E-06	5.30895E-06	1.75116E-05	9.55096E-06	9.13901E-06	4.1606E-06	3.35989E-06	4.1604E-06	4.72959E-06	1.05588E-05	3.08731E-05	1.00775E-05	1.28636E-05
K00127	5.77344E-06	0.000109872	4.87192E-06	5.96883E-06	3.46124E-06	1.17005E-05	5.30895E-06	1.16744E-05	4.77548E-06	0	4.1606E-06	6.71978E-06	2.0802E-06	9.45917E-06	5.27939E-06	1.0291E-05	0	0
K00128	0.000392594	0.000192276	0.000321547	0.000396927	0.000353046	0.000475819	0.000472497	0.000519511	0.000372488	0.000333574	0.000378615	0.000399827	0.000334912	0.000444581	0.000332601	0.00040135	0.000433332	0.000443796
K00129	1.15469E-05	5.4936E-05	9.74383E-06	1.79065E-05	3.46124E-06	7.80031E-06	1.59269E-05	2.33488E-05	9.55096E-06	4.56951E-06	4.1606E-06	6.71978E-06	1.0401E-05	1.41888E-05	1.58382E-05	0	5.03875E-06	6.43182E-06
K00130	2.0207E-05	0	1.94877E-05	2.98442E-05	2.07674E-05	2.34009E-05	2.12358E-05	2.9186E-05	1.91019E-05	4.11256E-05	4.1606E-06	2.01593E-05	1.24812E-05	9.45917E-06	5.27939E-06	1.0291E-05	4.031E-05	1.92955E-05
K00131	1.15469E-05	2.7468E-05	4.87192E-06	1.19377E-05	1.03837E-05	7.80031E-06	2.12358E-05	1.16744E-05	0	0	1.24818E-05	0	8.3208E-06	2.36479E-05	1.05588E-05	5.14552E-05	5.03875E-06	1.28636E-05
K00133	0.00092375	0.00109872	0.001008487	0.000963966	0.001024526	0.00100624	0.000960921	0.000968975	0.000998075	0.001000722	0.001098398	0.000950848	0.001058822	0.001021591	0.00102948	0.000761536	0.000972478	0.001099841
K00134	0.001024785	0.001703016	0.001003615	0.001059467	0.001097212	0.001025741	0.001072409	0.001079882	0.001117463	0.001050987	0.001048471	0.001078524	0.001083784	0.001177667	0.00111923	0.00089532	0.001078292	0.001170591
K00135	3.75274E-05	8.2404E-05	5.8463E-05	4.77506E-05	2.07674E-05	4.29017E-05	4.24716E-05	5.8372E-05	3.82038E-05	5.02646E-05	2.91242E-05	3.69588E-05	3.53634E-05	3.31071E-05	7.39114E-05	7.20372E-05	4.031E-05	3.85909E-05
K00137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.03875E-06	0
K00138	0	0	0	1.19377E-05	6.92248E-06	0	1.59269E-05	2.9186E-05	1.91019E-05	1.37085E-05	8.3212E-06	3.35989E-06	8.3208E-06	9.45917E-06	5.27939E-06	2.05821E-05	1.00775E-05	3.85909E-05
K00139	0	0	0	0	0	0	5.30895E-06	0	0	0	0	0	2.0802E-06	4.72959E-06	0	0	0	0
K00140	8.66016E-05	2.7468E-05	6.82068E-05	4.47662E-05	4.84573E-05	8.97036E-05	3.18537E-05	5.25348E-05	7.16322E-05	4.56951E-05	2.49636E-05	8.73571E-05	6.44862E-05	2.83775E-05	4.75145E-05	8.23282E-05	7.55812E-05	3.85909E-05
K00142	5.77344E-06	8.2404E-05	0	0	0	3.90016E-06	5.30895E-06	0	0	9.13901E-06	0	0	0	0	0	0	0	0
K00143	2.88672E-06	2.7468E-05	9.74383E-06	5.96883E-06	0	7.80031E-06	0	5.8372E-06	0	9.13901E-06	4.1606E-06	3.35989E-06	6.2406E-06	4.72959E-06	5.27939E-06	0	0	0
K00145	0.000588891	0.000521892	0.000657709	0.000617774	0.000578027	0.000643526	0.000631766	0.00058372	0.000587384	0.000639731	0.000586644	0.000645098	0.000580376	0.000610117	0.000607129	0.000648335	0.000629843	0.000488818
K00146	0	0	4.87192E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	5.03875E-06	0
K00147	0.000727453	0.000769104	0.000745403	0.000707306	0.000640329	0.000799532	0.000743254	0.00068879	0.000601711	0.000639731	0.000703141	0.000742535	0.000775915	0.000756734	0.00068632	0.0008027	0.000629843	0.000623886
K00148	2.88672E-06	0	0	2.98442E-06	0	3.90016E-06	0	0	0	0	0	3.35989E-06	4.1604E-06	4.72959E-06	0	1.0291E-05	0	0
K00149	2.88672E-06	0	0	2.98442E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00150	4.33008E-05	8.2404E-05	4.87192E-06	2.68597E-05	2.07674E-05	4.29017E-05	4.77806E-05	3.50232E-05	9.55096E-06	2.7417E-05	2.49636E-05	3.35989E-05	3.32832E-05	9.45917E-06	1.05588E-05	1.0291E-05	3.02325E-05	6.43182E-05
K00153	5.77344E-06	0	4.87192E-06	5.96883E-06	3.46124E-06	1.17005E-05	5.30895E-06	5.8372E-06	1.43264E-05	1.37085E-05	1.24818E-05	1.00797E-05	1.45614E-05	9.45917E-06	5.27939E-06	1.0291E-05	5.03875E-06	1.28636E-05
K00154	2.88672E-06	2.7468E-05	4.87192E-06	2.98442E-06	3.46124E-06	0	5.30895E-06	5.8372E-06	4.77548E-06	9.13901E-06	4.1606E-06	0	4.1604E-06	4.72959E-06	0	1.0291E-05	5.03875E-06	6.43182E-06
K00156	1.44336E-05	2.7468E-05	2.92315E-05	3.28286E-05	1.73062E-05	4.29017E-05	2.12358E-05	8.17208E-05	1.91019E-05	4.11256E-05	3.32848E-05	1.67994E-05	1.87218E-05	1.41888E-05	2.11175E-05	4.11641E-05	5.54262E-05	1.92955E-05
K00157	5.77344E-06	0	9.74383E-06	2.98442E-06	0	0	5.30895E-06	0	0	0	4.1606E-06	3.35989E-06	0	4.72959E-06	1.05588E-05	0	0	0
K00158	0	0	0	0	0	0	0	5.8372E-06	0	0	0	3.35989E-06	0	0	0	0	5.03875E-06	0
K00161	7.50547E-05	0.000109872	4.87192E-05	7.75948E-05	9.34534E-05	8.19033E-05	0.000106179	0.000210139	3.82038E-05	0.000118807	8.3212E-05	7.72774E-05	6.03258E-05	5.6755E-05	6.8632E-05	8.23282E-05	9.06975E-05	0.000102909
K00162	0.000127016	0.00013734	8.76945E-05	0.000116392	0.00013845	0.000156006	0.00020174	0.000326883	0.000119387	0.000164502	0.000116497	0.000144475	0.000149774	8.98621E-05	0.000137264	0.000113201	0.000221705	0.000147932
K00163	0	0	0	0	0	0	0	1.16744E-05	0	0	0	0	0	0	0	1.0291E-05	0	0
