KOID	P01	P07	P11	S07	S29	S34	W31	W32	W33	P03	P09	P12	S05	S08	S32	W20	W36	W37
K06179	0.000349293	0.000247212	0.000389753	0.000402896	0.000346124	0.000370515	0.000329155	0.00033272	0.000377263	0.000365561	0.000420221	0.000396467	0.000403559	0.000368908	0.000337881	0.000329313	0.000292247	0.00035375
K06180	0.001942762	0.001483272	0.001807481	0.001999558	0.001945216	0.001833073	0.001842207	0.001990485	0.002058232	0.002028861	0.001930518	0.001868098	0.002007393	0.002000615	0.001868902	0.001790639	0.001990305	0.001845932
K06181	5.77344E-06	2.7468E-05	4.87192E-06	2.98442E-06	3.46124E-06	7.80031E-06	5.30895E-06	1.16744E-05	4.77548E-06	0	4.1606E-06	6.71978E-06	4.1604E-06	4.72959E-06	5.27939E-06	0	1.00775E-05	6.43182E-06
K06182	0.000161656	0.000219744	0.000185133	0.000140268	0.000166139	0.000148206	0.000122106	0.000169279	0.000119387	0.000137085	0.000174745	0.000134396	0.000183058	0.000170265	0.000216455	0.000216112	0.000115891	0.000109341
K06183	0.000458988	0.000439488	0.000341034	0.000364099	0.00039112	0.000409516	0.000440643	0.000420278	0.000382038	0.000379269	0.000312045	0.000406546	0.000438922	0.000406744	0.000337881	0.000339604	0.000398061	0.000321591
K06184	1.15469E-05	0	4.87192E-06	5.96883E-06	3.46124E-06	3.90016E-06	1.06179E-05	5.8372E-06	4.77548E-06	4.56951E-06	0	6.71978E-06	6.2406E-06	0	5.27939E-06	0	5.03875E-06	6.43182E-06
K06185	1.15469E-05	2.7468E-05	1.46158E-05	5.96883E-06	1.3845E-05	7.80031E-06	5.30895E-06	5.8372E-06	4.77548E-06	0	1.66424E-05	1.67994E-05	4.1604E-06	1.89183E-05	1.05588E-05	1.0291E-05	0	0
K06186	2.88672E-06	2.7468E-05	4.87192E-06	2.98442E-06	3.46124E-06	0	5.30895E-06	5.8372E-06	4.77548E-06	4.56951E-06	4.1606E-06	0	2.0802E-06	0	5.27939E-06	1.0291E-05	5.03875E-06	6.43182E-06
K06187	0.000744774	0.00054936	0.000798994	0.000853543	0.000758011	0.00074493	0.000743254	0.000723813	0.000787954	0.000795094	0.000778032	0.000759335	0.000815438	0.000898621	0.000781349	0.00069979	0.000851548	0.000861864
K06188	0.000118355	0.000192276	0.000160773	0.000152205	0.000200752	0.000117005	0.000164578	0.000169279	0.000272202	0.000196489	0.000178906	0.000120956	0.000135213	0.00022702	0.00017422	0.000174948	0.00020155	0.000257273
K06189	0.000124129	0.000164808	0.000209492	0.000131314	0.000162678	0.000128705	0.000132724	0.000151767	0.000128938	0.000114238	0.000153942	0.000120956	0.000120652	0.000193913	0.000163661	7.20372E-05	0.000156201	0.000231546
K06190	2.88672E-06	0	9.74383E-06	2.98442E-06	3.46124E-06	3.90016E-06	5.30895E-06	5.8372E-06	4.77548E-06	4.56951E-06	4.1606E-06	3.35989E-06	2.0802E-06	4.72959E-06	0	1.0291E-05	5.03875E-06	6.43182E-06
K06191	2.88672E-06	2.7468E-05	4.87192E-06	5.96883E-06	0	3.90016E-06	0	0	0	4.56951E-06	4.1606E-06	0	4.1604E-06	4.72959E-06	5.27939E-06	0	0	0
K06192	5.77344E-06	5.4936E-05	4.87192E-06	0	0	3.90016E-06	0	5.8372E-06	0	4.56951E-06	8.3212E-06	0	0	9.45917E-06	0	0	0	0
K06193	0	0	0	0	3.46124E-06	3.90016E-06	0	0	0	0	4.1606E-06	0	2.0802E-06	0	5.27939E-06	1.0291E-05	0	6.43182E-06
K06194	9.81485E-05	8.2404E-05	9.25664E-05	0.000110423	0.000141911	0.000140406	0.000106179	0.000151767	0.000138489	0.000105099	0.000124818	0.000131036	0.000116491	8.98621E-05	7.39114E-05	3.08731E-05	0.000156201	9.00455E-05
K06195	0	2.7468E-05	0	0	0	0	0	0	0	0	0	3.35989E-06	0	4.72959E-06	0	0	0	0
K06196	5.48477E-05	8.2404E-05	6.82068E-05	0.000131314	7.2686E-05	6.24025E-05	9.02522E-05	0.000116744	8.11832E-05	8.22511E-05	7.90514E-05	2.35192E-05	6.86466E-05	7.56734E-05	5.27939E-05	0.000113201	0.000105814	7.71818E-05
K06198	0	2.7468E-05	0	5.96883E-06	3.46124E-06	0	5.30895E-06	0	0	0	0	0	4.1604E-06	9.45917E-06	0	0	0	0
K06199	0.000106809	0.00041202	0.000155901	0.000137283	0.000169601	0.000101404	0.000132724	0.00014593	0.000167142	0.000210197	0.000170585	9.0717E-05	0.000112331	0.000193913	0.000158382	0.000226403	0.000211627	0.000167227
K06200	0.000173203	8.2404E-05	0.00033129	0.000262629	0.00025267	0.000202808	0.000249521	0.00033272	0.000257876	0.000228475	0.000203869	0.000225112	0.000183058	0.000208102	0.000221734	0.000236694	0.000262015	0.000244409
K06201	0.000219391	0.000192276	0.000248468	0.000244722	0.000245748	0.000214509	0.000313228	0.000303534	0.000334284	0.00027874	0.000237154	0.000208313	0.00021218	0.000245938	0.000279807	0.000391059	0.000393022	0.000373046
K06204	3.17539E-05	0.000192276	5.35911E-05	5.67039E-05	3.80736E-05	2.73011E-05	1.59269E-05	5.8372E-05	3.34284E-05	3.65561E-05	5.40878E-05	3.0239E-05	1.87218E-05	4.72959E-05	4.75145E-05	2.05821E-05	5.03875E-05	5.14546E-05
K06206	0.000280012	0.000329616	0.00022898	0.000253675	0.000304589	0.000362715	0.000361009	0.000303534	0.000281753	0.000265031	0.000216351	0.000278871	0.000301629	0.000208102	0.000216455	0.000267567	0.000287209	0.000270136
K06207	0.001527075	0.000631764	0.001456703	0.0016086	0.001405262	0.001567863	0.001481198	0.001295859	0.001566358	0.001288601	0.001547743	0.001522029	0.001639198	0.001679003	0.001399037	0.001029103	0.001612399	0.001620819
K06208	2.30938E-05	5.4936E-05	1.46158E-05	2.38753E-05	3.46124E-06	2.34009E-05	0	0	2.38774E-05	2.28475E-05	1.66424E-05	1.34396E-05	1.0401E-05	1.41888E-05	1.58382E-05	0	0	1.28636E-05
K06209	0.000204957	0.000164808	0.000180261	0.000208909	0.000207674	0.000226209	0.000244212	0.000256837	0.000214897	0.000228475	0.000153942	0.000194873	0.00020802	0.000184454	0.000211175	0.000216112	0.000221705	0.000205818
K06210	0	5.4936E-05	1.46158E-05	0	3.46124E-06	0	5.30895E-06	0	0	0	0	0	0	4.72959E-06	0	0	5.03875E-06	0
K06211	8.66016E-06	2.7468E-05	0	5.96883E-06	3.46124E-06	3.90016E-06	1.59269E-05	1.75116E-05	4.77548E-06	4.56951E-06	4.1606E-06	6.71978E-06	6.2406E-06	1.41888E-05	0	0	5.03875E-06	0
K06212	0.000118355	5.4936E-05	0.000107182	0.000125345	0.000114221	0.000132605	0.000143342	0.000116744	0.000105061	6.39731E-05	0.000116497	0.000124316	0.00010193	0.000122969	0.000126705	5.14552E-05	0.000115891	9.00455E-05
K06213	0.000586004	0.000631764	0.000647965	0.000644634	0.000640329	0.000616225	0.000684855	0.000712138	0.000744975	0.000630592	0.000636572	0.00059134	0.000590777	0.000761463	0.000622967	0.000627753	0.000700386	0.000681773
K06215	0.00017609	0.000384552	0.000151029	0.000116392	0.000114221	0.000179407	6.90164E-05	8.7558E-05	0.000119387	0.000178211	0.000174745	0.000104157	0.000166416	8.51325E-05	0.000110867	0.000154365	0.000136046	0.000147932
K06216	2.88672E-06	2.7468E-05	4.87192E-06	5.96883E-06	3.46124E-06	3.90016E-06	0	0	0	4.56951E-06	4.1606E-06	3.35989E-06	4.1604E-06	4.72959E-06	5.27939E-06	0	0	0
K06217	0.000724567	0.000741636	0.000701556	0.000653587	0.000751089	0.000733229	0.000679546	0.000717976	0.000787954	0.000840789	0.000719784	0.000749255	0.000715589	0.000775652	0.000728555	0.000648335	0.000816277	0.000733227
K06218	8.66016E-06	5.4936E-05	2.43596E-05	2.08909E-05	2.07674E-05	3.90016E-06	4.77806E-05	2.9186E-05	4.29793E-05	1.8278E-05	2.91242E-05	3.35989E-05	2.0802E-05	1.89183E-05	1.05588E-05	3.08731E-05	3.52712E-05	1.92955E-05
K06221	4.61875E-05	2.7468E-05	6.82068E-05	7.46104E-05	5.19186E-05	8.19033E-05	5.30895E-05	1.75116E-05	5.73058E-05	5.48341E-05	4.57666E-05	8.73571E-05	7.69674E-05	4.25663E-05	7.91908E-05	6.17462E-05	2.51937E-05	4.50227E-05
K06222	3.17539E-05	0	3.89753E-05	1.79065E-05	2.76899E-05	1.56006E-05	3.18537E-05	2.33488E-05	3.34284E-05	1.8278E-05	1.66424E-05	3.35989E-05	2.91228E-05	4.72959E-05	4.22351E-05	5.14552E-05	3.02325E-05	3.85909E-05
K06223	0.00036084	0.000329616	0.000311803	0.000271582	0.000394581	0.000370515	0.000297301	0.000280186	0.000362937	0.000310726	0.000316206	0.000409906	0.000405639	0.000255398	0.000411792	0.000226403	0.000307364	0.000289432
K06228	3.75274E-05	2.7468E-05	6.33349E-05	1.79065E-05	5.53798E-05	2.34009E-05	3.18537E-05	1.16744E-05	1.43264E-05	0	2.49636E-05	3.69588E-05	4.1604E-06	5.20254E-05	2.11175E-05	1.0291E-05	1.51162E-05	0
K06229	2.30938E-05	2.7468E-05	1.94877E-05	2.68597E-05	2.76899E-05	2.34009E-05	2.65448E-05	5.8372E-05	3.82038E-05	3.19865E-05	1.24818E-05	2.35192E-05	2.0802E-05	2.36479E-05	1.05588E-05	4.11641E-05	3.02325E-05	4.50227E-05
K06230	0	0	4.87192E-06	0	0	0	0	0	0	0	0	0	0	4.72959E-06	0	0	0	0
K06233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.03875E-06	6.43182E-06
K06234	0	0	0	2.98442E-06	0	0	0	0	0	0	8.3212E-06	0	0	0	0	0	0	0
K06235	0	0	0	0	3.46124E-06	0	0	0	0	0	0	3.35989E-06	0	0	0	0	0	0
K06236	0	0	0	5.96883E-06	0	3.90016E-06	5.30895E-06	5.8372E-06	4.77548E-06	0	0	0	6.2406E-06	0	5.27939E-06	0	0	1.28636E-05
K06237	0	2.7468E-05	0	1.19377E-05	3.46124E-06	3.90016E-06	5.30895E-06	1.16744E-05	0	9.13901E-06	4.1606E-06	6.71978E-06	2.0802E-06	4.72959E-06	5.27939E-06	0	5.03875E-06	0
K06238	0	0	0	0	3.46124E-06	7.80031E-06	0	5.8372E-06	4.77548E-06	0	4.1606E-06	3.35989E-06	2.0802E-06	0	1.58382E-05	0	0	0
K06240	2.88672E-06	0	0	0	0	0	5.30895E-06	0	0	0	0	0	0	0	0	0	5.03875E-06	0
K06248	0	0	0	0	0	0	0	0	0	0	0	0	0	4.72959E-06	0	0	0	0
K06252	5.77344E-06	2.7468E-05	0	4.17818E-05	0	3.90016E-06	5.30895E-05	0	0	0	0	6.71978E-06	0	9.45917E-06	1.05588E-05	0	7.05425E-05	3.85909E-05
K06255	0	0	0	0	0	3.90016E-06	0	0	0	0	0	0	0	0	0	0	0	0
K06261	0	0	0	2.98442E-06	0	0	0	0	0	0	4.1606E-06	0	2.0802E-06	0	0	0	0	0
K06268	8.66016E-06	8.2404E-05	9.74383E-06	2.98442E-06	6.92248E-06	0	0	0	0	0	4.1606E-06	3.35989E-06	0	1.41888E-05	0	1.0291E-05	5.03875E-06	0
K06269	0.000129902	5.4936E-05	0.000326418	8.35636E-05	0.00011076	5.46022E-05	7.43254E-05	5.8372E-06	9.55096E-06	3.19865E-05	0.000253797	0.000124316	1.0401E-05	0.000151347	7.91908E-05	1.0291E-05	2.0155E-05	0
K06272	0	0	9.74383E-06	0	0	0	0	0	0	0	4.1606E-06	0	0	0	0	0	0	0
K06276	2.30938E-05	0	3.41034E-05	2.98442E-06	1.03837E-05	1.17005E-05	1.59269E-05	0	0	1.37085E-05	1.66424E-05	2.01593E-05	4.1604E-06	2.36479E-05	1.05588E-05	0	5.03875E-06	0
K06281	2.30938E-05	0.000109872	0.000121798	2.38753E-05	4.49961E-05	4.68019E-05	4.77806E-05	8.17208E-05	0.000100285	4.56951E-05	4.99272E-05	1.67994E-05	2.49624E-05	8.51325E-05	3.69557E-05	7.20372E-05	7.55812E-05	9.00455E-05
K06282	2.0207E-05	0.000109872	4.87192E-05	2.38753E-05	2.76899E-05	4.68019E-05	3.18537E-05	6.42092E-05	8.11832E-05	4.56951E-05	3.74454E-05	1.00797E-05	3.1203E-05	4.72959E-05	2.63969E-05	6.17462E-05	7.05425E-05	5.78864E-05
K06283	0.000294445	0.000247212	0.000282571	0.000286504	0.00028036	0.000276911	0.000307919	0.000297697	0.000276978	0.000283309	0.000249636	0.00029903	0.000336992	0.000269586	0.000274528	0.000267567	0.000277131	0.000225114
K06284	0.00020207	0.000329616	0.000151029	0.000191003	0.000169601	0.000210608	0.000238903	0.000227651	0.00014804	0.000173641	0.000149782	0.000221753	0.0002101	0.000174995	0.000163661	0.000123492	0.000216666	0.000154364
K06285	1.44336E-05	2.7468E-05	4.87192E-06	1.49221E-05	6.92248E-06	3.90016E-06	1.06179E-05	1.16744E-05	4.77548E-06	2.28475E-05	1.24818E-05	3.35989E-06	1.66416E-05	1.41888E-05	2.63969E-05	1.0291E-05	1.00775E-05	6.43182E-06
K06286	2.88672E-06	8.2404E-05	4.87192E-06	1.79065E-05	3.46124E-06	3.90016E-06	5.30895E-06	2.33488E-05	4.77548E-06	4.56951E-06	1.24818E-05	6.71978E-06	8.3208E-06	9.45917E-06	5.27939E-06	0	1.00775E-05	1.92955E-05
K06287	0.000637965	0.00054936	0.000618733	0.000638665	0.0006161	0.000624025	0.000631766	0.000671278	0.000663792	0.000717413	0.000669856	0.000668618	0.000649022	0.000657412	0.000570174	0.000555716	0.000690308	0.000688205
K06288	5.77344E-06	0	0	0	3.46124E-06	0	5.30895E-06	0	0	9.13901E-06	1.24818E-05	3.35989E-06	2.0802E-05	0	0	0	0	0
K06289	0	0	0	0	0	3.90016E-06	0	0	0	0	0	0	0	0	5.27939E-06	0	0	0
K06291	3.17539E-05	0	1.46158E-05	3.28286E-05	2.42287E-05	3.51014E-05	3.71627E-05	3.50232E-05	2.38774E-05	1.37085E-05	4.99272E-05	2.68791E-05	4.99248E-05	1.41888E-05	2.63969E-05	2.05821E-05	3.52712E-05	1.28636E-05
K06293	0	2.7468E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06295	0.000187637	5.4936E-05	0.000180261	0.000170112	0.000169601	0.000222309	0.000138033	0.000122581	0.000114612	0.000201058	0.00020803	0.000221753	0.000249624	0.000165536	0.000142543	7.20372E-05	0.000156201	0.000102909
K06296	0	0	0	0	0	0	0	0	0	0	0	3.35989E-06	2.0802E-06	0	0	0	0	0
K06297	5.77344E-06	2.7468E-05	0	0	0	3.90016E-06	0	0	0	0	4.1606E-06	3.35989E-06	6.2406E-06	0	0	0	0	0
K06298	2.88672E-06	5.4936E-05	0	1.49221E-05	3.46124E-06	0	5.30895E-06	1.75116E-05	4.77548E-06	4.56951E-06	4.1606E-06	6.71978E-06	2.0802E-06	0	0	0	1.00775E-05	1.28636E-05
K06305	8.66016E-06	0	0	2.98442E-06	3.46124E-06	3.90016E-06	1.06179E-05	0	9.55096E-06	9.13901E-06	1.24818E-05	1.34396E-05	1.66416E-05	4.72959E-06	0	0	5.03875E-06	6.43182E-06
K06306	0.000349293	2.7468E-05	0.000238724	0.000265613	0.000314973	0.000315913	0.000440643	0.000321046	0.00024355	0.00027874	0.000282921	0.000332629	0.000380677	0.000307423	0.000322042	0.000288149	0.000327519	0.000302296
K06307	9.52617E-05	0	7.30788E-05	9.55013E-05	8.99922E-05	0.000109204	0.000111488	9.92324E-05	9.55096E-05	5.48341E-05	6.2409E-05	9.74367E-05	9.3609E-05	0.000122969	8.97495E-05	7.20372E-05	9.57362E-05	9.00455E-05
K06308	0	5.4936E-05	9.74383E-06	1.79065E-05	6.92248E-06	1.17005E-05	5.30895E-06	5.8372E-06	0	2.28475E-05	4.1606E-06	1.34396E-05	1.66416E-05	1.41888E-05	1.58382E-05	0	5.03875E-06	0
K06309	2.88672E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06310	3.17539E-05	2.7468E-05	6.82068E-05	5.67039E-05	2.42287E-05	4.29017E-05	6.37075E-05	1.75116E-05	3.34284E-05	3.19865E-05	3.74454E-05	5.03983E-05	3.53634E-05	3.31071E-05	7.91908E-05	7.20372E-05	3.02325E-05	3.85909E-05
K06311	0	2.7468E-05	0	5.96883E-06	3.46124E-06	0	0	0	0	4.56951E-06	0	0	0	0	5.27939E-06	0	0	0
K06312	0	2.7468E-05	0	0	0	0	0	0	0	4.56951E-06	0	0	0	0	0	0	0	0
K06313	5.77344E-06	2.7468E-05	1.46158E-05	8.95325E-06	6.92248E-06	1.17005E-05	0	0	0	4.56951E-06	2.0803E-05	1.00797E-05	1.0401E-05	9.45917E-06	1.58382E-05	1.0291E-05	0	0
K06316	0	0	4.87192E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06317	0	0	4.87192E-06	2.98442E-06	3.46124E-06	0	0	5.8372E-06	0	0	4.1606E-06	0	4.1604E-06	0	5.27939E-06	0	0	0
K06320	5.77344E-06	2.7468E-05	4.87192E-06	2.98442E-06	1.03837E-05	3.90016E-06	5.30895E-06	5.8372E-06	0	0	4.1606E-06	3.35989E-06	0	4.72959E-06	5.27939E-06	0	0	0
K06324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05588E-05	0	0	0
K06328	8.66016E-06	2.7468E-05	0	5.96883E-06	0	1.17005E-05	1.59269E-05	1.75116E-05	9.55096E-06	0	8.3212E-06	1.34396E-05	1.87218E-05	4.72959E-06	0	0	5.03875E-06	6.43182E-06
K06330	1.73203E-05	2.7468E-05	9.74383E-06	1.19377E-05	6.92248E-06	2.73011E-05	1.06179E-05	1.16744E-05	9.55096E-06	9.13901E-06	1.24818E-05	3.35989E-06	8.3208E-06	1.41888E-05	0	1.0291E-05	5.03875E-06	6.43182E-06
K06331	0	5.4936E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06333	0.000103922	0.000164808	5.8463E-05	0.00010147	0.000107298	6.24025E-05	6.90164E-05	7.00464E-05	6.20813E-05	9.13901E-05	0.000112336	8.06373E-05	0.000124812	8.98621E-05	8.44702E-05	5.14552E-05	4.53487E-05	5.78864E-05
K06334	0.000531156	0.00027468	0.000443344	0.000471538	0.000408426	0.000514821	0.000520278	0.000537022	0.000405916	0.000525493	0.000507593	0.000524142	0.000599098	0.000529714	0.000406513	0.000514552	0.000453487	0.000373046
K06337	0	5.4936E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06338	2.30938E-05	0	1.94877E-05	1.79065E-05	1.3845E-05	1.17005E-05	5.30895E-05	1.75116E-05	2.38774E-05	9.13901E-06	8.3212E-06	3.35989E-05	1.66416E-05	1.41888E-05	2.63969E-05	1.0291E-05	3.02325E-05	2.57273E-05
K06346	0.000412801	0.000439488	0.000311803	0.000429756	0.00033574	0.000366615	0.000435334	0.000350232	0.000272202	0.00037013	0.00034949	0.000403187	0.000463885	0.000387826	0.000337881	0.000288149	0.000312402	0.000270136
K06348	5.77344E-06	2.7468E-05	4.87192E-06	8.95325E-06	1.03837E-05	3.90016E-06	5.30895E-06	5.8372E-06	9.55096E-06	1.37085E-05	8.3212E-06	3.35989E-06	6.2406E-06	4.72959E-06	1.05588E-05	0	0	6.43182E-06
K06350	7.50547E-05	8.2404E-05	0.00010231	9.84857E-05	0.000103837	0.000136505	8.49433E-05	7.58836E-05	0.000109836	9.13901E-05	5.40878E-05	8.73571E-05	6.44862E-05	5.6755E-05	0.000121426	0.000113201	0.000110852	5.78864E-05
K06351	2.59805E-05	8.2404E-05	4.38473E-05	4.77506E-05	6.92248E-05	8.19033E-05	6.37075E-05	4.66976E-05	5.25303E-05	5.48341E-05	2.0803E-05	4.36785E-05	4.78446E-05	4.25663E-05	4.75145E-05	6.17462E-05	4.53487E-05	3.85909E-05
K06360	0	0	0	0	3.46124E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
K06370	0	0	0	0	0	0	0	0	0	0	0	0	2.0802E-06	0	0	0	0	0
K06373	0.0003695	0.000247212	0.000326418	0.000408865	0.00033574	0.000386115	0.000318537	0.000297697	0.000310406	0.000319865	0.000361972	0.000369588	0.000449323	0.000364178	0.00034316	0.000288149	0.00028217	0.000347318
K06374	0.000381047	0.000219744	0.000336162	0.000402896	0.000349585	0.000390016	0.0003557	0.000338558	0.000319957	0.000360991	0.00034533	0.000419986	0.000434762	0.000359449	0.000348439	0.000257276	0.000297286	0.000360182
K06378	0.000265578	5.4936E-05	0.000238724	0.00030441	0.000245748	0.000226209	0.000228285	0.000256837	0.000229223	0.000265031	0.000220512	0.000275511	0.000301629	0.000222291	0.000227014	0.00019553	0.000226744	0.000186523
K06379	0.000357953	0.000247212	0.000326418	0.000370068	0.000346124	0.000429017	0.000392863	0.000385255	0.000343835	0.00037013	0.00034949	0.000403187	0.000447243	0.000359449	0.000311484	0.000329313	0.000372867	0.000276568
K06381	0.000548477	0.00013734	0.000404369	0.000501382	0.000529569	0.000592824	0.000621148	0.000577883	0.000487099	0.000498076	0.000474308	0.000551022	0.000590777	0.000515525	0.000501542	0.000483678	0.000599611	0.000501682
K06382	0.000254031	2.7468E-05	0.000258212	0.000310379	0.000242287	0.000273011	0.000233594	0.000268511	0.000233999	0.000315296	0.000232994	0.00029231	0.00031203	0.000222291	0.000242852	0.000174948	0.000176356	0.000199386
K06383	5.77344E-06	8.2404E-05	1.46158E-05	4.17818E-05	1.3845E-05	1.17005E-05	2.12358E-05	3.50232E-05	9.55096E-06	3.19865E-05	2.49636E-05	1.34396E-05	3.1203E-05	1.41888E-05	3.16763E-05	3.08731E-05	1.00775E-05	1.28636E-05
K06384	2.88672E-06	2.7468E-05	9.74383E-06	1.49221E-05	1.03837E-05	3.90016E-06	0	0	4.77548E-06	0	4.1606E-06	3.35989E-06	1.0401E-05	0	1.58382E-05	0	5.03875E-06	0
K06385	0.00017609	5.4936E-05	0.000155901	0.000193987	0.000204213	0.000167707	0.000175196	0.000233488	0.000176693	0.000196489	0.000153942	0.000184794	0.000216341	0.000165536	0.000142543	0.00019553	0.000151162	0.000128636
K06386	2.0207E-05	2.7468E-05	9.74383E-06	2.38753E-05	3.46124E-06	1.17005E-05	0	1.16744E-05	1.43264E-05	9.13901E-06	8.3212E-06	3.35989E-06	2.49624E-05	9.45917E-06	1.58382E-05	0	5.03875E-06	6.43182E-06
K06387	0.000300219	2.7468E-05	0.000219236	0.000277551	0.000242287	0.000273011	0.00030261	0.000280186	0.0002531	0.000301587	0.000253797	0.000255351	0.000347393	0.000264857	0.000221734	0.000164656	0.000246899	0.00021225
K06390	0.000389707	0.000109872	0.000345906	0.00040588	0.00039112	0.000409516	0.000403481	0.000426116	0.000372488	0.000438673	0.000366133	0.000433426	0.000461804	0.000392556	0.000358998	0.000288149	0.000347674	0.000347318
K06391	2.88672E-06	5.4936E-05	0	0	3.46124E-06	0	1.06179E-05	1.16744E-05	0	4.56951E-06	4.1606E-06	3.35989E-06	8.3208E-06	9.45917E-06	5.27939E-06	1.0291E-05	0	6.43182E-06
K06392	1.73203E-05	8.2404E-05	3.41034E-05	8.95325E-06	1.3845E-05	1.95008E-05	2.65448E-05	1.16744E-05	9.55096E-06	1.8278E-05	1.66424E-05	3.35989E-05	3.53634E-05	3.31071E-05	2.11175E-05	3.08731E-05	1.51162E-05	1.28636E-05
K06393	0.000106809	5.4936E-05	0.000112054	0.000113408	8.65309E-05	7.02028E-05	8.49433E-05	0.00010507	4.77548E-05	0.000118807	0.000120657	8.73571E-05	0.000135213	0.00010878	0.000126705	8.23282E-05	8.062E-05	8.36137E-05
K06394	6.63945E-05	8.2404E-05	5.35911E-05	8.35636E-05	7.61472E-05	6.24025E-05	9.55612E-05	9.92324E-05	8.11832E-05	0.000100529	7.48908E-05	8.39972E-05	0.00010817	7.09438E-05	7.91908E-05	6.17462E-05	7.55812E-05	7.075E-05
K06395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.27939E-06	0	0	0
K06396	3.46406E-05	0.00013734	1.46158E-05	5.37195E-05	5.53798E-05	2.73011E-05	2.12358E-05	3.50232E-05	2.38774E-05	6.85426E-05	2.91242E-05	3.0239E-05	4.78446E-05	2.36479E-05	4.22351E-05	3.08731E-05	2.0155E-05	1.92955E-05
K06397	5.77344E-06	8.2404E-05	4.87192E-06	5.96883E-06	3.46124E-06	0	5.30895E-06	1.16744E-05	9.55096E-06	4.56951E-06	8.3212E-06	6.71978E-06	4.1604E-06	4.72959E-06	0	2.05821E-05	1.51162E-05	6.43182E-06
K06398	0.000779414	5.4936E-05	0.000550527	0.000686416	0.000591872	0.000733229	0.000801652	0.000618743	0.000635139	0.000667148	0.000707302	0.000826532	0.000850802	0.000704708	0.000707438	0.000555716	0.000665115	0.000752523
K06399	0.000516723	8.2404E-05	0.000394625	0.00053421	0.00041881	0.000549922	0.000552131	0.000461139	0.000439344	0.000479798	0.000436863	0.000567821	0.000580376	0.00045877	0.000459306	0.00040135	0.000468604	0.000418068
K06400	0.001798426	0.00013734	0.001203364	0.001328065	0.00131527	0.001895476	0.001040555	0.001103231	0.000955096	0.001549063	0.001339713	0.002032732	0.001728646	0.001116182	0.001282891	0.000771827	0.00088682	0.000643182
K06402	3.17539E-05	8.2404E-05	5.35911E-05	5.67039E-05	4.15349E-05	2.73011E-05	2.12358E-05	2.33488E-05	1.91019E-05	5.48341E-05	4.57666E-05	5.37582E-05	6.44862E-05	3.78367E-05	3.69557E-05	0	2.51937E-05	6.43182E-06
K06403	7.2168E-05	2.7468E-05	5.8463E-05	8.05792E-05	6.57635E-05	4.29017E-05	5.30895E-05	5.8372E-05	3.82038E-05	7.76816E-05	7.48908E-05	4.70384E-05	7.48872E-05	6.14846E-05	5.80732E-05	7.20372E-05	2.51937E-05	5.14546E-05
K06404	2.0207E-05	2.7468E-05	1.94877E-05	1.49221E-05	2.42287E-05	1.17005E-05	5.30895E-06	1.16744E-05	1.43264E-05	1.37085E-05	2.0803E-05	1.34396E-05	1.87218E-05	1.89183E-05	3.16763E-05	1.0291E-05	5.03875E-06	6.43182E-06
K06405	0.000395481	0.00013734	0.000326418	0.000417818	0.00033574	0.000401716	0.000366318	0.000408604	0.000334284	0.000397547	0.000337009	0.000393107	0.000441002	0.00034526	0.000337881	0.000257276	0.000342635	0.000308727
K06406	0.000661059	0.000247212	0.000501807	0.00058793	0.000508802	0.000666927	0.000679546	0.000595394	0.000534854	0.000511785	0.000582484	0.000712296	0.000771754	0.000586469	0.000554335	0.000514552	0.000554262	0.000450227
K06407	0.000109695	5.4936E-05	8.76945E-05	0.000134299	0.000121143	0.000132605	0.000164578	0.000157604	0.000128938	0.000123377	9.56938E-05	0.000147835	0.000141454	0.000127699	0.000116146	8.23282E-05	0.000141085	0.000128636
K06408	0.000254031	0.00013734	0.000170517	0.000232784	0.000207674	0.000195008	0.000222976	0.000204302	0.000176693	0.000205628	0.000199709	0.000241912	0.000224662	0.000212831	0.000158382	0.000185239	0.000196511	0.000186523
K06409	0.000513836	8.2404E-05	0.000428729	0.00048646	0.000470728	0.000432917	0.000536204	0.000513674	0.000415467	0.000525493	0.000461827	0.000537582	0.000605338	0.000487147	0.0005121	0.000432223	0.000448449	0.000405205
K06410	0.000124129	0.000109872	5.8463E-05	0.00010147	8.65309E-05	0.000109204	0.000143342	0.000110907	7.16322E-05	9.59596E-05	7.90514E-05	0.000110876	0.000137293	7.56734E-05	0.000105588	4.11641E-05	9.57362E-05	0.000122205
K06411	0.000225164	5.4936E-05	0.000141286	0.000217862	0.000197291	0.00024181	0.000286684	0.000239325	0.000186244	0.000210197	0.000203869	0.000221753	0.000274586	0.000222291	0.000205896	0.000185239	0.00020155	0.000160795
