A	B	C	D
09100	09101	00630	K01433
09100	09101	00630	K01455
09100	09101	00630	K25305
09100	09101	00630	K03418
09100	09101	00630	K01458
09100	09101	00630	K22133
09100	09101	00630	K01577
09100	09101	00640	K01895
09100	09101	00640	K01908
09100	09101	00640	K01026
09100	09101	00640	K01905
09100	09101	00640	K22224
09100	09101	00640	K24012
09100	09101	00640	K00925
09100	09101	00640	K00932
09100	09101	00640	K19697
09100	09101	00640	K00625
09100	09101	00640	K13788
09100	09101	00640	K15024
09100	09101	00640	K13923
09100	09101	00640	K00166
09100	09101	00640	K00167
09100	09101	00640	K11381
09100	09101	00640	K09699
09100	09101	00640	K00382
09100	09101	00640	K00169
09100	09101	00640	K00170
09100	09101	00640	K00172
09100	09101	00640	K00189
09100	09101	00640	K00171
09100	09101	00640	K00656
09100	09101	00640	K00248
09100	09101	00640	K00232
09100	09101	00640	K19745
09100	09101	00640	K20143
09100	09101	00640	K20626
09100	09101	00640	K20627
09100	09101	00640	K01692
09100	09101	00640	K01825
09100	09101	00640	K01782
09100	09101	00640	K07515
09100	09101	00640	K07514
09100	09101	00640	K07511
09100	09101	00640	K14729
09100	09101	00640	K05605
09100	09101	00640	K23146
09100	09101	00640	K11262
09100	09101	00640	K01946
09100	09101	00640	K01962
09100	09101	00640	K02160
09100	09101	00640	K01961
09100	09101	00640	K01963
09100	09101	00640	K11263
09100	09101	00640	K18472
09100	09101	00640	K19312
09100	09101	00640	K22568
09100	09101	00640	K01964
09100	09101	00640	K15036
09100	09101	00640	K15037
09100	09101	00640	K01578
09100	09101	00640	K03416
09100	09101	00640	K17489
09100	09101	00640	K17490
09100	09101	00640	K14468
09100	09101	00640	K00823
09100	09101	00640	K07250
09100	09101	00640	K13524
09100	09101	00640	K00822
09100	09101	00640	K25571
09100	09101	00640	K01965
09100	09101	00640	K01966
09100	09101	00640	K18426
09100	09101	00640	K11264
09100	09101	00640	K05606
09100	09101	00640	K01847
09100	09101	00640	K01849
09100	09101	00640	K01848
09100	09101	00640	K22214
09100	09101	00640	K01899
09100	09101	00640	K01900
09100	09101	00640	K01903
09100	09101	00640	K01902
09100	09101	00640	K00140
09100	09101	00640	K01659
09100	09101	00640	K01720
09100	09101	00640	K20455
09100	09101	00640	K09788
09100	09101	00640	K01682
09100	09101	00640	K03417
09100	09101	00640	K00016
09100	09101	00640	K01734
09100	09101	00640	K08325
09100	09101	00640	K18471
09100	09101	00640	K00005
09100	09101	00640	K17741
09100	09101	00640	K23257
09100	09101	00640	K00048
09100	09101	00640	K01699
09100	09101	00640	K13919
09100	09101	00640	K13920
09100	09101	00640	K00086
09100	09101	00640	K13921
09100	09101	00640	K13922
09100	09101	00650	K00626
09100	09101	00650	K00074
09100	09101	00650	K00022
09100	09101	00650	K07516
09100	09101	00650	K01825
09100	09101	00650	K01782
09100	09101	00650	K01692
09100	09101	00650	K01715
09100	09101	00650	K07515
09100	09101	00650	K07514
09100	09101	00650	K07511
09100	09101	00650	K00248
09100	09101	00650	K00209
09100	09101	00650	K17829
09100	09101	00650	K01034
09100	09101	00650	K01035
09100	09101	00650	K19709
09100	09101	00650	K23756
09100	09101	00650	K01896
09100	09101	00650	K01913
09100	09101	00650	K00929
09100	09101	00650	K00634
09100	09101	00650	K00132
09100	09101	00650	K04072
09100	09101	00650	K04073
09100	09101	00650	K18366
09100	09101	00650	K00100
09100	09101	00650	K21317
09100	09101	00650	K21318
09100	09101	00650	K21319
09100	09101	00650	K21320
09100	09101	00650	K21321
09100	09101	00650	K21322
09100	09101	00650	K17865
09100	09101	00650	K03821
09100	09101	00650	K22881
09100	09101	00650	K05973
09100	09101	00650	K00023
09100	09101	00650	K01615
09100	09101	00650	K20509
09100	09101	00650	K23351
09100	09101	00650	K23352
09100	09101	00650	K01039
09100	09101	00650	K01040
09100	09101	00650	K00109
09100	09101	00650	K07246
09100	09101	00650	K01799
09100	09101	00650	K00239
09100	09101	00650	K00240
09100	09101	00650	K00241
09100	09101	00650	K00242
09100	09101	00650	K18859
09100	09101	00650	K18860
09100	09101	00650	K00244
09100	09101	00650	K00245
09100	09101	00650	K00246
09100	09101	00650	K00247
09100	09101	00650	K01580
09100	09101	00650	K00823
09100	09101	00650	K14268
09100	09101	00650	K07250
09100	09101	00650	K13524
09100	09101	00650	K16871
09100	09101	00650	K00135
09100	09101	00650	K00139
09100	09101	00650	K17761
09100	09101	00650	K08324
09100	09101	00650	K18118
09100	09101	00650	K18119
09100	09101	00650	K18120
09100	09101	00650	K00043
09100	09101	00650	K08318
09100	09101	00650	K18121
09100	09101	00650	K18122
09100	09101	00650	K14534
09100	09101	00650	K00656
09100	09101	00650	K00169
09100	09101	00650	K00170
09100	09101	00650	K00172
09100	09101	00650	K00189
09100	09101	00650	K00171
09100	09101	00650	K03737
09100	09101	00650	K00174
09100	09101	00650	K00175
09100	09101	00650	K01641
09100	09101	00650	K01640
09100	09101	00650	K01027
09100	09101	00650	K01028
09100	09101	00650	K01029
09100	09101	00650	K01907
09100	09101	00650	K00019
09100	09101	00650	K07518
09100	09101	00650	K01574
09100	09101	00650	K18223
09100	09101	00650	K18224
09100	09101	00650	K18226
09100	09101	00650	K18225
09100	09101	00650	K23259
09100	09101	00650	K18382
09100	09101	00650	K18369
09100	09101	00650	K18370
09100	09101	00650	K18371
09100	09101	00650	K18372
09100	09101	00650	K01652
09100	09101	00650	K01653
09100	09101	00650	K11258
09100	09101	00650	K01575
09100	09101	00650	K00004
09100	09101	00650	K03366
09100	09101	00650	K18009
09100	09101	00660	K01652
09100	09101	00660	K01653
09100	09101	00660	K11258
09100	09101	00660	K01575
09100	09101	00660	K17724
09100	09101	00660	K22002
09100	09101	00660	K22003
09100	09101	00660	K22004
09100	09101	00660	K22005
09100	09101	00660	K18288
09100	09101	00660	K18289
09100	09101	00660	K01903
09100	09101	00660	K01902
09100	09101	00660	K18290
09100	09101	00660	K18291
09100	09101	00660	K18292
09100	09101	00660	K14471
09100	09101	00660	K14472
09100	09101	00660	K04835
09100	09101	00660	K19268
09100	09101	00660	K01846
09100	09101	00660	K08691
09100	09101	00660	K19281
09100	09101	00660	K14449
09100	09101	00660	K10218
09100	09101	00660	K09011
09100	09101	00660	K01703
09100	09101	00660	K01704
09100	09101	00660	K00052
09100	09101	00562	K00914
09100	09101	00562	K01108
09100	09101	00562	K18081
09100	09101	00562	K18082
09100	09101	00562	K18083
09100	09101	00562	K18086
09100	09101	00562	K21302
09100	09101	00562	K00888
09100	09101	00562	K19801
09100	09101	00562	K13711
09100	09101	00562	K21797
09100	09101	00562	K21798
09100	09101	00562	K00889
09100	09101	00562	K13712
09100	09101	00562	K01099
09100	09101	00562	K20278
09100	09101	00562	K20279
09100	09101	00562	K00922
09100	09101	00562	K21289
09100	09101	00562	K01110
09100	09101	00562	K03084
09100	09101	00562	K15909
09100	09101	00562	K00923
09100	09101	00562	K01109
09100	09101	00562	K00921
09100	09101	00562	K22913
09100	09101	00562	K00920
09100	09101	00562	K05858
09100	09101	00562	K05857
09100	09101	00562	K05860
09100	09101	00562	K01116
09100	09101	00562	K05859
09100	09101	00562	K05861
09100	09101	00562	K19006
09100	09101	00562	K01114
09100	09101	00562	K16619
09100	09101	00562	K01771
09100	09101	00562	K01092
09100	09101	00562	K10047
09100	09101	00562	K18649
09100	09101	00562	K00999
09100	09101	00562	K01858
09100	09101	00562	K01107
09100	09101	00562	K15422
09100	09101	00562	K19517
09100	09101	00562	K01106
09100	09101	00562	K24222
09100	09101	00562	K24221
09100	09101	00562	K03103
09100	09101	00562	K00911
09100	09101	00562	K00913
09100	09101	00562	K01765
09100	09101	00562	K00915
09100	09101	00562	K10572
09100	09101	00562	K19786
09100	09101	00562	K01083
09100	09101	00562	K01093
09100	09101	00562	K23992
09100	09101	00562	K07281
09100	09101	00562	K07291
09100	09101	00562	K00469
09100	09101	00562	K00010
09100	09101	00562	K06606
09100	09101	00562	K16043
09100	09101	00562	K16044
09100	09101	00562	K22230
09100	09101	00562	K22231
09100	09101	00562	K22232
09100	09101	00562	K22233
09100	09101	00562	K03335
09100	09101	00562	K03336
09100	09101	00562	K03337
09100	09101	00562	K03338
09100	09101	00562	K03339
09100	09101	00562	K00140
09100	09101	00562	K01803
09100	09102	00190	K00330
09100	09102	00190	K00331
09100	09102	00190	K00332
09100	09102	00190	K00333
09100	09102	00190	K13378
09100	09102	00190	K13380
09100	09102	00190	K00334
09100	09102	00190	K00335
09100	09102	00190	K00336
09100	09102	00190	K00337
09100	09102	00190	K00338
09100	09102	00190	K00339
09100	09102	00190	K00340
09100	09102	00190	K00341
09100	09102	00190	K00342
09100	09102	00190	K15863
09100	09102	00190	K00343
09100	09102	00190	K05572
09100	09102	00190	K05573
09100	09102	00190	K05574
09100	09102	00190	K05575
09100	09102	00190	K05576
09100	09102	00190	K05577
09100	09102	00190	K05578
09100	09102	00190	K05579
09100	09102	00190	K05580
09100	09102	00190	K05581
09100	09102	00190	K05582
09100	09102	00190	K05583
09100	09102	00190	K05584
09100	09102	00190	K05585
09100	09102	00190	K05586
09100	09102	00190	K05587
09100	09102	00190	K05588
09100	09102	00190	K03878
09100	09102	00190	K03879
09100	09102	00190	K03880
09100	09102	00190	K03881
09100	09102	00190	K03882
09100	09102	00190	K03883
09100	09102	00190	K03884
09100	09102	00190	K03934
09100	09102	00190	K03935
09100	09102	00190	K03936
09100	09102	00190	K03937
09100	09102	00190	K03938
09100	09102	00190	K03939
09100	09102	00190	K03940
09100	09102	00190	K03941
09100	09102	00190	K03942
09100	09102	00190	K03943
09100	09102	00190	K03944
09100	09102	00190	K03945
09100	09102	00190	K03946
09100	09102	00190	K03947
09100	09102	00190	K03948
09100	09102	00190	K03949
09100	09102	00190	K03950
09100	09102	00190	K03951
09100	09102	00190	K03952
09100	09102	00190	K03953
09100	09102	00190	K03954
09100	09102	00190	K03955
09100	09102	00190	K03956
09100	09102	00190	K11352
09100	09102	00190	K11353
09100	09102	00190	K03957
09100	09102	00190	K03958
09100	09102	00190	K03959
09100	09102	00190	K03960
09100	09102	00190	K03961
09100	09102	00190	K03962
09100	09102	00190	K03963
09100	09102	00190	K03964
09100	09102	00190	K03965
09100	09102	00190	K03966
09100	09102	00190	K11351
09100	09102	00190	K03967
09100	09102	00190	K03968
09100	09102	00190	K03885
09100	09102	00190	K00234
09100	09102	00190	K00235
09100	09102	00190	K00236
09100	09102	00190	K00237
09100	09102	00190	K25801
09100	09102	00190	K00239
09100	09102	00190	K00240
09100	09102	00190	K00241
09100	09102	00190	K00242
09100	09102	00190	K18859
09100	09102	00190	K18860
09100	09102	00190	K00244
09100	09102	00190	K00245
09100	09102	00190	K00246
09100	09102	00190	K00247
09100	09102	00190	K00411
09100	09102	00190	K00412
09100	09102	00190	K00413
09100	09102	00190	K00410
09100	09102	00190	K00414
09100	09102	00190	K00415
09100	09102	00190	K00416
09100	09102	00190	K00417
09100	09102	00190	K00418
09100	09102	00190	K00419
09100	09102	00190	K00420
09100	09102	00190	K03886
09100	09102	00190	K03887
09100	09102	00190	K03888
09100	09102	00190	K03889
09100	09102	00190	K03890
09100	09102	00190	K03891
09100	09102	00190	K02257
09100	09102	00190	K02300
09100	09102	00190	K02277
09100	09102	00190	K02276
09100	09102	00190	K02274
09100	09102	00190	K15408
09100	09102	00190	K02275
09100	09102	00190	K02262
09100	09102	00190	K02256
09100	09102	00190	K02261
09100	09102	00190	K02263
09100	09102	00190	K02264
09100	09102	00190	K02265
09100	09102	00190	K02266
09100	09102	00190	K02267
09100	09102	00190	K02268
09100	09102	00190	K02269
09100	09102	00190	K02270
09100	09102	00190	K02271
09100	09102	00190	K02272
09100	09102	00190	K02273
09100	09102	00190	K02258
09100	09102	00190	K02259
09100	09102	00190	K02260
09100	09102	00190	K00404
09100	09102	00190	K00405
09100	09102	00190	K15862
09100	09102	00190	K00407
09100	09102	00190	K00406
09100	09102	00190	K02829
09100	09102	00190	K02828
09100	09102	00190	K02827
09100	09102	00190	K02826
09100	09102	00190	K24007
09100	09102	00190	K24008
09100	09102	00190	K24009
09100	09102	00190	K24010
09100	09102	00190	K24011
09100	09102	00190	K02299
09100	09102	00190	K02298
09100	09102	00190	K02297
09100	09102	00190	K00425
09100	09102	00190	K00426
09100	09102	00190	K00424
09100	09102	00190	K22501
09100	09102	00190	K08738
09100	09102	00190	K02111
09100	09102	00190	K02112
09100	09102	00190	K02115
09100	09102	00190	K02113
09100	09102	00190	K02114
09100	09102	00190	K02108
09100	09102	00190	K02109
09100	09102	00190	K02110
09100	09102	00190	K02132
09100	09102	00190	K02133
09100	09102	00190	K02136
09100	09102	00190	K02134
09100	09102	00190	K02135
09100	09102	00190	K02137
09100	09102	00190	K02126
09100	09102	00190	K02127
09100	09102	00190	K02128
09100	09102	00190	K02138
09100	09102	00190	K02129
09100	09102	00190	K01549
09100	09102	00190	K02130
09100	09102	00190	K02139
09100	09102	00190	K02140
09100	09102	00190	K02131
09100	09102	00190	K02141
09100	09102	00190	K02142
09100	09102	00190	K02143
09100	09102	00190	K02125
09100	09102	00190	K02117
09100	09102	00190	K02118
09100	09102	00190	K02119
09100	09102	00190	K02120
09100	09102	00190	K02121
09100	09102	00190	K02122
09100	09102	00190	K02107
09100	09102	00190	K02123
09100	09102	00190	K02124
09100	09102	00190	K02145
09100	09102	00190	K02147
09100	09102	00190	K02148
09100	09102	00190	K02149
09100	09102	00190	K02150
09100	09102	00190	K02151
09100	09102	00190	K02152
09100	09102	00190	K02144
09100	09102	00190	K02154
09100	09102	00190	K02155
09100	09102	00190	K03661
09100	09102	00190	K02146
09100	09102	00190	K02153
09100	09102	00190	K03662
09100	09102	00190	K01535
09100	09102	00190	K01542
09100	09102	00190	K01543
09100	09102	00190	K01544
09100	09102	00190	K01507
09100	09102	00190	K15986
09100	09102	00190	K06019
09100	09102	00190	K11725
09100	09102	00190	K11726
09100	09102	00190	K00937
09100	09102	00190	K22468
09100	09102	00195	K02703
09100	09102	00195	K02704
09100	09102	00195	K02705
09100	09102	00195	K02706
09100	09102	00195	K02707
09100	09102	00195	K02708
09100	09102	00195	K02709
09100	09102	00195	K02710
09100	09102	00195	K02711
09100	09102	00195	K02712
09100	09102	00195	K02713
09100	09102	00195	K02714
09100	09102	00195	K02716
09100	09102	00195	K02717
09100	09102	00195	K08901
09100	09102	00195	K03541
09100	09102	00195	K03542
09100	09102	00195	K02718
09100	09102	00195	K02719
09100	09102	00195	K02720
09100	09102	00195	K02721
09100	09102	00195	K02722
09100	09102	00195	K02723
09100	09102	00195	K02724
09100	09102	00195	K08902
09100	09102	00195	K08903
09100	09102	00195	K08904
09100	09102	00195	K02689
09100	09102	00195	K02690
09100	09102	00195	K02691
09100	09102	00195	K02692
09100	09102	00195	K02693
09100	09102	00195	K02694
09100	09102	00195	K08905
09100	09102	00195	K02695
09100	09102	00195	K02696
09100	09102	00195	K02697
09100	09102	00195	K02698
09100	09102	00195	K02699
09100	09102	00195	K02700
09100	09102	00195	K02701
09100	09102	00195	K14332
09100	09102	00195	K02702
09100	09102	00195	K02634
09100	09102	00195	K02635
09100	09102	00195	K02636
09100	09102	00195	K02637
09100	09102	00195	K02640
09100	09102	00195	K02642
09100	09102	00195	K02643
09100	09102	00195	K03689
09100	09102	00195	K02638
09100	09102	00195	K02639
09100	09102	00195	K02641
09100	09102	00195	K08906
09100	09102	00195	K02114
09100	09102	00195	K02112
09100	09102	00195	K02115
09100	09102	00195	K02111
09100	09102	00195	K02113
09100	09102	00195	K02109
09100	09102	00195	K02110
09100	09102	00195	K02108
09100	09102	00720	K00169
09100	09102	00720	K00170
09100	09102	00720	K00172
09100	09102	00720	K00189
09100	09102	00720	K00171
09100	09102	00720	K03737
09100	09102	00720	K01007
09100	09102	00720	K01006
09100	09102	00720	K01595
09100	09102	00720	K01958
09100	09102	00720	K01959
09100	09102	00720	K01960
09100	09102	00720	K00024
09100	09102	00720	K01676
09100	09102	00720	K01677
09100	09102	00720	K01678
09100	09102	00720	K01679
09100	09102	00720	K01675
09100	09102	00720	K01774
09100	09102	00720	K00239
09100	09102	00720	K00240
09100	09102	00720	K00241
09100	09102	00720	K00242
09100	09102	00720	K18859
09100	09102	00720	K18860
09100	09102	00720	K00244
09100	09102	00720	K00245
09100	09102	00720	K00246
09100	09102	00720	K00247
09100	09102	00720	K18556
09100	09102	00720	K18557
09100	09102	00720	K18558
09100	09102	00720	K18559
09100	09102	00720	K18560
09100	09102	00720	K18209
09100	09102	00720	K18210
09100	09102	00720	K01902
09100	09102	00720	K01903
09100	09102	00720	K15038
09100	09102	00720	K14465
09100	09102	00720	K14466
09100	09102	00720	K14467
09100	09102	00720	K18861
09100	09102	00720	K25774
09100	09102	00720	K18593
09100	09102	00720	K14534
09100	09102	00720	K15016
09100	09102	00720	K00626
09100	09102	00720	K00174
09100	09102	00720	K00175
09100	09102	00720	K00177
09100	09102	00720	K00176
09100	09102	00720	K00031
09100	09102	00720	K01681
09100	09102	00720	K01682
09100	09102	00720	K01648
09100	09102	00720	K15230
09100	09102	00720	K15231
09100	09102	00720	K15232
09100	09102	00720	K15233
09100	09102	00720	K15234
09100	09102	00720	K01962
09100	09102	00720	K02160
09100	09102	00720	K01961
09100	09102	00720	K01963
09100	09102	00720	K01964
09100	09102	00720	K18603
09100	09102	00720	K15036
09100	09102	00720	K18604
09100	09102	00720	K15037
09100	09102	00720	K18605
09100	09102	00720	K14468
09100	09102	00720	K15017
09100	09102	00720	K15039
09100	09102	00720	K18602
09100	09102	00720	K14469
09100	09102	00720	K15018
09100	09102	00720	K18594
09100	09102	00720	K15019
09100	09102	00720	K15020
09100	09102	00720	K08691
09100	09102	00720	K14449
09100	09102	00720	K14470
09100	09102	00720	K09709
09100	09102	00720	K15052
09100	09102	00720	K05606
09100	09102	00720	K01847
09100	09102	00720	K01848
09100	09102	00720	K01849
09100	09102	00720	K14471
09100	09102	00720	K14472
09100	09102	00720	K05299
09100	09102	00720	K15022
09100	09102	00720	K22015
09100	09102	00720	K25123
09100	09102	00720	K25124
09100	09102	00720	K01938
09100	09102	00720	K01491
09100	09102	00720	K01500
09100	09102	00720	K00297
09100	09102	00720	K25007
09100	09102	00720	K25008
09100	09102	00720	K15023
09100	09102	00720	K00198
09100	09102	00720	K00196
09100	09102	00720	K14138
09100	09102	00720	K00197
09100	09102	00720	K00194
09100	09102	00720	K00625
09100	09102	00720	K13788
09100	09102	00720	K15024
09100	09102	00720	K00925
09100	09102	00720	K01895
09100	09102	000680	K16157
09100	09102	000680	K16158
09100	09102	000680	K16159
09100	09102	000680	K16160
09100	09102	000680	K16161
09100	09102	000680	K16162
09100	09102	000680	K10944
09100	09102	000680	K10945
09100	09102	000680	K10946
09100	09102	000680	K14028
09100	09102	000680	K16254
