KOID	S07	S29	S34	S05	S08	S32
K19303	79.0	61.0	60.0	113.0	51.0	38.0
K19304	317.0	317.0	270.0	485.0	214.0	165.0
K19306	4.0	2.0	2.0	0.0	0.0	2.0
K19309	6.0	4.0	9.0	12.0	3.0	6.0
K19329	0.0	1.0	1.0	3.0	1.0	0.0
K19333	17.0	23.0	12.0	12.0	15.0	13.0
K19334	5.0	7.0	3.0	3.0	4.0	3.0
K19336	1.0	0.0	1.0	1.0	1.0	0.0
K19337	18.0	28.0	15.0	22.0	12.0	12.0
K19338	7.0	6.0	5.0	16.0	4.0	5.0
K19339	1.0	5.0	1.0	3.0	0.0	0.0
K19340	0.0	4.0	1.0	4.0	0.0	0.0
K19341	1.0	1.0	0.0	0.0	1.0	0.0
K19342	1.0	1.0	0.0	1.0	1.0	0.0
K19346	0.0	0.0	1.0	0.0	0.0	0.0
K19348	1.0	0.0	0.0	0.0	0.0	0.0
K19350	154.0	111.0	129.0	257.0	95.0	85.0
K19353	34.0	35.0	15.0	23.0	15.0	21.0
K19354	215.0	175.0	117.0	262.0	120.0	117.0
K19355	16.0	12.0	12.0	21.0	11.0	14.0
K19360	3.0	3.0	5.0	11.0	2.0	5.0
K19367	0.0	2.0	0.0	0.0	5.0	1.0
K19369	0.0	0.0	0.0	0.0	1.0	0.0
K19372	1.0	0.0	1.0	0.0	0.0	0.0
K19398	1.0	4.0	1.0	0.0	4.0	3.0
K19405	52.0	31.0	37.0	89.0	31.0	25.0
K19411	23.0	11.0	11.0	35.0	9.0	10.0
K19416	0.0	1.0	1.0	0.0	0.0	2.0
K19417	0.0	1.0	0.0	0.0	1.0	0.0
K19418	3.0	3.0	2.0	4.0	3.0	3.0
K19419	6.0	3.0	1.0	5.0	2.0	3.0
K19420	33.0	18.0	8.0	19.0	16.0	8.0
K19421	2.0	3.0	2.0	2.0	1.0	1.0
K19422	55.0	59.0	41.0	101.0	33.0	23.0
K19423	34.0	40.0	24.0	53.0	21.0	17.0
K19424	63.0	61.0	77.0	128.0	48.0	54.0
K19425	170.0	146.0	115.0	211.0	102.0	82.0
K19426	5.0	8.0	5.0	15.0	5.0	3.0
K19427	283.0	230.0	190.0	354.0	177.0	158.0
K19428	126.0	116.0	84.0	171.0	73.0	72.0
K19429	39.0	32.0	32.0	66.0	24.0	21.0
K19430	188.0	224.0	181.0	345.0	157.0	150.0
K19431	3.0	4.0	2.0	5.0	6.0	3.0
K19477	0.0	0.0	0.0	1.0	0.0	0.0
K19498	0.0	0.0	0.0	0.0	2.0	0.0
K19499	0.0	1.0	1.0	0.0	0.0	0.0
K19502	0.0	2.0	0.0	0.0	1.0	0.0
K19513	1.0	1.0	0.0	0.0	2.0	1.0
K19525	2.0	8.0	1.0	1.0	9.0	2.0
K19527	0.0	0.0	0.0	0.0	1.0	0.0
K19530	0.0	0.0	0.0	0.0	1.0	0.0
K19533	0.0	0.0	1.0	1.0	1.0	0.0
K19538	0.0	0.0	0.0	1.0	0.0	0.0
K19540	6.0	3.0	6.0	8.0	1.0	4.0
K19548	17.0	13.0	13.0	19.0	6.0	4.0
K19549	7.0	1.0	1.0	2.0	1.0	3.0
K19552	0.0	0.0	0.0	0.0	0.0	1.0
K19572	0.0	0.0	1.0	3.0	0.0	0.0
K19573	0.0	1.0	1.0	0.0	0.0	0.0
K19575	15.0	13.0	7.0	15.0	11.0	9.0
K19576	0.0	0.0	0.0	1.0	0.0	0.0
K19577	8.0	5.0	2.0	7.0	5.0	9.0
K19578	4.0	2.0	3.0	4.0	2.0	1.0
K19579	2.0	0.0	0.0	0.0	0.0	0.0
K19584	4.0	2.0	0.0	1.0	2.0	0.0
K19589	1.0	0.0	0.0	0.0	2.0	0.0
K19591	9.0	10.0	8.0	12.0	7.0	5.0
K19593	8.0	7.0	4.0	16.0	8.0	9.0
K19594	9.0	13.0	7.0	14.0	7.0	9.0
K19595	16.0	8.0	5.0	11.0	5.0	5.0
K19603	4.0	4.0	4.0	0.0	5.0	2.0
K19607	4.0	1.0	0.0	8.0	2.0	3.0
K19610	1.0	0.0	0.0	1.0	1.0	0.0
K19611	12.0	13.0	9.0	11.0	7.0	10.0
K19613	3.0	3.0	3.0	5.0	3.0	5.0
K19626	1.0	1.0	0.0	0.0	2.0	0.0
K19656	4.0	6.0	4.0	0.0	7.0	4.0
K19658	1.0	0.0	1.0	0.0	0.0	1.0
K19665	0.0	0.0	0.0	1.0	0.0	0.0
K19671	2.0	14.0	6.0	1.0	12.0	4.0
K19672	1.0	12.0	4.0	0.0	6.0	5.0
K19673	1.0	3.0	0.0	0.0	1.0	1.0
K19674	1.0	3.0	1.0	0.0	4.0	0.0
K19676	3.0	5.0	3.0	1.0	3.0	3.0
K19677	0.0	2.0	1.0	0.0	2.0	1.0
K19678	1.0	3.0	1.0	1.0	0.0	0.0
K19679	1.0	0.0	0.0	0.0	0.0	0.0
K19680	0.0	1.0	0.0	0.0	0.0	0.0
K19681	1.0	2.0	2.0	1.0	3.0	1.0
K19682	1.0	0.0	0.0	0.0	1.0	0.0
K19683	2.0	2.0	2.0	0.0	2.0	1.0
K19684	2.0	0.0	0.0	0.0	0.0	0.0
K19685	1.0	5.0	2.0	0.0	2.0	1.0
K19689	103.0	86.0	102.0	163.0	89.0	49.0
K19697	1.0	0.0	0.0	0.0	0.0	0.0
K19701	23.0	13.0	8.0	28.0	16.0	3.0
K19704	5.0	4.0	2.0	0.0	3.0	1.0
K19709	55.0	64.0	45.0	60.0	42.0	52.0
K19710	3.0	3.0	3.0	3.0	1.0	2.0
K19711	1.0	0.0	2.0	0.0	0.0	1.0
K19719	2.0	1.0	0.0	2.0	1.0	1.0
K19720	2.0	2.0	2.0	4.0	2.0	0.0
K19721	4.0	2.0	2.0	3.0	2.0	5.0
K19750	3.0	10.0	2.0	0.0	6.0	2.0
K19752	0.0	2.0	1.0	0.0	2.0	1.0
K19753	2.0	1.0	1.0	0.0	1.0	0.0
K19754	1.0	2.0	2.0	0.0	2.0	2.0
K19755	5.0	6.0	3.0	11.0	5.0	2.0
K19756	1.0	0.0	0.0	0.0	0.0	0.0
K19760	0.0	1.0	1.0	0.0	0.0	0.0
K19775	1.0	2.0	0.0	0.0	2.0	0.0
K19776	0.0	2.0	1.0	0.0	1.0	1.0
K19781	0.0	0.0	1.0	0.0	0.0	0.0
K19782	0.0	0.0	0.0	0.0	1.0	0.0
K19783	7.0	1.0	3.0	9.0	4.0	3.0
K19784	3.0	2.0	2.0	2.0	2.0	1.0
K19787	0.0	0.0	0.0	0.0	1.0	0.0
K19788	0.0	4.0	1.0	2.0	6.0	1.0
K19789	43.0	35.0	36.0	42.0	27.0	21.0
K19793	2.0	2.0	0.0	0.0	1.0	0.0
K19800	0.0	1.0	1.0	0.0	1.0	0.0
K19801	2.0	9.0	2.0	0.0	7.0	2.0
K19802	60.0	51.0	43.0	63.0	40.0	38.0
K19804	2.0	2.0	0.0	1.0	1.0	1.0
K19810	0.0	0.0	0.0	1.0	0.0	0.0
K19821	0.0	0.0	0.0	1.0	0.0	0.0
K19824	2.0	0.0	0.0	0.0	0.0	0.0
K19827	1.0	0.0	0.0	0.0	0.0	0.0
K19833	1.0	0.0	0.0	0.0	1.0	0.0
K19849	0.0	1.0	0.0	0.0	0.0	0.0
K19851	1.0	0.0	1.0	0.0	2.0	0.0
K19852	0.0	0.0	0.0	1.0	1.0	0.0
K19870	2.0	2.0	3.0	0.0	2.0	1.0
K19878	0.0	1.0	1.0	0.0	0.0	0.0
K19902	0.0	1.0	1.0	0.0	0.0	1.0
K19917	0.0	1.0	0.0	0.0	0.0	0.0
K19941	2.0	0.0	0.0	0.0	0.0	0.0
K19942	1.0	0.0	1.0	0.0	0.0	0.0
K19944	0.0	0.0	2.0	0.0	0.0	0.0
K19949	0.0	2.0	0.0	0.0	2.0	1.0
K19951	0.0	0.0	0.0	0.0	1.0	1.0
K19953	1.0	0.0	0.0	0.0	1.0	0.0
K19955	87.0	77.0	67.0	115.0	72.0	61.0
K19956	23.0	27.0	40.0	52.0	26.0	20.0
K19970	10.0	11.0	8.0	13.0	15.0	7.0
K19971	0.0	0.0	0.0	1.0	0.0	0.0
K19972	1.0	0.0	0.0	1.0	0.0	0.0
K19975	0.0	0.0	0.0	0.0	1.0	1.0
K19976	1.0	1.0	1.0	3.0	1.0	1.0
K19998	0.0	1.0	0.0	0.0	1.0	0.0
K20003	1.0	1.0	0.0	0.0	1.0	1.0
K20011	0.0	0.0	1.0	0.0	1.0	0.0
K20021	1.0	1.0	1.0	2.0	3.0	0.0
K20023	9.0	7.0	4.0	9.0	8.0	4.0
K20027	0.0	2.0	0.0	0.0	1.0	0.0
K20028	7.0	7.0	2.0	0.0	9.0	2.0
K20029	1.0	2.0	0.0	0.0	0.0	2.0
K20030	0.0	1.0	1.0	0.0	1.0	0.0
K20031	0.0	1.0	1.0	0.0	1.0	1.0
K20032	0.0	4.0	0.0	0.0	3.0	0.0
K20034	0.0	1.0	0.0	0.0	0.0	1.0
K20035	22.0	16.0	16.0	22.0	14.0	12.0
K20036	0.0	0.0	0.0	0.0	0.0	1.0
K20047	0.0	0.0	0.0	1.0	0.0	0.0
K20069	1.0	0.0	1.0	0.0	0.0	0.0
K20074	273.0	249.0	212.0	461.0	172.0	141.0
K20092	1.0	1.0	2.0	3.0	0.0	0.0
K20093	3.0	7.0	2.0	4.0	4.0	2.0
K20098	0.0	0.0	1.0	0.0	0.0	1.0
K20101	0.0	4.0	0.0	0.0	4.0	0.0
K20108	12.0	9.0	10.0	16.0	10.0	9.0
K20112	0.0	0.0	1.0	1.0	0.0	0.0
K20114	1.0	2.0	3.0	3.0	0.0	2.0
K20118	34.0	31.0	21.0	41.0	26.0	19.0
K20129	0.0	0.0	0.0	1.0	0.0	0.0
K20133	1.0	1.0	0.0	0.0	0.0	0.0
K20140	1.0	2.0	2.0	2.0	0.0	1.0
K20151	15.0	8.0	10.0	26.0	8.0	8.0
K20160	1.0	0.0	0.0	0.0	1.0	0.0
K20161	0.0	3.0	0.0	0.0	1.0	3.0
K20163	0.0	0.0	0.0	0.0	1.0	0.0
K20164	0.0	3.0	1.0	1.0	2.0	0.0
K20165	0.0	1.0	0.0	0.0	0.0	0.0
K20167	0.0	0.0	0.0	0.0	1.0	0.0
K20174	0.0	0.0	0.0	0.0	1.0	0.0
K20175	1.0	0.0	1.0	0.0	0.0	0.0
K20177	0.0	0.0	1.0	0.0	0.0	0.0
K20179	2.0	3.0	2.0	0.0	5.0	2.0
K20180	0.0	2.0	0.0	0.0	0.0	0.0
K20181	0.0	2.0	0.0	0.0	3.0	1.0
K20182	0.0	2.0	1.0	0.0	2.0	1.0
K20184	1.0	5.0	1.0	1.0	5.0	1.0
K20195	0.0	3.0	3.0	0.0	2.0	1.0
K20196	4.0	2.0	7.0	0.0	2.0	2.0
K20197	0.0	1.0	1.0	0.0	3.0	2.0
K20198	0.0	2.0	1.0	0.0	1.0	0.0
K20201	23.0	15.0	17.0	44.0	9.0	13.0
K20222	1.0	1.0	1.0	0.0	1.0	0.0
K20241	2.0	3.0	2.0	0.0	2.0	1.0
K20242	0.0	0.0	0.0	0.0	1.0	0.0
K20254	0.0	1.0	0.0	0.0	0.0	0.0
K20257	1.0	0.0	0.0	0.0	0.0	0.0
K20260	2.0	3.0	2.0	0.0	2.0	1.0
K20265	15.0	16.0	14.0	29.0	7.0	11.0
K20276	18.0	14.0	20.0	31.0	9.0	6.0
K20279	3.0	5.0	1.0	0.0	3.0	1.0
K20280	2.0	1.0	0.0	0.0	1.0	0.0
K20282	1.0	3.0	2.0	1.0	1.0	3.0
K20283	4.0	2.0	2.0	2.0	1.0	1.0
K20296	0.0	1.0	0.0	0.0	1.0	0.0
K20300	1.0	0.0	0.0	0.0	0.0	0.0
K20301	1.0	3.0	1.0	0.0	2.0	1.0
K20302	1.0	2.0	0.0	0.0	1.0	1.0
K20303	1.0	0.0	1.0	0.0	2.0	0.0
K20305	0.0	0.0	0.0	1.0	0.0	0.0
K20315	1.0	0.0	0.0	0.0	0.0	0.0
K20344	54.0	44.0	38.0	66.0	39.0	34.0
K20345	1.0	0.0	1.0	1.0	1.0	1.0
K20346	0.0	1.0	0.0	0.0	1.0	0.0
K20353	0.0	2.0	0.0	0.0	1.0	0.0
K20360	2.0	3.0	1.0	0.0	3.0	0.0
K20361	2.0	3.0	1.0	7.0	10.0	2.0
K20365	2.0	1.0	0.0	0.0	0.0	0.0
K20367	2.0	1.0	0.0	0.0	0.0	0.0
K20368	0.0	2.0	0.0	0.0	2.0	0.0
K20371	0.0	0.0	1.0	1.0	0.0	0.0
K20372	1.0	2.0	0.0	0.0	2.0	1.0
K20449	0.0	1.0	0.0	1.0	2.0	1.0
K20456	1.0	0.0	0.0	0.0	0.0	0.0
K20457	2.0	0.0	0.0	0.0	1.0	0.0
K20459	9.0	3.0	8.0	14.0	4.0	4.0
K20465	1.0	1.0	0.0	0.0	0.0	1.0
K20466	0.0	1.0	0.0	0.0	0.0	0.0
K20469	3.0	0.0	0.0	2.0	1.0	1.0
K20470	0.0	0.0	0.0	0.0	1.0	0.0
K20471	0.0	1.0	1.0	0.0	1.0	1.0
K20478	5.0	5.0	1.0	6.0	4.0	1.0
K20486	1.0	0.0	0.0	0.0	0.0	1.0
K20498	0.0	0.0	0.0	1.0	0.0	0.0
K20509	358.0	313.0	295.0	507.0	233.0	215.0
K20523	1.0	0.0	0.0	0.0	0.0	0.0
K20527	2.0	3.0	4.0	1.0	0.0	3.0
K20530	3.0	6.0	5.0	1.0	2.0	5.0
K20531	0.0	2.0	2.0	0.0	0.0	1.0
K20532	1.0	1.0	3.0	0.0	0.0	2.0
K20533	3.0	2.0	2.0	3.0	1.0	2.0
K20534	354.0	295.0	236.0	536.0	225.0	183.0
K20536	1.0	0.0	1.0	0.0	0.0	0.0
K20537	1.0	0.0	1.0	0.0	0.0	0.0
K20541	1.0	1.0	0.0	1.0	2.0	1.0
K20542	1.0	2.0	2.0	1.0	0.0	1.0
K20543	1.0	1.0	1.0	1.0	1.0	0.0
K20547	1.0	0.0	0.0	0.0	0.0	0.0
K20553	0.0	0.0	0.0	0.0	2.0	0.0
K20602	0.0	1.0	0.0	0.0	0.0	0.0
K20603	1.0	0.0	0.0	0.0	0.0	0.0
K20604	0.0	0.0	1.0	1.0	0.0	0.0
K20606	5.0	2.0	1.0	2.0	3.0	1.0
K20607	0.0	1.0	0.0	0.0	1.0	0.0
K20608	81.0	58.0	58.0	136.0	52.0	46.0
K20609	8.0	12.0	14.0	15.0	7.0	5.0
K20631	0.0	1.0	0.0	0.0	1.0	1.0
K20636	0.0	1.0	0.0	0.0	0.0	0.0
K20649	0.0	5.0	1.0	0.0	4.0	2.0
K20689	0.0	2.0	1.0	1.0	4.0	2.0
K20692	5.0	2.0	2.0	3.0	1.0	4.0
K20698	0.0	0.0	0.0	1.0	0.0	0.0
K20704	0.0	1.0	0.0	0.0	0.0	0.0
K20710	0.0	2.0	0.0	0.0	1.0	1.0
K20714	0.0	0.0	0.0	0.0	1.0	0.0
K20717	0.0	1.0	0.0	1.0	1.0	0.0
K20718	0.0	1.0	2.0	2.0	2.0	3.0
K20726	1.0	2.0	1.0	0.0	2.0	1.0
K20730	8.0	5.0	6.0	14.0	4.0	4.0
K20734	0.0	1.0	0.0	1.0	0.0	0.0
K20742	41.0	37.0	22.0	58.0	27.0	23.0
K20772	0.0	1.0	0.0	0.0	0.0	0.0
K20777	2.0	1.0	1.0	0.0	1.0	1.0
K20780	0.0	1.0	0.0	1.0	0.0	0.0
K20790	0.0	1.0	1.0	0.0	1.0	1.0
K20791	1.0	0.0	2.0	0.0	1.0	0.0
K20792	0.0	3.0	0.0	0.0	3.0	1.0
K20798	0.0	0.0	0.0	3.0	0.0	0.0
K20800	1.0	0.0	0.0	0.0	0.0	0.0
K20810	0.0	2.0	2.0	2.0	0.0	2.0
K20812	0.0	0.0	1.0	2.0	0.0	0.0
K20828	1.0	95.0	17.0	0.0	27.0	9.0
K20861	6.0	6.0	0.0	6.0	6.0	4.0
K20862	5.0	6.0	8.0	7.0	6.0	5.0
K20866	49.0	49.0	34.0	48.0	31.0	27.0
K20872	5.0	11.0	8.0	0.0	11.0	3.0
K20873	0.0	2.0	2.0	2.0	1.0	3.0
K20875	0.0	0.0	0.0	0.0	1.0	1.0
K20876	2.0	2.0	0.0	1.0	0.0	0.0
K20877	2.0	1.0	1.0	0.0	3.0	4.0
K20878	0.0	2.0	1.0	0.0	1.0	1.0
K20880	1.0	1.0	2.0	0.0	1.0	1.0
K20881	0.0	0.0	1.0	0.0	0.0	0.0
K20884	8.0	8.0	4.0	8.0	4.0	6.0
K20885	23.0	19.0	13.0	34.0	14.0	14.0
K20887	2.0	1.0	1.0	1.0	1.0	1.0
K20890	1.0	1.0	0.0	1.0	0.0	0.0
K20895	1.0	0.0	1.0	3.0	0.0	1.0
K20938	0.0	1.0	1.0	1.0	0.0	1.0
K20967	15.0	6.0	7.0	13.0	3.0	6.0
K20968	6.0	6.0	5.0	6.0	1.0	3.0
K20971	9.0	8.0	8.0	10.0	3.0	5.0
K20972	14.0	4.0	15.0	17.0	4.0	6.0
K20973	11.0	18.0	22.0	34.0	9.0	9.0
K20974	100.0	91.0	110.0	170.0	44.0	78.0
K20975	7.0	1.0	1.0	4.0	3.0	0.0
K20977	1.0	1.0	4.0	6.0	1.0	1.0
K20994	4.0	0.0	1.0	0.0	0.0	0.0
K20995	1.0	0.0	0.0	0.0	0.0	0.0
K20997	5.0	4.0	3.0	5.0	3.0	1.0
K21000	0.0	0.0	0.0	1.0	0.0	0.0
K21001	2.0	2.0	0.0	0.0	0.0	0.0
K21005	2.0	1.0	1.0	0.0	0.0	1.0
K21011	33.0	18.0	10.0	51.0	17.0	8.0
K21012	20.0	9.0	4.0	23.0	7.0	3.0
K21013	0.0	0.0	0.0	0.0	0.0	1.0
K21019	3.0	2.0	1.0	5.0	2.0	3.0
K21020	13.0	5.0	11.0	31.0	2.0	6.0
K21021	21.0	17.0	15.0	43.0	10.0	8.0
K21022	31.0	20.0	27.0	37.0	15.0	14.0
K21023	29.0	26.0	28.0	81.0	21.0	11.0
K21024	49.0	33.0	52.0	113.0	19.0	23.0
K21027	1.0	1.0	1.0	3.0	0.0	0.0
K21028	2.0	0.0	0.0	1.0	1.0	0.0
K21029	66.0	50.0	53.0	75.0	44.0	36.0
K21030	54.0	38.0	51.0	77.0	33.0	35.0
K21031	0.0	1.0	1.0	0.0	0.0	0.0
K21053	6.0	4.0	1.0	6.0	3.0	3.0
K21056	1.0	0.0	1.0	0.0	0.0	0.0
K21059	0.0	1.0	1.0	1.0	1.0	1.0
K21061	0.0	0.0	0.0	0.0	0.0	1.0
K21062	1.0	0.0	0.0	1.0	1.0	0.0
K21064	85.0	76.0	58.0	148.0	74.0	54.0
K21071	145.0	125.0	94.0	210.0	89.0	60.0
K21084	24.0	21.0	25.0	35.0	12.0	13.0
K21085	4.0	7.0	9.0	14.0	0.0	3.0
K21088	11.0	5.0	15.0	15.0	5.0	4.0
K21090	2.0	3.0	2.0	5.0	1.0	1.0
K21110	1.0	1.0	1.0	0.0	1.0	0.0
K21121	0.0	1.0	0.0	0.0	1.0	0.0
K21125	1.0	8.0	0.0	3.0	1.0	1.0
K21133	2.0	0.0	0.0	2.0	1.0	0.0
K21134	24.0	30.0	24.0	39.0	21.0	23.0
K21135	5.0	4.0	1.0	5.0	3.0	2.0
K21136	7.0	10.0	6.0	7.0	4.0	4.0
K21137	9.0	14.0	10.0	11.0	6.0	7.0
K21138	1.0	3.0	1.0	0.0	2.0	0.0
K21140	1.0	1.0	0.0	0.0	0.0	0.0
K21147	8.0	8.0	8.0	9.0	12.0	11.0
K21157	0.0	1.0	0.0	0.0	0.0	1.0
K21158	1.0	1.0	0.0	0.0	0.0	0.0
K21219	0.0	1.0	0.0	2.0	0.0	0.0
K21245	0.0	1.0	0.0	0.0	0.0	0.0
K21278	0.0	2.0	1.0	0.0	1.0	1.0
K21285	9.0	5.0	4.0	17.0	2.0	2.0
K21289	3.0	2.0	0.0	0.0	0.0	1.0
K21304	28.0	23.0	17.0	39.0	16.0	12.0
K21307	5.0	3.0	5.0	4.0	3.0	3.0
K21308	6.0	2.0	3.0	5.0	2.0	2.0
K21343	3.0	8.0	1.0	0.0	5.0	0.0
K21344	5.0	4.0	7.0	5.0	2.0	1.0
K21345	2.0	1.0	1.0	6.0	0.0	1.0
K21357	0.0	2.0	0.0	0.0	0.0	0.0
K21358	2.0	1.0	0.0	0.0	0.0	0.0
K21362	1.0	0.0	0.0	0.0	0.0	0.0
K21393	332.0	257.0	201.0	286.0	167.0	164.0
K21394	17.0	12.0	11.0	11.0	5.0	5.0
K21395	182.0	226.0	148.0	200.0	129.0	105.0
K21397	14.0	15.0	22.0	36.0	8.0	7.0
K21398	1.0	0.0	0.0	0.0	0.0	1.0
K21401	0.0	1.0	1.0	2.0	0.0	1.0
K21405	7.0	7.0	6.0	8.0	5.0	9.0
K21415	1.0	0.0	0.0	0.0	2.0	1.0
K21416	17.0	13.0	11.0	27.0	7.0	6.0
K21417	6.0	3.0	9.0	6.0	4.0	1.0
K21429	1.0	1.0	0.0	2.0	1.0	0.0
K21430	0.0	0.0	0.0	0.0	0.0	1.0
K21431	0.0	0.0	1.0	0.0	0.0	0.0
K21436	1.0	0.0	0.0	0.0	0.0	0.0
K21439	1.0	0.0	0.0	0.0	0.0	0.0
K21440	14.0	6.0	4.0	7.0	10.0	7.0
K21449	11.0	5.0	4.0	13.0	5.0	4.0
K21453	1.0	1.0	0.0	1.0	0.0	0.0
K21462	0.0	0.0	1.0	0.0	0.0	1.0
K21464	16.0	6.0	5.0	24.0	8.0	4.0
K21465	5.0	8.0	5.0	16.0	6.0	2.0
K21466	0.0	0.0	0.0	1.0	0.0	0.0
K21467	44.0	24.0	24.0	54.0	30.0	23.0
K21468	1.0	1.0	0.0	1.0	1.0	1.0
K21469	9.0	13.0	9.0	17.0	14.0	16.0
K21470	6.0	5.0	5.0	3.0	3.0	3.0
K21471	68.0	57.0	42.0	120.0	48.0	37.0
K21472	55.0	39.0	33.0	92.0	33.0	28.0
K21473	2.0	1.0	0.0	4.0	1.0	1.0
K21474	0.0	2.0	0.0	3.0	2.0	0.0
K21478	5.0	0.0	1.0	3.0	0.0	0.0
K21486	1.0	1.0	0.0	0.0	0.0	0.0
K21487	1.0	1.0	0.0	1.0	1.0	1.0
K21489	0.0	0.0	0.0	0.0	0.0	1.0
K21490	0.0	0.0	1.0	1.0	0.0	2.0
K21492	0.0	1.0	0.0	1.0	0.0	0.0
K21493	0.0	1.0	0.0	2.0	3.0	0.0
K21494	1.0	0.0	0.0	2.0	0.0	0.0
K21498	14.0	9.0	11.0	11.0	2.0	5.0
K21562	1.0	0.0	0.0	1.0	0.0	0.0
K21563	7.0	8.0	7.0	6.0	4.0	6.0
K21567	3.0	2.0	1.0	3.0	3.0	2.0
K21591	8.0	6.0	4.0	20.0	4.0	7.0
K21594	0.0	1.0	0.0	1.0	0.0	0.0
K21600	112.0	91.0	85.0	168.0	62.0	48.0
K21602	14.0	20.0	6.0	16.0	8.0	11.0
K21603	1.0	0.0	0.0	0.0	0.0	0.0
K21604	10.0	9.0	8.0	16.0	7.0	7.0
K21613	54.0	50.0	43.0	84.0	53.0	41.0
K21618	0.0	0.0	0.0	0.0	0.0	1.0
K21621	5.0	2.0	5.0	5.0	2.0	3.0
K21622	1.0	0.0	5.0	4.0	1.0	2.0
K21634	0.0	4.0	0.0	0.0	0.0	0.0
K21635	0.0	0.0	1.0	0.0	0.0	0.0
K21636	571.0	400.0	381.0	843.0	352.0	261.0
K21645	1.0	1.0	2.0	0.0	1.0	1.0
K21698	2.0	0.0	0.0	0.0	1.0	2.0
K21701	61.0	37.0	22.0	49.0	27.0	30.0
K21703	39.0	45.0	16.0	50.0	27.0	25.0
K21711	13.0	12.0	7.0	8.0	5.0	5.0
K21721	6.0	2.0	2.0	5.0	5.0	2.0
K21739	10.0	8.0	10.0	15.0	12.0	11.0
K21741	5.0	3.0	2.0	4.0	3.0	3.0
K21742	0.0	1.0	0.0	0.0	1.0	1.0
K21743	30.0	22.0	21.0	40.0	27.0	18.0
K21745	24.0	20.0	21.0	41.0	16.0	13.0
K21746	2.0	2.0	2.0	1.0	1.0	1.0
K21749	18.0	11.0	14.0	19.0	11.0	12.0
K21755	37.0	27.0	35.0	63.0	30.0	23.0
K21757	2.0	5.0	6.0	4.0	1.0	2.0
K21759	0.0	0.0	0.0	1.0	0.0	0.0
K21763	0.0	1.0	0.0	0.0	1.0	0.0
K21766	1.0	0.0	0.0	0.0	0.0	0.0
K21767	1.0	2.0	2.0	0.0	2.0	0.0
K21768	2.0	0.0	0.0	0.0	0.0	0.0
K21769	4.0	0.0	0.0	0.0	0.0	0.0
K21770	1.0	0.0	0.0	0.0	0.0	0.0
K21771	0.0	0.0	2.0	0.0	2.0	2.0
K21776	0.0	2.0	1.0	0.0	1.0	0.0
K21777	0.0	6.0	1.0	0.0	4.0	1.0
K21797	2.0	2.0	0.0	0.0	1.0	0.0
K21798	0.0	0.0	0.0	0.0	1.0	1.0
K21802	1.0	0.0	0.0	0.0	0.0	0.0
K21813	1.0	2.0	1.0	0.0	1.0	1.0
K21814	1.0	2.0	2.0	2.0	0.0	2.0
K21816	7.0	8.0	9.0	11.0	5.0	3.0
K21825	1.0	1.0	0.0	1.0	1.0	0.0
K21826	0.0	2.0	7.0	3.0	0.0	1.0
K21829	1.0	2.0	3.0	0.0	0.0	1.0
K21830	1.0	0.0	0.0	1.0	1.0	1.0
K21832	0.0	1.0	1.0	0.0	0.0	0.0
K21833	7.0	13.0	6.0	14.0	6.0	7.0
K21834	4.0	4.0	5.0	7.0	4.0	4.0
K21836	1.0	0.0	1.0	0.0	0.0	0.0
K21852	2.0	3.0	2.0	0.0	5.0	2.0
K21853	2.0	7.0	2.0	0.0	5.0	3.0
K21862	1.0	0.0	0.0	0.0	0.0	0.0
K21867	1.0	0.0	0.0	0.0	0.0	0.0
K21880	0.0	0.0	0.0	1.0	0.0	0.0
K21883	1.0	2.0	1.0	2.0	3.0	1.0
K21891	0.0	0.0	0.0	0.0	1.0	0.0
K21898	17.0	15.0	13.0	24.0	8.0	8.0
K21900	29.0	33.0	16.0	33.0	17.0	14.0
K21902	0.0	0.0	0.0	2.0	0.0	0.0
K21903	145.0	95.0	105.0	210.0	85.0	78.0
K21910	2.0	0.0	0.0	0.0	1.0	0.0
K21919	2.0	2.0	3.0	8.0	2.0	2.0
K21929	157.0	109.0	70.0	167.0	90.0	62.0
K21947	2.0	1.0	2.0	3.0	1.0	1.0
K21948	11.0	10.0	6.0	12.0	8.0	9.0
K21949	0.0	0.0	1.0	0.0	0.0	0.0
K21952	1.0	0.0	0.0	0.0	0.0	0.0
K21954	1.0	0.0	0.0	0.0	1.0	0.0
K21959	1.0	2.0	1.0	3.0	1.0	1.0
K21960	9.0	3.0	4.0	8.0	0.0	3.0
K21971	0.0	0.0	0.0	1.0	0.0	0.0
K21977	3.0	2.0	2.0	2.0	2.0	0.0
K21988	0.0	0.0	0.0	1.0	0.0	0.0
K21993	17.0	16.0	11.0	21.0	17.0	11.0
K22008	1.0	0.0	0.0	0.0	1.0	0.0
K22010	6.0	9.0	8.0	12.0	4.0	9.0
K22015	12.0	9.0	5.0	17.0	7.0	3.0
K22016	1.0	1.0	2.0	5.0	0.0	1.0
K22017	1.0	0.0	0.0	0.0	0.0	0.0
K22018	0.0	1.0	0.0	0.0	0.0	0.0
K22020	15.0	8.0	5.0	12.0	3.0	9.0
K22022	1.0	2.0	0.0	1.0	0.0	0.0
K22024	12.0	23.0	16.0	21.0	7.0	9.0
K22026	2.0	1.0	2.0	4.0	0.0	1.0
